,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type
5124,0.0,0.0,0.0,20,2,6,What is the alma mater of the Marshall Fletcher McCallie and has affiliation with  Vanderbilt University Medical Center ?,"[['dbp:almaMater'], ['dbp:affiliation']]","['dbo:almaMater', 'dbo:campus', 'dbo:institution', 'dbo:president', 'dbp:affiliations', 'dbp:education']",factoid
5146,0.0,0.0,0.0,9,1,4,Did Bob Suci play for the New England Patriots?,[['dbp:pastteams']],"['dbo:formerTeam', 'dbo:team', 'dbp:draftTeam', 'dbp:playedFor']",boolean
5149,0.0,0.0,0.0,11,2,9,Which appliance has cpu from Freescale Semiconductor and Marvell Technology Group?,"[['dbo:cpu'], ['dbo:cpu']]","['dbo:computingPlatform', 'dbo:developer', 'dbo:license', 'dbo:manufacturer', 'dbo:operatingSystem', 'dbo:product', 'dbp:products', 'dbp:programmingLanguage', 'dbp:services']",factoid
5155,0.0,0.0,0.0,9,1,1,What is one of the songs james hetfield wote?,[['dbo:writer']],['dbo:artist'],factoid
5161,0.0,0.0,0.0,6,1,2,Name a the dead boys album.,[['dbo:artist']],"['dbo:genre', 'dbo:type']",list
5199,0.0,0.0,0.0,11,1,1,what is the album released by reggaeton duo Wisin and Yandel?,[['dbo:genre']],['dbo:artist'],factoid
5203,0.0,0.0,0.0,9,1,4,Give me all breeds of the German Shepherd dog.,[['dbp:breed']],"['dbo:class', 'dbo:family', 'dbo:order', 'dbo:species']",list
5210,0.0,0.0,0.0,8,1,1,what city was the birthplace of denny sothern,[['dbp:birthPlace']],['dbo:birthPlace'],factoid
5217,0.0,0.0,0.0,8,1,4,is biggest loser jeetega in english or chinese,[['dbo:language']],"['dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",boolean
5241,0.0,0.0,0.0,3,1,1,who wrote showdown?,[['dbo:author']],['dbo:writer'],factoid
5269,0.0,0.0,0.0,7,1,1,what is nick rolovich role in football,[['dbp:playerPositions']],['dbo:position'],factoid
5299,0.0,0.0,0.0,11,1,2,Is Michael Schumacher the first driver of the 1994 grand prix?,[['dbp:firstDriver']],"['dbo:poleDriver', 'dbp:race']",boolean
5323,0.0,0.0,0.0,7,1,3,what is the nationality of thabo nthethe,[['dbo:birthPlace']],"['dbo:country', 'dbo:hometown', 'dbo:nationality']",factoid
5339,0.0,0.0,0.0,6,1,1,Where was Al-Muzaffar Umar buried ?,[['dbp:placeOfBurial']],['dbo:restingPlace'],factoid
5347,0.0,0.0,0.0,9,1,1,Which type of structural syle is st peters church?,[['dbo:architecturalStyle']],['dbo:type'],factoid
5379,0.0,0.0,0.0,9,1,1,Who was the composer for the power of love,[['dbo:musicalArtist']],['dbo:writer'],factoid
5405,0.0,0.0,0.0,6,1,1,What genre is powder and patch,[['dbo:literaryGenre']],['dbo:genre'],factoid
5421,0.0,0.0,0.0,6,1,1,alphonse aréola  plays what positon,[['dbo:position']],['dbo:instrument'],factoid
5422,0.0,0.0,0.0,14,2,1,List the origin of the weapons which were used in the American Revolutionary War.,"[['dbo:usedInWar'], ['dbp:origin']]",['dbo:hometown'],list
5423,0.0,0.0,0.0,7,1,3,what does the cahora bassa flow into?,[['dbp:inflow']],"['dbo:genre', 'dbo:hometown', 'dbo:riverMouth']",factoid
5432,0.0,0.0,0.0,6,1,1,How many bands began in Birmingham?,[['dbp:origin']],['dbo:hometown'],count
5446,0.0,0.0,0.0,6,1,1,what country is tomasz kulesza from,[['dbo:nationality']],['dbo:birthPlace'],factoid
5448,0.0,0.0,0.0,9,1,2,what program is a sitcom produced by Winklemania Productions?,"[['dbo:genre', 'dbp:genre']]","['dbo:distributor', 'dbp:studio']",factoid
5451,0.0,0.0,0.0,9,1,1,where city in minnesota was catharine mackinnon  born,[['dbp:birthPlace']],['dbo:birthPlace'],factoid
5511,0.0,0.0,0.0,6,1,1,What kind of album is thumbsucker?,[['dbo:type']],['dbo:genre'],factoid
5527,0.0,0.0,0.0,7,1,5,what region is governed by Mario Olivero?,[['dbp:leader']],"['dbo:country', 'dbo:leader', 'dbo:location', 'dbo:region', 'dbp:governingBody']",factoid
5540,0.0,0.0,0.0,13,2,4,Where is Tahual located which is also the country of Ren Romano ?,"[['dbp:citizenship'], ['dbp:location']]","['dbo:capital', 'dbo:country', 'dbo:region', 'dbp:locationCountry']",factoid
5547,0.0,0.0,0.0,15,2,1,"Under which common jurisdiction do Trinity School, Brentwood and Buckhurst Hill County High School fall?","[['dbo:localAuthority'], ['dbo:localAuthority']]",['dbo:type'],factoid
5551,0.0,0.0,0.0,15,2,2,What are the veneration of the one for which there's a major shrine in Hebron?,"[['dbp:majorShrine'], ['dbp:veneratedIn']]","['dbo:location', 'dbp:religion']",factoid
5571,0.0,0.0,0.0,6,1,1,Where did st. clair drake die,[['dbp:deathPlace']],['dbo:deathPlace'],factoid
5588,0.0,0.0,0.0,6,1,4,where is the schoonmaker reef located?,[['dbo:location']],"['dbo:country', 'dbo:district', 'dbo:region', 'dbo:state']",factoid
5618,0.0,0.0,0.0,6,1,5,Give me all members of Prodigy.,[['dbo:bandMember']],"['dbo:birthPlace', 'dbo:hometown', 'dbp:artist', 'dbp:birthPlace', 'dbp:placeOfBirth']",list
5636,0.0,0.0,0.0,8,1,2,who is the ragtime artist born in denmark?,[['dbo:genre']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
5659,0.0,0.0,0.0,11,1,1,whats the name of an album by sherine and tamer hosny,[['dbo:type']],['dbo:artist'],factoid
5693,0.0,0.0,0.0,7,1,3,What is the nationality of ty warner,[['dbo:birthPlace']],"['dbo:country', 'dbo:hometown', 'dbo:nationality']",factoid
5716,0.0,0.0,0.0,6,1,1,what type of genre is ubik?,[['dbo:literaryGenre']],['dbo:genre'],factoid
5719,0.0,0.0,0.0,8,1,2,what county is fort randall a part of,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid
5745,0.0,0.0,0.0,12,2,8,What is the founding year of the brewery that produces Pilsner Urquell?,"[['dbp:brewery'], ['dbo:foundingYear']]","['dbo:board', 'dbo:foundationPlace', 'dbo:foundedBy', 'dbo:founder', 'dbo:publisher', 'dbp:foundation', 'dbp:founder', 'dbp:products']",factoid
5755,0.0,0.0,0.0,5,1,1,Who developed the halcyon house,[['dbo:architect']],['dbo:developer'],factoid
5756,0.0,0.0,0.0,14,2,5,Give me the name of the organization hqed at  Chaeng Watthana Govt Complex?,"[['dbo:headquarter'], ['dbp:agencyName']]","['dbo:leader', 'dbo:leaderName', 'dbo:location', 'dbp:governingBody', 'dbp:headquarters']",list
5782,0.0,0.0,0.0,14,2,6,Which county seats are in the district where I can find the Hylebos Creek?,"[['dbo:district'], ['dbo:countySeat']]","['dbo:capital', 'dbo:country', 'dbo:largestCity', 'dbo:location', 'dbo:region', 'dbo:state']",factoid
5808,0.0,0.0,0.0,6,1,2,What river originates in Kingston Ontario?,[['dbp:sourceLocation']],"['dbo:hometown', 'dbo:riverMouth']",factoid
5837,0.0,0.0,0.0,12,1,2,How many people won the Gold Medal of the Royal Astronomical Society?,[['dbp:prizes']],"['dbo:award', 'dbp:awards']",count
5863,0.0,0.0,0.0,12,2,4,List the significant building of the architect who also designed  Kiev?,"[['dbo:significantBuilding'], ['dbo:significantBuilding']]","['dbo:architect', 'dbo:tenant', 'dbp:architect', 'dbp:designer']",list
5868,0.0,0.0,0.0,6,1,8,How many shows does HBO have?,[['dbo:company']],"['dbo:network', 'dbo:related', 'dbp:company', 'dbp:distributor', 'dbp:genre', 'dbp:network', 'dbp:sisterNames', 'dbp:voices']",count
5887,0.0,0.0,0.0,8,1,2,Was Gareth Southgate a manager of Middlesbrough F.C.?,[['dbp:managerclubs']],"['dbo:managerClub', 'dbo:position']",boolean
5905,0.0,0.0,0.0,13,2,3,"Where is Benjamin Franklin Terry buried, and US Route 59 has a junction?","[['dbp:placeofburial'], ['dbp:junction']]","['dbo:restingPlace', 'dbp:placeOfBurial', 'dbp:restingplace']",factoid
5909,0.0,0.0,0.0,5,1,2,Is Ombla originate in Croatia?,[['dbo:sourceMountain']],"['dbo:hometown', 'dbo:origin']",boolean
5924,0.0,0.0,0.0,8,1,3,"which country locates xavier institute of management, bhubaneswar",[['dbo:location']],"['dbo:city', 'dbo:country', 'dbo:state']",factoid
5928,0.0,0.0,0.0,7,1,1,what game is sony online entertainment make?,[['dbo:developer']],['dbo:publisher'],factoid
5940,0.0,0.0,0.0,15,2,0,How many people have parterned with the person choroegraphed by Catarina Lindgren in the past?,"[['dbo:formerPartner'], ['dbo:formerChoreographer']]",[],count
5957,0.0,0.0,0.0,10,1,1,which city in the USA is lawrence joseph henderson from,[['dbo:deathPlace']],['dbo:birthPlace'],factoid
5970,0.0,0.0,0.0,5,1,2,what is pablo lemoine's nationality?,[['dbp:birthPlace']],"['dbo:birthPlace', 'dbo:nationality']",factoid
5971,0.0,0.0,0.0,9,1,1,what kind of music is on the film dogtown,[['dbo:musicComposer']],['dbo:genre'],factoid
5981,0.0,0.0,0.0,5,1,1,where was syd bidwell born,[['dbo:deathPlace']],['dbo:birthPlace'],factoid
5986,0.0,0.0,0.0,7,1,1,what is an album by Lou Barlow?,[['dbo:type']],['dbo:artist'],factoid
6001,0.0,0.0,0.0,9,1,2,Who is the former partner of Chris Knierim ?,[['dbo:formerPartner']],"['dbo:employer', 'dbo:spouse']",factoid
6013,0.0,0.0,0.0,8,1,5,What is the club of Perianne Jones ?,[['dbp:club']],"['dbo:formerTeam', 'dbo:team', 'dbp:name', 'dbp:team', 'dbp:youthclubs']",factoid
6033,0.0,0.0,0.0,7,1,1,Who gives the license of WXXV-DT2 ?,[['dbp:licensee']],['dbo:license'],factoid
6058,0.0,0.0,0.0,6,1,1,What municipalities are adjacent to Chne-Bougeries?,[['dbp:neighboringMunicipalities']],['dbo:country'],factoid
6088,0.0,0.0,0.0,10,1,4,In which city was the former Dutch queen Juliana buried?,[['dbp:burialPlace']],"['dbo:restingPlace', 'dbp:placeOfBurial', 'dbp:placeofburial', 'dbp:restingplace']",factoid
6094,0.0,0.0,0.0,11,2,3,Who wrote the album coming right before Dead Man's Chest's OST?,"[['dbp:nextAlbum'], ['dbp:writer']]","['dbo:artist', 'dbo:subsequentWork', 'dbo:writer']",factoid
6109,0.0,0.0,0.0,11,2,6,Which US state gave  us Brian Deegan and Harold Lyold?,"[['dbp:birthPlace'], ['dbp:birthPlace']]","['dbo:almaMater', 'dbo:stateOfOrigin', 'dbp:almaMater', 'dbp:placeOfBirth', 'dbp:state', 'dbp:successor']",factoid
6120,0.0,0.0,0.0,8,1,2,Is william doyle the chairman of Georgetown university?,[['dbp:chairman']],"['dbo:president', 'dbp:president']",boolean
6132,0.0,0.0,0.0,6,1,2,Which nation is sven authorsen from?,[['dbo:country']],"['dbo:birthPlace', 'dbo:nationality']",factoid
6154,0.0,0.0,0.0,8,2,1,Which country's people work in the Birdman enterprises?,"[['dbo:institution'], ['dbp:nationality']]",['dbo:occupation'],factoid
6165,0.0,0.0,0.0,6,1,1,what country is tom shapiro from,[['dbo:hometown']],['dbo:birthPlace'],factoid
6166,0.0,0.0,0.0,9,1,1,whats the name of an album by terri clark,[['dbo:type']],['dbo:artist'],factoid
6178,0.0,0.0,0.0,12,1,2,Who was the First Driver of 1999 San Marino Grand Prix ?,[['dbp:firstDriver']],"['dbo:poleDriver', 'dbp:race']",factoid
6195,0.0,0.0,0.0,10,1,2,Was andy worhol the director of the san diego surf?,[['dbo:cinematography']],"['dbo:director', 'dbp:director']",boolean
6212,0.0,0.0,0.0,14,2,9,"What is the musical whose music is by Jose Luis Narom,  based upon?","[['dbo:musicBy'], ['dbo:basedOn']]","['dbo:associatedBand', 'dbo:associatedMusicalArtist', 'dbo:hometown', 'dbo:musicComposer', 'dbp:artist', 'dbp:associatedActs', 'dbp:label', 'dbp:music', 'dbp:themeMusicComposer']",factoid
6220,0.0,0.0,0.0,7,1,5,When was the De Beers company founded?,[['dbo:foundingYear']],"['dbo:foundationPlace', 'dbo:founder', 'dbo:locationCity', 'dbp:foundation', 'dbp:founder']",factoid
6225,0.0,0.0,0.0,10,2,0,List the people casted in Betsy's Wedding and 16 candles?,"[['dbo:starring'], ['dbp:starring']]",[],list
6228,0.0,0.0,0.0,12,2,2,In how many different places do Starwood hotels and resorts worldwide operate?,"[['dbp:operator'], ['dbp:address']]","['dbo:location', 'dbp:headquarters']",count
6231,0.0,0.0,0.0,14,2,4,"Where is the fictional character from, whose last appearance was in the Avengers, 1998?","[['dbp:last'], ['dbp:nationality']]","['dbo:creator', 'dbo:series', 'dbp:characters', 'dbp:genre']",factoid
6318,0.0,0.0,0.0,10,1,3,in what state would you find princeton university graduate college?,[['dbo:location']],"['dbo:city', 'dbo:country', 'dbo:state']",factoid
6321,0.0,0.0,0.0,6,1,2,what country is asagiri located in,[['dbo:region']],"['dbo:country', 'dbo:isPartOf']",factoid
6329,0.0,0.0,0.0,8,1,4,How many famous people are from the Filipinos?,[['dbo:stateOfOrigin']],"['dbo:birthPlace', 'dbo:nationality', 'dbp:birthPlace', 'dbp:nationality']",count
6335,0.0,0.0,0.0,9,1,2,Was Duanne Allman famous for playing the Gibson SG?,[['dbp:notableInstruments']],"['dbo:instrument', 'dbp:currentMembers']",boolean
6344,0.0,0.0,0.0,8,1,1,what album did John Martyn release in 1971?,[['dbo:type']],['dbo:artist'],factoid
6354,0.0,0.0,0.0,11,2,4,"Where do the politicians, Blanche Bruce and John Franklin Miller work?","[['dbp:office'], ['dbp:office']]","['dbo:almaMater', 'dbo:president', 'dbo:vicePresident', 'dbp:president']",factoid
6369,0.0,0.0,0.0,9,1,3,What is the largest metropolitan area in Washington state?,[['dbp:largestmetro']],"['dbo:capital', 'dbo:largestCity', 'dbo:location']",factoid
6375,0.0,0.0,0.0,6,1,2,where did plato meet his maker,[['dbo:deathPlace']],"['dbo:birthPlace', 'dbo:hometown']",factoid
6405,0.0,0.0,0.0,7,1,3,What is the parent company of PrivateCore?,[['dbo:subsidiary']],"['dbo:distributor', 'dbo:industry', 'dbo:owner']",factoid
6413,0.0,0.0,0.0,9,1,3,Which motion picture stories were edited by Ishir Honda?,[['dbo:writer']],"['dbo:editing', 'dbp:editing', 'dbp:editor']",factoid
6414,0.0,0.0,0.0,11,1,0,What is the location of Dad's Root Beer on Google maps?,[['dbp:locationCity']],[],factoid
6433,0.0,0.0,0.0,9,1,1,What is dizzy mizz and lizzy's greatest hits album?,[['dbo:type']],['dbo:artist'],factoid
6444,0.0,0.0,0.0,8,1,1,which album is created by barnes & barnes,[['dbo:recordLabel']],['dbo:artist'],factoid
6449,0.0,0.0,0.0,11,2,1,Which U.S. states are in the same time zone as Utah?,"[['dbp:timezone'], ['dbp:timezone']]",['dbo:timeZone'],factoid
6450,0.0,0.0,0.0,5,2,2,Starwood operates in which places?,"[['dbp:operator'], ['dbp:address']]","['dbo:city', 'dbo:location']",list
6452,0.0,0.0,0.0,11,1,1,Which city was susan g. komen for the cure founded in,[['dbo:foundationPlace']],['dbo:foundedBy'],factoid
6468,0.0,0.0,0.0,8,1,1,who is the author of the mysterious island,[['dbo:writer']],['dbo:author'],factoid
6472,0.0,0.0,0.0,5,1,3,What nationality is k. rajagopal,[['dbo:birthPlace']],"['dbo:country', 'dbo:hometown', 'dbo:nationality']",factoid
6483,0.0,0.0,0.0,5,1,3,Who are some US colonels?,[['dbp:rank']],"['dbo:commander', 'dbo:militaryRank', 'dbp:notableCommanders']",factoid
6498,0.0,0.0,0.0,8,1,0,where can you find richard henry dana branch,[['dbo:location']],[],factoid
6499,0.0,0.0,0.0,12,2,3,How many people have trained the wrestlers who were billed in Wisconsin?,"[['dbo:trainer'], ['dbo:billed']]","['dbo:occupation', 'dbp:debutteam', 'dbp:training']",count
6520,0.0,0.0,0.0,5,1,3,what country is lassie from,[['dbo:country']],"['dbo:birthPlace', 'dbo:hometown', 'dbo:nationality']",factoid
6526,0.0,0.0,0.0,6,1,0,Was the altazor drawn by Picasso?,[['dbp:illustrator']],[],boolean
6529,0.0,0.0,0.0,7,1,1,What is the nationality of irina shayk,[['dbo:nationality']],['dbo:birthPlace'],factoid
6573,0.0,0.0,0.0,11,1,4,Give me the websites of companies with more than 500000 employees.,[['dbo:numberOfEmployees']],"['dbo:board', 'dbp:foundation', 'dbp:products', 'dbp:services']",list
6585,0.0,0.0,0.0,5,1,2,what is pato bantons nationality,[['dbo:hometown']],"['dbo:birthPlace', 'dbo:nationality']",factoid
6593,0.0,0.0,0.0,10,1,2,which latin country is nando reis e os infernais form,[['dbo:hometown']],"['dbo:country', 'dbo:nationality']",factoid
6635,0.0,0.0,0.0,4,1,1,Where was harold theobald,[['dbo:birthPlace']],['dbo:deathPlace'],factoid
6636,0.0,0.0,0.0,11,1,4,what is a piece of music has the philharmonia orchestra played?,[['dbo:artist']],"['dbo:instrument', 'dbo:musicComposer', 'dbo:musicalArtist', 'dbo:writer']",factoid
6639,0.0,0.0,0.0,7,1,1,whats that nationality of  mariusz hermanowicz,[['dbo:nationality']],['dbo:birthPlace'],factoid
6647,0.0,0.0,0.0,8,1,1,what was eric wyndham white's place of birth,[['dbo:nationality']],['dbo:birthPlace'],factoid
6665,0.0,0.0,0.0,6,1,1,who wrote not in the flesh,[['dbo:author']],['dbo:writer'],factoid
6678,0.0,0.0,0.0,7,1,2,Does the platte river originate in Colorado?,[['dbo:sourceRegion']],"['dbo:city', 'dbo:riverMouth']",boolean
6686,0.0,0.0,0.0,10,1,4,Name an architect famous for the sever hall in Massachusetts.,[['dbo:architect']],"['dbo:city', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",list
6688,0.0,0.0,0.0,13,1,2,Was the cover of The adventures of Tom Sawyer designed by Mark Twain?,[['dbo:coverArtist']],"['dbp:creator', 'dbp:writer']",boolean
6711,0.0,0.0,0.0,7,1,1,what album was created by taro hakase,[['dbo:recordLabel']],['dbo:artist'],factoid
6720,0.0,0.0,0.0,5,1,3,what is inka grings's nationality?,[['dbo:birthPlace']],"['dbo:country', 'dbo:hometown', 'dbo:nationality']",factoid
6723,0.0,0.0,0.0,6,1,1,Where is Bogobiri House located ?,[['dbp:locationCity']],['dbo:location'],factoid
6732,0.0,0.0,0.0,7,1,5,Does the river shannon originate from Dowra?,[['dbo:sourceMountain']],"['dbo:mouthMountain', 'dbo:mouthPlace', 'dbo:riverMouth', 'dbo:source', 'dbo:sourcePlace']",boolean
6750,0.0,0.0,0.0,5,1,1,What genre is twice-told tales,[['dbo:literaryGenre']],['dbo:genre'],factoid
6754,0.0,0.0,0.0,9,1,2,Name a film based on a nora roberts novel,[['dbo:writer']],"['dbo:language', 'dbo:literaryGenre']",list
6759,0.0,0.0,0.0,9,1,2,what king of educational institution is feather river college,[['dbo:type']],"['dbo:city', 'dbo:state']",factoid
6765,0.0,0.0,0.0,7,1,5,Which caves have more than 3 entrances?,[['dbp:entranceCount']],"['dbo:locatedInArea', 'dbo:location', 'dbo:tenant', 'dbp:address', 'dbp:cities']",factoid
6769,0.0,0.0,0.0,7,1,3,what is a work by jonathan butler,[['dbo:artist']],"['dbo:author', 'dbo:notableWork', 'dbo:writer']",factoid
6771,0.0,0.0,0.0,7,1,2,whats the nationality of  kristýna plíšková,[['dbo:country']],"['dbo:birthPlace', 'dbo:nationality']",factoid
6783,0.0,0.0,0.0,7,1,1,what's the name of the jesu ep,[['dbo:type']],['dbo:artist'],list
6792,0.0,0.0,0.0,8,1,1,Waddy wachtel did the music for what movies?,[['dbp:music']],['dbo:musicComposer'],list
6794,0.0,0.0,0.0,13,2,0,How many ships belong to states which has Unitary as government type ?,"[['dbo:country'], ['dbo:governmentType']]",[],count
6795,0.0,0.0,0.0,13,1,6,Which political party got elected in First Legislative Assembly of Uttar Pradesh ?,[['dbp:children']],"['dbo:affiliation', 'dbo:leaderName', 'dbo:party', 'dbp:constituency', 'dbp:leader', 'dbp:party']",factoid
6805,0.0,0.0,0.0,7,1,6,What is the title of Kakae ?,[['dbp:title']],"['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid
6816,0.0,0.0,0.0,8,2,6,List the colonel with branch as Militia ?,"[['dbp:branch'], ['dbp:rank']]","['dbo:commander', 'dbo:militaryBranch', 'dbo:militaryRank', 'dbo:militaryUnit', 'dbo:relation', 'dbp:notableCommanders']",list
6823,0.0,0.0,0.0,15,2,1,What things canonized John of Damascus and and also venerated the Edwin of Northumbria ?,"[['dbp:veneratedIn'], ['dbo:canonizedBy']]",['dbp:canonizedBy'],factoid
6847,0.0,0.0,0.0,6,1,1,what is jack r. lousma's nationality,[['dbo:nationality']],['dbo:birthPlace'],factoid
6861,0.0,0.0,0.0,6,2,1,Where has GARAGE recorded its singles?,"[['dbo:producer'], ['dbo:recordedIn']]",['dbo:album'],factoid
6865,0.0,0.0,0.0,4,1,1,who released nhl hockey,[['dbo:publisher']],['dbo:type'],factoid
6869,0.0,0.0,0.0,8,1,3,How many venues are located in the US?,[['dbp:address']],"['dbo:location', 'dbo:tenant', 'dbp:venue']",count
6873,0.0,0.0,0.0,6,1,1,what city was hutch harris born,[['dbo:hometown']],['dbo:birthPlace'],factoid
6879,0.0,0.0,0.0,5,1,1,Where did drew macias die,[['dbo:birthPlace']],['dbo:deathPlace'],factoid
6889,0.0,0.0,0.0,5,1,1,What albums are by mest?,[['dbo:artist']],['dbo:type'],factoid
6898,0.0,0.0,0.0,14,1,4,What is the name of the crater on the moon named for georg ohm?,[['dbp:namedafter']],"['dbo:discoverer', 'dbo:locatedInArea', 'dbp:discoverer', 'dbp:namedFor']",factoid
6919,0.0,0.0,0.0,9,1,2,"How many things are located in Ridgewood, New Jersey?",[['dbp:birthPlace']],"['dbo:city', 'dbo:location']",count
6933,0.0,0.0,0.0,11,2,1,Which licensee of EXXV-TV is also the licensee of WXXV-DT2 ?,"[['dbp:licensee'], ['dbp:licensee']]",['dbo:programmeFormat'],factoid
6977,0.0,0.0,0.0,10,1,2,the matrix reloaded was produced by this specific production company.,[['dbo:producer']],"['dbo:distributor', 'dbp:studio']",factoid
6990,0.0,0.0,0.0,9,1,3,when was the founding date of french fifth republic?,[['dbo:foundingDate']],"['dbo:foundationPlace', 'dbo:founder', 'dbo:leader']",factoid
7014,0.0,0.0,0.0,6,1,1,what type of show is freakshow,[['dbp:genre']],['dbo:genre'],factoid
7020,0.0,0.0,0.0,10,2,4,Name some people working at someplace owned by News Corp.,"[['dbp:owners'], ['dbo:employer']]","['dbo:location', 'dbo:owner', 'dbo:owningCompany', 'dbp:owner']",list
7062,0.0,0.0,0.0,11,1,2,Who was the director for the movie a star is born?,[['dbo:director']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
7074,0.0,0.0,0.0,7,1,2,Which tv program is wcw pro on?,[['dbo:creator']],"['dbo:genre', 'dbp:genre']",factoid
7075,0.0,0.0,0.0,6,1,1,What position does jack reilly play,[['dbp:playerPositions']],['dbo:position'],factoid
7077,0.0,0.0,0.0,7,1,3,Which awards are presented by Swedish Academy?,[['dbo:presenter']],"['dbo:award', 'dbo:producer', 'dbp:awards']",factoid
7113,0.0,0.0,0.0,10,1,5,what are some of the plays written by noel coward?,[['dbo:author']],"['dbo:musicBy', 'dbo:writer', 'dbp:characters', 'dbp:lyrics', 'dbp:writer']",factoid
7161,0.0,0.0,0.0,8,1,1,Which movies's screenplay is written by Akiva Goldsman,[['dbp:screenplay']],['dbo:writer'],factoid
7173,0.0,0.0,0.0,11,1,3,Who is the fictional character whose family member is Padme Amidala?,[['dbp:family']],"['dbo:creator', 'dbo:relative', 'dbp:relatives']",factoid
7175,0.0,0.0,0.0,10,1,2,Who is the narrator of The Price of Beauty ?,[['dbo:narrator']],"['dbo:editing', 'dbp:narrated']",factoid
7200,0.0,0.0,0.0,7,2,1,In what city is the Heineken brewery?,"[['dbo:manufacturer'], ['dbo:locationCity']]",['dbo:location'],factoid
7203,0.0,0.0,0.0,7,1,2,Who was the narrator in the point?,[['dbp:narrated']],"['dbo:cinematography', 'dbo:editing']",factoid
7214,0.0,0.0,0.0,8,1,1,What is the base currency of Benelux ?,[['dbp:currency']],['dbo:currency'],factoid
7218,0.0,0.0,0.0,8,1,1,Name a song written by the stanley brothers.,[['dbo:artist']],['dbo:writer'],list
7225,0.0,0.0,0.0,14,2,5,Which river's source mountain is Baikal Mountains and is located in Laptev Sea ?,"[['dbo:sourceMountain'], ['dbp:mouthLocation']]","['dbo:locatedInArea', 'dbo:mouthMountain', 'dbo:outflow', 'dbo:riverMouth', 'dbp:outflow']",factoid
7233,0.0,0.0,0.0,6,1,1,what state is johnny ross from,[['dbo:hometown']],['dbo:birthPlace'],factoid
7252,0.0,0.0,0.0,5,1,2,Where is mike morrell from,[['dbo:nationality']],"['dbo:birthPlace', 'dbo:hometown']",factoid
7253,0.0,0.0,0.0,10,1,1,How many members are there in the European Go Federation?,[['dbp:membership']],['dbo:leader'],count
7265,0.0,0.0,0.0,6,1,2,which city is homestead found is,"[['dbo:country', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:location']",factoid
7273,0.0,0.0,0.0,17,2,4,Which university has a sports team member called Micheal Powell and also owns Syracuse University Press ?,"[['dbo:team'], ['dbp:parent']]","['dbo:owner', 'dbo:sport', 'dbp:athletics', 'dbp:owner']",factoid
7283,0.0,0.0,0.0,9,2,4,Bridges over which rivers are made of Wrought Iron?,"[['dbp:material'], ['dbo:river']]","['dbo:crosses', 'dbo:maintainedBy', 'dbp:crosses', 'dbp:designer']",list
7330,0.0,0.0,0.0,6,1,3,Did Stan Lee write the Daredevils?,[['dbp:writers']],"['dbo:author', 'dbo:writer', 'dbp:writer']",boolean
7332,0.0,0.0,0.0,6,1,1,where was yummy bingham born at?,[['dbo:hometown']],['dbo:birthPlace'],factoid
7334,0.0,0.0,0.0,15,2,6,"Name the river whose mouth country is Mozambique and source region is North-Western Province, Zambia?","[['dbp:mouthCountry'], ['dbp:sourceRegion']]","['dbo:country', 'dbo:riverMouth', 'dbo:source', 'dbo:sourceCountry', 'dbo:sourcePlace', 'dbp:sourceLocation']",list
7338,0.0,0.0,0.0,9,1,1,In what movies did Akira Ifukube compose the music?,[['dbp:music']],['dbo:musicComposer'],factoid
7340,0.0,0.0,0.0,13,1,1,Who is the production company that created friday the 13th: the final chapter,[['dbo:distributor']],['dbp:studio'],factoid
7389,0.0,0.0,0.0,5,1,3,where is woody shaw based,"[['dbo:hometown', 'dbo:birthPlace']]","['dbo:country', 'dbo:district', 'dbo:region']",factoid
7406,0.0,0.0,0.0,8,1,2,who was a coproducer of the trudell movie,[['dbo:cinematography']],"['dbo:director', 'dbo:producer']",factoid
7408,0.0,0.0,0.0,7,1,4,How much carbs does peanut butter have?,[['dbp:carbs']],"['dbo:class', 'dbo:ingredient', 'dbo:order', 'dbo:species']",factoid
7411,0.0,0.0,0.0,9,1,4,"Where is the county seat of King County, Washington?",[['dbo:countySeat']],"['dbo:capital', 'dbo:isPartOf', 'dbo:location', 'dbo:region']",factoid
7422,0.0,0.0,0.0,9,2,1,Which genre of books are published by Random House?,"[['dbp:publisher'], ['dbp:subject']]",['dbo:literaryGenre'],factoid
7431,0.0,0.0,0.0,7,1,0,Is Henry David Thoreau interested in Politics?,[['dbp:mainInterests']],[],boolean
7432,0.0,0.0,0.0,12,2,3,Who is renowned for Ae Fond Kiss and poem of Halloween ?,"[['dbp:notableworks'], ['dbp:notableworks']]","['dbo:field', 'dbo:knownFor', 'dbp:knownFor']",factoid
7441,0.0,0.0,0.0,9,2,5,Grey gppse and eristoff is produced by which company?,"[['dbp:manufacturer'], ['dbp:manufacturer']]","['dbo:manufacturer', 'dbo:product', 'dbp:company', 'dbp:products', 'dbp:studio']",list
