,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type
5378,0.5,0.5,0.5,12,2,2,Who acted in the movies whose music is composed by Walter Scharf?,"[['dbo:musicComposer'], ['dbp:artist']]","['dbo:musicComposer', 'dbp:music']",factoid
5379,0.0,0.0,0.0,9,1,1,Who was the composer for the power of love,[['dbo:musicalArtist']],['dbo:writer'],factoid
5405,0.0,0.0,0.0,6,1,1,What genre is powder and patch,[['dbo:literaryGenre']],['dbo:genre'],factoid
5421,0.0,0.0,0.0,6,1,1,alphonse aréola  plays what positon,[['dbo:position']],['dbo:instrument'],factoid
5422,0.0,0.0,0.0,14,2,1,List the origin of the weapons which were used in the American Revolutionary War.,"[['dbo:usedInWar'], ['dbp:origin']]",['dbo:hometown'],list
5423,0.0,0.0,0.0,7,1,3,what does the cahora bassa flow into?,[['dbp:inflow']],"['dbo:genre', 'dbo:hometown', 'dbo:riverMouth']",factoid
5432,0.0,0.0,0.0,6,1,1,How many bands began in Birmingham?,[['dbp:origin']],['dbo:hometown'],count
5446,0.0,0.0,0.0,6,1,1,what country is tomasz kulesza from,[['dbo:nationality']],['dbo:birthPlace'],factoid
5448,0.0,0.0,0.0,9,1,2,what program is a sitcom produced by Winklemania Productions?,"[['dbo:genre', 'dbp:genre']]","['dbo:distributor', 'dbp:studio']",factoid
5451,0.0,0.0,0.0,9,1,1,where city in minnesota was catharine mackinnon  born,[['dbp:birthPlace']],['dbo:birthPlace'],factoid
5456,0.5,0.3333333333333333,0.4,10,2,3,Who is the person whose child performed with Tony Bennett?,"[['dbp:associatedActs'], ['dbo:child']]","['dbo:child', 'dbo:spouse', 'dbp:children']",factoid
5500,0.5,0.3333333333333333,0.4,16,2,3,Name the tenant of Ever bank field which has also has player named Dan Shamash ?,"[['dbo:team'], ['dbo:tenant']]","['dbo:tenant', 'dbp:owner', 'dbp:tenants']",list
5507,0.5,0.3333333333333333,0.4,10,2,3,"Which university has affiliations to Graham Holdings and Kaplan, Inc.?","[['dbp:affiliations'], ['dbp:affiliations']]","['dbo:campus', 'dbp:affiliation', 'dbp:affiliations']",factoid
5510,0.5,0.25,0.3333333333333333,11,2,4,Who served a vice president buried in United First Parish Church?,"[['dbp:restingplace'], ['dbo:vicePresident']]","['dbo:restingPlace', 'dbp:placeOfBurial', 'dbp:restingPlace', 'dbp:restingplace']",factoid
5511,0.0,0.0,0.0,6,1,1,What kind of album is thumbsucker?,[['dbo:type']],['dbo:genre'],factoid
5516,0.5,0.5,0.5,18,2,2,"Who currently operates the railway lines one of whose stockholder is Chicago, St Paul, Minneapolis and Omaha railway?","[['dbp:owner'], ['dbo:operatedBy']]","['dbo:owner', 'dbp:owner']",factoid
5527,0.0,0.0,0.0,7,1,5,what region is governed by Mario Olivero?,[['dbp:leader']],"['dbo:country', 'dbo:leader', 'dbo:location', 'dbo:region', 'dbp:governingBody']",factoid
5528,0.5,0.14285714285714285,0.22222222222222224,10,2,7,Where are the movies directed by Faisal Aman Khan recorded?,"[['dbo:director'], ['dbp:recorded']]","['dbo:cinematography', 'dbo:director', 'dbo:starring', 'dbp:director', 'dbp:music', 'dbp:screenplay', 'dbp:starring']",factoid
5540,0.0,0.0,0.0,13,2,4,Where is Tahual located which is also the country of Ren Romano ?,"[['dbp:citizenship'], ['dbp:location']]","['dbo:capital', 'dbo:country', 'dbo:region', 'dbp:locationCountry']",factoid
5547,0.0,0.0,0.0,15,2,1,"Under which common jurisdiction do Trinity School, Brentwood and Buckhurst Hill County High School fall?","[['dbo:localAuthority'], ['dbo:localAuthority']]",['dbo:type'],factoid
5551,0.0,0.0,0.0,15,2,2,What are the veneration of the one for which there's a major shrine in Hebron?,"[['dbp:majorShrine'], ['dbp:veneratedIn']]","['dbo:location', 'dbp:religion']",factoid
5554,0.5,0.25,0.3333333333333333,12,2,4,Which are the major hubs of airline which operates the Menora Tunnel?,"[['dbp:operator'], ['dbp:hubs']]","['dbo:hubAirport', 'dbo:operator', 'dbo:targetAirport', 'dbp:hubs']",factoid
5560,0.5,0.25,0.3333333333333333,14,2,4,"From how many coutries do companies come, which are headquartered in the Klang Valley?","[['dbp:country'], ['dbp:headquarters']]","['dbo:foundationPlace', 'dbo:locationCity', 'dbp:foundation', 'dbp:headquarters']",count
5571,0.0,0.0,0.0,6,1,1,Where did st. clair drake die,[['dbp:deathPlace']],['dbo:deathPlace'],factoid
5580,0.5,0.1111111111111111,0.1818181818181818,17,2,9,Name the appliance produced by Foxconn and its OS is provided by PlayStation 3 system software ?,"[['dbo:manufacturer'], ['dbp:os']]","['dbo:computingPlatform', 'dbo:license', 'dbo:manufacturer', 'dbo:operatingSystem', 'dbo:product', 'dbp:developer', 'dbp:products', 'dbp:programmingLanguage', 'dbp:services']",list
5583,0.5,0.16666666666666666,0.25,8,2,6,Which shows had their painters born in England?,"[['dbo:creator'], ['dbp:birthPlace']]","['dbo:birthDate', 'dbo:birthPlace', 'dbo:starring', 'dbp:birthPlace', 'dbp:placeOfBirth', 'dbp:starring']",factoid
5588,0.0,0.0,0.0,6,1,4,where is the schoonmaker reef located?,[['dbo:location']],"['dbo:country', 'dbo:district', 'dbo:region', 'dbo:state']",factoid
5611,0.5,0.1,0.16666666666666669,12,2,10,What is the home ground of the clubs managed by Ciao Zanardi?,"[['dbo:manager'], ['dbo:ground']]","['dbo:ground', 'dbo:league', 'dbo:locationCity', 'dbo:managerClub', 'dbo:season', 'dbp:ground', 'dbp:name', 'dbp:nationalteam', 'dbp:stadium', 'dbp:youthclubs']",factoid
5618,0.0,0.0,0.0,6,1,5,Give me all members of Prodigy.,[['dbo:bandMember']],"['dbo:birthPlace', 'dbo:hometown', 'dbp:artist', 'dbp:birthPlace', 'dbp:placeOfBirth']",list
5625,0.5,0.3333333333333333,0.4,7,2,3,What games are played in Protestant schools?,"[['dbp:schooltype'], ['dbo:sport']]","['dbo:location', 'dbo:sport', 'dbp:genre']",factoid
5631,0.5,0.5,0.5,7,2,2,Who follow religions led by David Miscavige?,"[['dbp:leaderName'], ['dbo:religion']]","['dbo:religion', 'dbp:religion']",factoid
5636,0.0,0.0,0.0,8,1,2,who is the ragtime artist born in denmark?,[['dbo:genre']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
5645,0.5,0.2,0.28571428571428575,14,2,5,Which largest city of Salsette Island is also the largest city of India ?,"[['dbo:largestCity'], ['dbo:largestCity']]","['dbo:capital', 'dbo:largestCity', 'dbo:location', 'dbo:region', 'dbp:archipelago']",factoid
5659,0.0,0.0,0.0,11,1,1,whats the name of an album by sherine and tamer hosny,[['dbo:type']],['dbo:artist'],factoid
5686,0.5,0.14285714285714285,0.22222222222222224,14,2,7,What company developed Mac OS 9 and also brought Tiny Tower to the market?,"[['dbo:developer'], ['dbp:distributor']]","['dbo:developer', 'dbo:manufacturer', 'dbo:operatingSystem', 'dbo:product', 'dbp:developer', 'dbp:products', 'dbp:services']",factoid
5693,0.0,0.0,0.0,7,1,3,What is the nationality of ty warner,[['dbo:birthPlace']],"['dbo:country', 'dbo:hometown', 'dbo:nationality']",factoid
5706,0.5,0.25,0.3333333333333333,13,2,4,How many different kinds of softwares have been released under the GPL license?,"[['dbp:license'], ['dbo:genre']]","['dbo:computingPlatform', 'dbo:license', 'dbp:genre', 'dbp:license']",count
5716,0.0,0.0,0.0,6,1,1,what type of genre is ubik?,[['dbo:literaryGenre']],['dbo:genre'],factoid
5719,0.0,0.0,0.0,8,1,2,what county is fort randall a part of,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid
5727,0.5,0.2,0.28571428571428575,10,2,5,Who made the engine whose predecessor is the SHO V6?,"[['dbp:predecessor'], ['dbo:manufacturer']]","['dbo:manufacturer', 'dbo:predecessor', 'dbo:successor', 'dbp:engine', 'dbp:related']",factoid
5728,0.5,0.5,0.5,25,2,2,What are the other launch site of the rockets which also have been launched from  Cape Canaveral Air Force Station Launch Complex 5 ?,"[['dbo:launchSite'], ['dbo:launchSite']]","['dbo:launchSite', 'dbo:manufacturer']",factoid
5733,0.5,0.14285714285714285,0.22222222222222224,16,2,7,Which school of jack mcGregor attend which was also the training center of William Anthony ?,"[['dbo:education'], ['dbo:training']]","['dbo:almaMater', 'dbo:college', 'dbo:education', 'dbo:institution', 'dbo:university', 'dbp:almaMater', 'dbp:education']",factoid
5745,0.0,0.0,0.0,12,2,8,What is the founding year of the brewery that produces Pilsner Urquell?,"[['dbp:brewery'], ['dbo:foundingYear']]","['dbo:board', 'dbo:foundationPlace', 'dbo:foundedBy', 'dbo:founder', 'dbo:publisher', 'dbp:foundation', 'dbp:founder', 'dbp:products']",factoid
5755,0.0,0.0,0.0,5,1,1,Who developed the halcyon house,[['dbo:architect']],['dbo:developer'],factoid
5756,0.0,0.0,0.0,14,2,5,Give me the name of the organization hqed at  Chaeng Watthana Govt Complex?,"[['dbo:headquarter'], ['dbp:agencyName']]","['dbo:leader', 'dbo:leaderName', 'dbo:location', 'dbp:governingBody', 'dbp:headquarters']",list
5765,0.5,0.3333333333333333,0.4,7,2,3,List the sports played in private universities.,"[['dbo:type'], ['dbo:sport']]","['dbo:athletics', 'dbo:sport', 'dbp:athletics']",list
5782,0.0,0.0,0.0,14,2,6,Which county seats are in the district where I can find the Hylebos Creek?,"[['dbo:district'], ['dbo:countySeat']]","['dbo:capital', 'dbo:country', 'dbo:largestCity', 'dbo:location', 'dbo:region', 'dbo:state']",factoid
5808,0.0,0.0,0.0,6,1,2,What river originates in Kingston Ontario?,[['dbp:sourceLocation']],"['dbo:hometown', 'dbo:riverMouth']",factoid
5829,0.5,0.25,0.3333333333333333,14,2,4,The pope whose shrine is in St Peter's Basilica was venerated in which sects?,"[['dbp:majorShrine'], ['dbp:veneratedIn']]","['dbo:religion', 'dbo:veneratedIn', 'dbp:religion', 'dbp:veneratedIn']",list
5835,0.5,0.2,0.28571428571428575,17,2,5,"Which border country of the Korean Peninsula is also the country of Krusty, a musical group ?","[['dbo:border'], ['dbo:country']]","['dbo:country', 'dbo:location', 'dbo:region', 'dbp:country', 'dbp:locationCountry']",factoid
5837,0.0,0.0,0.0,12,1,2,How many people won the Gold Medal of the Royal Astronomical Society?,[['dbp:prizes']],"['dbo:award', 'dbp:awards']",count
5863,0.0,0.0,0.0,12,2,4,List the significant building of the architect who also designed  Kiev?,"[['dbo:significantBuilding'], ['dbo:significantBuilding']]","['dbo:architect', 'dbo:tenant', 'dbp:architect', 'dbp:designer']",list
5868,0.0,0.0,0.0,6,1,8,How many shows does HBO have?,[['dbo:company']],"['dbo:network', 'dbo:related', 'dbp:company', 'dbp:distributor', 'dbp:genre', 'dbp:network', 'dbp:sisterNames', 'dbp:voices']",count
5887,0.0,0.0,0.0,8,1,2,Was Gareth Southgate a manager of Middlesbrough F.C.?,[['dbp:managerclubs']],"['dbo:managerClub', 'dbo:position']",boolean
5893,0.5,0.5,0.5,16,2,2,What is the common military branch of the Thomas Darden and that of Edwin F. Hunter,"[['dbp:branch'], ['dbo:militaryBranch']]","['dbo:militaryBranch', 'dbo:relation']",factoid
5905,0.0,0.0,0.0,13,2,3,"Where is Benjamin Franklin Terry buried, and US Route 59 has a junction?","[['dbp:placeofburial'], ['dbp:junction']]","['dbo:restingPlace', 'dbp:placeOfBurial', 'dbp:restingplace']",factoid
5909,0.0,0.0,0.0,5,1,2,Is Ombla originate in Croatia?,[['dbo:sourceMountain']],"['dbo:hometown', 'dbo:origin']",boolean
5911,0.5,0.25,0.3333333333333333,11,2,4,Where is the head quarters of the owner of Hamline Avenue?,"[['dbo:owner'], ['dbp:headquarters']]","['dbo:board', 'dbo:owner', 'dbo:owningCompany', 'dbp:owner']",factoid
5924,0.0,0.0,0.0,8,1,3,"which country locates xavier institute of management, bhubaneswar",[['dbo:location']],"['dbo:city', 'dbo:country', 'dbo:state']",factoid
5928,0.0,0.0,0.0,7,1,1,what game is sony online entertainment make?,[['dbo:developer']],['dbo:publisher'],factoid
5940,0.0,0.0,0.0,15,2,0,How many people have parterned with the person choroegraphed by Catarina Lindgren in the past?,"[['dbo:formerPartner'], ['dbo:formerChoreographer']]",[],count
5957,0.0,0.0,0.0,10,1,1,which city in the USA is lawrence joseph henderson from,[['dbo:deathPlace']],['dbo:birthPlace'],factoid
5962,0.5,0.16666666666666666,0.25,18,2,6,Who is the writer with notable works like Adventures of Huckleberry Finn and The Adventures of Tom Sawyer?,"[['dbo:notableWork'], ['dbo:notableWork']]","['dbo:author', 'dbo:notableWork', 'dbo:series', 'dbo:subsequentWork', 'dbp:author', 'dbp:writer']",factoid
5970,0.0,0.0,0.0,5,1,2,what is pablo lemoine's nationality?,[['dbp:birthPlace']],"['dbo:birthPlace', 'dbo:nationality']",factoid
5971,0.0,0.0,0.0,9,1,1,what kind of music is on the film dogtown,[['dbo:musicComposer']],['dbo:genre'],factoid
5981,0.0,0.0,0.0,5,1,1,where was syd bidwell born,[['dbo:deathPlace']],['dbo:birthPlace'],factoid
5986,0.0,0.0,0.0,7,1,1,what is an album by Lou Barlow?,[['dbo:type']],['dbo:artist'],factoid
6000,0.5,0.25,0.3333333333333333,13,2,4,Which associate of Thomas bryan Martin is also the president of Carmichael ?,"[['dbo:associate'], ['dbp:president']]","['dbo:president', 'dbo:vicePresident', 'dbp:keyPeople', 'dbp:president']",factoid
6001,0.0,0.0,0.0,9,1,2,Who is the former partner of Chris Knierim ?,[['dbo:formerPartner']],"['dbo:employer', 'dbo:spouse']",factoid
6013,0.0,0.0,0.0,8,1,5,What is the club of Perianne Jones ?,[['dbp:club']],"['dbo:formerTeam', 'dbo:team', 'dbp:name', 'dbp:team', 'dbp:youthclubs']",factoid
6017,0.5,0.2,0.28571428571428575,12,2,5,What are some famous works of the writer of The Second Coming?,"[['dbp:writer'], ['dbp:notableworks']]","['dbo:author', 'dbo:notableWork', 'dbo:writer', 'dbp:author', 'dbp:writer']",factoid
6033,0.0,0.0,0.0,7,1,1,Who gives the license of WXXV-DT2 ?,[['dbp:licensee']],['dbo:license'],factoid
6045,0.5,0.3333333333333333,0.4,11,2,3,Who represent the constituencies of Noe Valley and Duboce Triangle ?,"[['dbp:constituency'], ['dbp:constituency']]","['dbo:leaderName', 'dbp:constituency', 'dbp:party']",factoid
6051,0.5,0.3333333333333333,0.4,8,2,3,Who is the oldest child of Meryl Streep?,"[['dbo:child'], ['dbo:birthDate']]","['dbo:child', 'dbo:parent', 'dbp:children']",factoid
6058,0.0,0.0,0.0,6,1,1,What municipalities are adjacent to Chne-Bougeries?,[['dbp:neighboringMunicipalities']],['dbo:country'],factoid
6065,0.5,0.14285714285714285,0.22222222222222224,8,2,7,Where are jockeys in Dubai World Cup from?,"[['dbo:race'], ['dbp:birthPlace']]","['dbo:birthPlace', 'dbo:country', 'dbo:hometown', 'dbo:honours', 'dbo:nationality', 'dbp:birthPlace', 'dbp:race']",factoid
6086,0.5,0.3333333333333333,0.4,14,2,3,Which fictional character's relative is Clan McDuck and belongs to American Pekin duck ?,"[['dbo:species'], ['dbp:relatives']]","['dbo:relation', 'dbo:relative', 'dbp:relatives']",factoid
6088,0.0,0.0,0.0,10,1,4,In which city was the former Dutch queen Juliana buried?,[['dbp:burialPlace']],"['dbo:restingPlace', 'dbp:placeOfBurial', 'dbp:placeofburial', 'dbp:restingplace']",factoid
6091,0.5,0.3333333333333333,0.4,10,2,3,"Whose relatives are Clan McDuck and Huey, Dewey, and Louie?","[['dbp:relatives'], ['dbp:relatives']]","['dbo:relation', 'dbo:relative', 'dbp:relatives']",factoid
6094,0.0,0.0,0.0,11,2,3,Who wrote the album coming right before Dead Man's Chest's OST?,"[['dbp:nextAlbum'], ['dbp:writer']]","['dbo:artist', 'dbo:subsequentWork', 'dbo:writer']",factoid
6109,0.0,0.0,0.0,11,2,6,Which US state gave  us Brian Deegan and Harold Lyold?,"[['dbp:birthPlace'], ['dbp:birthPlace']]","['dbo:almaMater', 'dbo:stateOfOrigin', 'dbp:almaMater', 'dbp:placeOfBirth', 'dbp:state', 'dbp:successor']",factoid
6120,0.0,0.0,0.0,8,1,2,Is william doyle the chairman of Georgetown university?,[['dbp:chairman']],"['dbo:president', 'dbp:president']",boolean
6122,0.5,0.5,0.5,12,2,2,Which awards has been given to both michel hazanavicius and geoffrey rush?,"[['dbp:awards'], ['dbp:awards']]","['dbo:award', 'dbp:awards']",factoid
6132,0.0,0.0,0.0,6,1,2,Which nation is sven authorsen from?,[['dbo:country']],"['dbo:birthPlace', 'dbo:nationality']",factoid
6154,0.0,0.0,0.0,8,2,1,Which country's people work in the Birdman enterprises?,"[['dbo:institution'], ['dbp:nationality']]",['dbo:occupation'],factoid
6160,0.5,0.25,0.3333333333333333,7,2,4,Paris Sisters singles are of which language?,"[['dbo:musicalBand'], ['dbp:language']]","['dbo:language', 'dbp:artist', 'dbp:language', 'dbp:languages']",list
6165,0.0,0.0,0.0,6,1,1,what country is tom shapiro from,[['dbo:hometown']],['dbo:birthPlace'],factoid
6166,0.0,0.0,0.0,9,1,1,whats the name of an album by terri clark,[['dbo:type']],['dbo:artist'],factoid
6178,0.0,0.0,0.0,12,1,2,Who was the First Driver of 1999 San Marino Grand Prix ?,[['dbp:firstDriver']],"['dbo:poleDriver', 'dbp:race']",factoid
6181,0.5,0.125,0.2,15,2,8,Which office holder's predecessor is  Lucius Cornelius and his associate is Marcus Calpurnius Bibulus?,"[['dbo:associate'], ['dbo:predecessor']]","['dbo:predecessor', 'dbo:relation', 'dbo:relative', 'dbo:successor', 'dbp:children', 'dbp:deputy', 'dbp:predecessor', 'dbp:successor']",factoid
6182,0.5,0.14285714285714285,0.22222222222222224,19,2,7,"Who won the general elections in India in 2009, and had also won the AP elections in 2004 ?","[['dbo:affiliation'], ['dbo:affiliation']]","['dbo:affiliation', 'dbo:leader', 'dbo:leaderName', 'dbo:party', 'dbp:constituency', 'dbp:leader', 'dbp:party']",factoid
6195,0.0,0.0,0.0,10,1,2,Was andy worhol the director of the san diego surf?,[['dbo:cinematography']],"['dbo:director', 'dbp:director']",boolean
6199,0.5,0.1111111111111111,0.1818181818181818,19,2,9,"Of all the teams that Andrew Economos played for, which one did Jerrel Jackson play his first game for?","[['dbo:formerTeam'], ['dbo:debutTeam']]","['dbo:formerTeam', 'dbo:team', 'dbp:debutteam', 'dbp:league', 'dbp:name', 'dbp:pastteams', 'dbp:playedFor', 'dbp:team', 'dbp:youthclubs']",list
6208,0.5,0.2,0.28571428571428575,9,2,5,How many religions have the relatives of waxiangs followed?,"[['dbp:related'], ['dbo:religion']]","['dbo:relation', 'dbo:relative', 'dbo:religion', 'dbp:religion', 'dbp:veneratedIn']",count
6212,0.0,0.0,0.0,14,2,9,"What is the musical whose music is by Jose Luis Narom,  based upon?","[['dbo:musicBy'], ['dbo:basedOn']]","['dbo:associatedBand', 'dbo:associatedMusicalArtist', 'dbo:hometown', 'dbo:musicComposer', 'dbp:artist', 'dbp:associatedActs', 'dbp:label', 'dbp:music', 'dbp:themeMusicComposer']",factoid
6215,0.5,0.5,0.5,15,2,2,What is the largest city of the country which have an assembly of Plymouth Savoy?,"[['dbo:assembly'], ['dbo:largestCity']]","['dbo:capital', 'dbo:largestCity']",factoid
6220,0.0,0.0,0.0,7,1,5,When was the De Beers company founded?,[['dbo:foundingYear']],"['dbo:foundationPlace', 'dbo:founder', 'dbo:locationCity', 'dbp:foundation', 'dbp:founder']",factoid
6223,0.5,0.3333333333333333,0.4,12,2,3,What is the nationality of the David King-Wood and John Steed ?,"[['dbp:nationality'], ['dbp:nationality']]","['dbo:country', 'dbo:nationality', 'dbp:nationality']",factoid
6225,0.0,0.0,0.0,10,2,0,List the people casted in Betsy's Wedding and 16 candles?,"[['dbo:starring'], ['dbp:starring']]",[],list
6228,0.0,0.0,0.0,12,2,2,In how many different places do Starwood hotels and resorts worldwide operate?,"[['dbp:operator'], ['dbp:address']]","['dbo:location', 'dbp:headquarters']",count
6231,0.0,0.0,0.0,14,2,4,"Where is the fictional character from, whose last appearance was in the Avengers, 1998?","[['dbp:last'], ['dbp:nationality']]","['dbo:creator', 'dbo:series', 'dbp:characters', 'dbp:genre']",factoid
6232,0.5,0.2,0.28571428571428575,15,2,5,"Twin cities 400 is operated by what city, which is the birthplace of Leona Baumgarter?","[['dbo:birthPlace'], ['dbo:operatedBy']]","['dbo:birthPlace', 'dbo:largestCity', 'dbo:locationCity', 'dbp:location', 'dbp:placeOfBirth']",list
6251,0.5,0.3333333333333333,0.4,11,2,3,Where was the narrator of Spain on the Road Again born?,"[['dbo:narrator'], ['dbp:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace', 'dbp:placeOfBirth']",factoid
6257,0.3333333333333333,0.25,0.28571428571428575,10,3,4,Which subsidiary of TUI Travel serves both Glasgow and Dublin?,"[['dbo:targetAirport'], ['dbo:targetAirport'], ['dbo:subsidiary']]","['dbo:destination', 'dbo:targetAirport', 'dbp:destinations', 'dbp:headquarters']",factoid
6282,0.5,0.3333333333333333,0.4,19,2,3,Who is the common manager of Aston Villa 2000-02 season and aldo the manager of Middlesbrough F.C. season 2009-10,"[['dbp:name'], ['dbo:manager']]","['dbo:manager', 'dbo:managerClub', 'dbp:youthclubs']",factoid
6310,0.5,0.25,0.3333333333333333,20,2,4,Name the line of the Vadodara Junction railway station which is also the  hub airport of the Pawan Hans?,"[['dbo:hubAirport'], ['dbp:line']]","['dbo:hubAirport', 'dbo:operator', 'dbo:routeEnd', 'dbo:targetAirport']",list
6318,0.0,0.0,0.0,10,1,3,in what state would you find princeton university graduate college?,[['dbo:location']],"['dbo:city', 'dbo:country', 'dbo:state']",factoid
6321,0.0,0.0,0.0,6,1,2,what country is asagiri located in,[['dbo:region']],"['dbo:country', 'dbo:isPartOf']",factoid
6329,0.0,0.0,0.0,8,1,4,How many famous people are from the Filipinos?,[['dbo:stateOfOrigin']],"['dbo:birthPlace', 'dbo:nationality', 'dbp:birthPlace', 'dbp:nationality']",count
6335,0.0,0.0,0.0,9,1,2,Was Duanne Allman famous for playing the Gibson SG?,[['dbp:notableInstruments']],"['dbo:instrument', 'dbp:currentMembers']",boolean
6344,0.0,0.0,0.0,8,1,1,what album did John Martyn release in 1971?,[['dbo:type']],['dbo:artist'],factoid
6354,0.0,0.0,0.0,11,2,4,"Where do the politicians, Blanche Bruce and John Franklin Miller work?","[['dbp:office'], ['dbp:office']]","['dbo:almaMater', 'dbo:president', 'dbo:vicePresident', 'dbp:president']",factoid
6362,0.5,0.25,0.3333333333333333,10,2,4,Whose youth clubs used to participate in Argentine Primera Division?,"[['dbp:league'], ['dbp:youthclubs']]","['dbo:formerTeam', 'dbo:team', 'dbp:name', 'dbp:youthclubs']",factoid
6369,0.0,0.0,0.0,9,1,3,What is the largest metropolitan area in Washington state?,[['dbp:largestmetro']],"['dbo:capital', 'dbo:largestCity', 'dbo:location']",factoid
6375,0.0,0.0,0.0,6,1,2,where did plato meet his maker,[['dbo:deathPlace']],"['dbo:birthPlace', 'dbo:hometown']",factoid
6405,0.0,0.0,0.0,7,1,3,What is the parent company of PrivateCore?,[['dbo:subsidiary']],"['dbo:distributor', 'dbo:industry', 'dbo:owner']",factoid
6413,0.0,0.0,0.0,9,1,3,Which motion picture stories were edited by Ishir Honda?,[['dbo:writer']],"['dbo:editing', 'dbp:editing', 'dbp:editor']",factoid
6414,0.0,0.0,0.0,11,1,0,What is the location of Dad's Root Beer on Google maps?,[['dbp:locationCity']],[],factoid
6433,0.0,0.0,0.0,9,1,1,What is dizzy mizz and lizzy's greatest hits album?,[['dbo:type']],['dbo:artist'],factoid
6438,0.5,0.3333333333333333,0.4,26,2,3,What is the place of birth of the badminton player who is the bronze medalist of Badminton at the 2012 Summer Olympics  Women's doubles ?,"[['dbo:bronzeMedalist'], ['dbp:placeOfBirth']]","['dbo:birthPlace', 'dbp:birthPlace', 'dbp:placeOfBirth']",factoid
6442,0.5,0.16666666666666666,0.25,16,2,6,Who gave guest appearances on the show which is the next episode after the Bombshell one?,"[['dbo:previousWork'], ['dbp:guests']]","['dbo:series', 'dbo:subsequentWork', 'dbp:guests', 'dbp:judges', 'dbp:themeMusicComposer', 'dbp:writer']",factoid
6444,0.0,0.0,0.0,8,1,1,which album is created by barnes & barnes,[['dbo:recordLabel']],['dbo:artist'],factoid
6449,0.0,0.0,0.0,11,2,1,Which U.S. states are in the same time zone as Utah?,"[['dbp:timezone'], ['dbp:timezone']]",['dbo:timeZone'],factoid
6450,0.0,0.0,0.0,5,2,2,Starwood operates in which places?,"[['dbp:operator'], ['dbp:address']]","['dbo:city', 'dbo:location']",list
6452,0.0,0.0,0.0,11,1,1,Which city was susan g. komen for the cure founded in,[['dbo:foundationPlace']],['dbo:foundedBy'],factoid
6457,0.5,0.14285714285714285,0.22222222222222224,13,2,7,What are the software whose operating systems are Mac OS and Microsoft Windows?,"[['dbo:operatingSystem'], ['dbo:operatingSystem']]","['dbo:computingPlatform', 'dbo:developer', 'dbo:license', 'dbo:operatingSystem', 'dbo:programmingLanguage', 'dbp:developer', 'dbp:programmingLanguage']",factoid
6464,0.5,0.16666666666666666,0.25,21,2,6,Name a scientist whose official residence is Cape Town and also won a gold medal at the Royal Astronomical Society ?,"[['dbp:prizes'], ['dbp:residence']]","['dbo:birthPlace', 'dbo:knownFor', 'dbo:residence', 'dbp:birthPlace', 'dbp:knownFor', 'dbp:residence']",list
6468,0.0,0.0,0.0,8,1,1,who is the author of the mysterious island,[['dbo:writer']],['dbo:author'],factoid
6472,0.0,0.0,0.0,5,1,3,What nationality is k. rajagopal,[['dbo:birthPlace']],"['dbo:country', 'dbo:hometown', 'dbo:nationality']",factoid
6482,0.5,0.5,0.5,14,2,2,What is the purpose of the Maharashtra Chess Association which is genere of PyChess?,"[['dbp:purpose'], ['dbo:genre']]","['dbp:genre', 'dbp:purpose']",factoid
6483,0.0,0.0,0.0,5,1,3,Who are some US colonels?,[['dbp:rank']],"['dbo:commander', 'dbo:militaryRank', 'dbp:notableCommanders']",factoid
6496,0.5,0.25,0.3333333333333333,13,2,4,What is the parent company of the airline whose hub is in Detroit?,"[['dbp:hubs'], ['dbo:parentCompany']]","['dbo:hubAirport', 'dbo:targetAirport', 'dbp:hubs', 'dbp:owner']",factoid
6498,0.0,0.0,0.0,8,1,0,where can you find richard henry dana branch,[['dbo:location']],[],factoid
6499,0.0,0.0,0.0,12,2,3,How many people have trained the wrestlers who were billed in Wisconsin?,"[['dbo:trainer'], ['dbo:billed']]","['dbo:occupation', 'dbp:debutteam', 'dbp:training']",count
6510,0.5,0.3333333333333333,0.4,9,2,3,What are some common ingredients used in Swedish dishes?,"[['dbo:country'], ['dbo:ingredient']]","['dbo:currency', 'dbo:ingredient', 'dbp:mainIngredient']",factoid
6520,0.0,0.0,0.0,5,1,3,what country is lassie from,[['dbo:country']],"['dbo:birthPlace', 'dbo:hometown', 'dbo:nationality']",factoid
6526,0.0,0.0,0.0,6,1,0,Was the altazor drawn by Picasso?,[['dbp:illustrator']],[],boolean
6529,0.0,0.0,0.0,7,1,1,What is the nationality of irina shayk,[['dbo:nationality']],['dbo:birthPlace'],factoid
6573,0.0,0.0,0.0,11,1,4,Give me the websites of companies with more than 500000 employees.,[['dbo:numberOfEmployees']],"['dbo:board', 'dbp:foundation', 'dbp:products', 'dbp:services']",list
6585,0.0,0.0,0.0,5,1,2,what is pato bantons nationality,[['dbo:hometown']],"['dbo:birthPlace', 'dbo:nationality']",factoid
6587,0.5,0.16666666666666666,0.25,14,2,6,"In which of the parties that have governed over Rishikesh, does Govinda belong too?","[['dbo:party'], ['dbo:leaderName']]","['dbo:leader', 'dbo:leaderName', 'dbp:constituency', 'dbp:governingBody', 'dbp:leader', 'dbp:party']",factoid
