,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,training_count
3071,0.0,0.0,0.0,7,1,1,what was composed in newfoundland and labrador,"[['dbo:province', 'dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]",['dbo:writer'],"[[55, 1072, 1218, 2554, 1891, 1670, 1153, 875]]"
3087,0.0,0.0,0.0,11,1,1,what greater los angeles city is the origin of alan o’day,[['dbo:birthPlace']],['dbo:hometown'],[[4201]]
3093,0.0,0.0,0.0,4,1,1,who married crystal harris?,[['dbp:spouse']],['dbo:spouse'],[[19]]
3094,0.0,0.0,0.0,16,2,0,How many things are manufactured by the company whose subsidiary is Sony Corporation shareholders and subsidiaries?,"[['dbo:subsidiary'], ['dbo:manufacturer']]",[],"[[9], [58]]"
3099,0.0,0.0,0.0,9,1,0,What are the television shows whose company is Playtone?,[['dbo:company']],[],[[11]]
3120,0.0,0.0,0.0,9,1,0,Is Peter Crouch currently in the Stoke City FC?,[['dbp:currentclub']],[],[[12]]
3133,0.0,0.0,0.0,8,2,1,"Who is married to a Miss Louisiana, USA?","[['dbp:title'], ['dbp:spouse']]",['dbo:spouse'],"[[16], [19]]"
3134,0.0,0.0,0.0,15,2,0,What subjects does the subsequent work of The Dragons of Eden deals with  ?,"[['dbo:subsequentWork'], ['dbp:subject']]",[],"[[31], [12]]"
3137,0.0,0.0,0.0,6,1,1,What's an album that features dalida,[['dbo:type']],['dbo:artist'],[[1160]]
3140,0.0,0.0,0.0,5,1,1,where is rafael perestrello from,[['dbo:nationality']],['dbo:birthPlace'],[[266]]
3143,0.0,0.0,0.0,9,2,0,How many have been venerateds in Islam and Judaism?,"[['dbo:veneratedIn'], ['dbo:veneratedIn']]",[],"[[8], [8]]"
3158,0.0,0.0,0.0,8,1,0,Name the Artist of Madagascar: Operation Penguin ?,[['dbp:artist']],[],[[38]]
3160,0.0,0.0,0.0,10,1,1,who is the writer of the tv series black tie,[['dbp:writer']],['dbo:writer'],[[61]]
3174,0.0,0.0,0.0,7,1,0,who operates the south side elevated railroad?,[['dbo:operatedBy']],[],[[11]]
3182,0.0,0.0,0.0,11,2,0,What do the banks owned by Norwegian ministry of finance produce?,"[['dbo:parentCompany'], ['dbp:products']]",[],"[[11], [24]]"
3185,0.0,0.0,0.0,7,1,1,What is the successor of PlayStation 4,[['dbp:successor']],['dbo:successor'],[[34]]
3193,0.0,0.0,0.0,9,1,0,Which planet was first discovered by Johann Gottfried Galle?,[['dbp:discoverer']],[],[[4]]
3199,0.0,0.0,0.0,8,1,1,what type of game is quest: brian's journey,[['dbp:modes']],['dbo:genre'],[[265]]
3204,0.0,0.0,0.0,5,1,0,Who wrote the magic show?,[['dbo:author']],[],[[426]]
3225,0.0,0.0,0.0,17,2,0,Name a writer who was educated in Saint Petersburg and had a son named Lyubov Dostoyevskaya ?,"[['dbo:child'], ['dbo:education']]",[],"[[150], [15]]"
3229,0.0,0.0,0.0,5,1,2,which area does wlaj-dt2 serve,[['dbo:location']],"['dbo:broadcastArea', 'dbo:city']",[[1670]]
3233,0.0,0.0,0.0,7,1,0,Bickle Knob is contained by which state?,"[['dbo:region', 'dbo:state']]",[],"[[1153, 875]]"
3235,0.0,0.0,0.0,7,1,1,What film did burton lane contribute to,[['dbo:musicComposer']],['dbo:writer'],[[304]]
3236,0.0,0.0,0.0,18,2,0,Which serving railway line of the Rostov-Glavny is also the  place of birth of  Nina Vislova?,"[['dbp:placeOfBirth'], ['dbo:servingRailwayLine']]",[],"[[41], [10]]"
3242,0.0,0.0,0.0,7,1,0,what type of store is forever 21,[['dbo:industry']],[],[[223]]
3251,0.0,0.0,0.0,11,1,0,Name a person who was educated in Humes High School ?,[['dbo:education']],[],[[15]]
3308,0.0,0.0,0.0,5,1,2,where is sam chan from?,[['dbo:country']],"['dbo:birthPlace', 'dbo:hometown']",[[2554]]
3316,0.0,0.0,0.0,7,1,1,The nationality of abdul halim sharar is?,[['dbo:nationality']],['dbo:birthPlace'],[[266]]
3317,0.0,0.0,0.0,10,2,0,Which employer of Manu Cornet has alsoe written Google.by ?,"[['dbo:author'], ['dbp:employer']]",[],"[[426], [13]]"
3322,0.0,0.0,0.0,10,2,0,"What political party has governed both in Baraily,MP and Jowai?","[['dbo:leaderName'], ['dbo:leaderName']]",[],"[[25], [25]]"
3333,0.0,0.0,0.0,15,2,0,"Which river flows through Hudson Highlands State park and also through Troy, New york ?","[['dbp:river'], ['dbo:river']]",[],"[[3], [12]]"
3337,0.0,0.0,0.0,6,1,0,what county is john hardin from,[['dbp:namedFor']],[],[[40]]
3343,0.0,0.0,0.0,6,1,0,Which book has the most pages?,[['dbo:numberOfPages']],[],[[3]]
3344,0.0,0.0,0.0,11,2,0,List the area of radio stations whose sister station is WBCQ-FM?,"[['dbp:sisterStations'], ['dbp:area']]",[],"[[8], [12]]"
3348,0.0,0.0,0.0,17,2,0,Name the basketball team which is coached by Louis Dunbar and has president as Jeff Munn ?,"[['dbp:coach'], ['dbp:president']]",[],"[[10], [23]]"
3350,0.0,0.0,0.0,9,1,0,Was robert sarvis a nominee of the US Senate?,[['dbo:nominee']],[],[[9]]
3364,0.0,0.0,0.0,7,1,0,What is the nationality of ty warner,[['dbo:birthPlace']],[],[[4201]]
3432,0.0,0.0,0.0,6,1,0,How many people live in Poland?,[['dbo:populationTotal']],[],[[10]]
3434,0.0,0.0,0.0,22,2,0,Which creator of Theme Time Radio Hour has also given the  musical score of the The Times They Are a-Changin' (musical)?,"[['dbo:musicBy'], ['dbp:creator']]",[],"[[10], [17]]"
3438,0.0,0.0,0.0,6,1,0,Where was c. scott grow born?,[['dbp:birthPlace']],[],[[1526]]
3455,0.0,0.0,0.0,11,1,0,Was Michael Schumacher the Pole driver of 1994 Spanish Grand Prix?,[['dbp:poleDriver']],[],[[4]]
3457,0.0,0.0,0.0,12,2,0,Name the president served by a lieutenant who succeeded Bob C Riley.,"[['dbo:lieutenant'], ['dbp:predecessor']]",[],"[[6], [26]]"
3460,0.0,0.0,0.0,6,1,1,Count the movies in Swedish language?,[['dbp:language']],['dbo:language'],[[12]]
3469,0.0,0.0,0.0,5,1,1,where was honinbo shuetsu born,[['dbp:birthPlace']],['dbo:birthPlace'],[[1526]]
3481,0.0,0.0,0.0,16,2,0,Name the TV show whose network is NBC and is the subsequent work of Fraiser ?,"[['dbo:network'], ['dbo:subsequentWork']]",[],"[[23], [31]]"
3483,0.0,0.0,0.0,9,2,0,Which  NASA astronaut was on mission Gemini 8?,"[['dbp:mission'], ['dbp:type']]",[],"[[8], [12]]"
3508,0.0,0.0,0.0,10,1,0,What is the district of Methodist Central Hall Westminster ?,[['dbo:district']],[],[[92]]
3511,0.0,0.0,0.0,6,1,2,who is an author from denmark?,[['dbo:occupation']],"['dbo:birthPlace', 'dbp:birthPlace']",[[629]]
3523,0.0,0.0,0.0,20,2,0,What is the name of the television show whose company is Paramount Television and theme music composer is Gary Portnoy?,"[['dbp:company'], ['dbp:themeMusicComposer']]",[],"[[24], [28]]"
3524,0.0,0.0,0.0,7,1,1,what is bo brundin's country of nationality,[['dbo:nationality']],['dbo:birthPlace'],[[266]]
3535,0.0,0.0,0.0,18,2,0,Which appointer of the Joseph Clay (Georgia) is also the  President of the William Carmichael (diplomat) ?,"[['dbo:appointer'], ['dbp:president']]",[],"[[7], [23]]"
3549,0.0,0.0,0.0,13,2,0,What is the river one of whose left tributary's native name is Arabic?,"[['dbp:nativeName'], ['dbo:leftTributary']]",[],"[[1], [6]]"
3556,0.0,0.0,0.0,7,1,1,Who was the author of the punisher?,[['dbo:writer']],['dbo:author'],[[1148]]
3562,0.0,0.0,0.0,5,1,1,where is maurice tempelsman from,[['dbo:nationality']],['dbo:birthPlace'],[[266]]
3571,0.0,0.0,0.0,10,1,0,In which television shows has Eliza Schneider given her voice?,[['dbp:voices']],[],[[18]]
3576,0.0,0.0,0.0,5,1,1,Who wrote the painted veil,[['dbo:writer']],['dbo:author'],[[1148]]
3580,0.0,0.0,0.0,9,2,0,Which city's neighboring municipalities are Lancy and  Pregny-Chambsy?,"[['dbo:neighboringMunicipality'], ['dbp:neighboringMunicipalities']]",[],"[[4], [9]]"
3592,0.0,0.0,0.0,5,1,1,what is andré gumprecht's nationality,[['dbo:birthPlace']],['dbo:nationality'],[[4201]]
3595,0.0,0.0,0.0,17,2,0,What is the headquarters of the public transit system which is the section of Red Ahead ?,"[['dbo:isPartOf'], ['dbp:headquarters']]",[],"[[1891], [32]]"
3603,0.0,0.0,0.0,9,2,0,Who is  venerated in  Judaism and Islam?,"[['dbo:veneratedIn'], ['dbo:veneratedIn']]",[],"[[8], [8]]"
3609,0.0,0.0,0.0,7,1,0,Which basketball team's coach is Kurt Rambis?,[['dbo:coach']],[],[[13]]
3615,0.0,0.0,0.0,11,2,0,"What region was Gloria Schaffer born in, which also contains Newington?","[['dbp:birthPlace'], ['dbo:isPartOf']]",[],"[[1526], [1891]]"
3621,0.0,0.0,0.0,18,2,0,Which parent company of the Cornell University Press is also the alma mater of the Mario Garca Menocal?,"[['dbo:parentCompany'], ['dbo:almaMater']]",[],"[[11], [45]]"
3625,0.0,0.0,0.0,15,2,0,"What is the religion of the president who won the Mongolian legislative election, 2004 ?","[['dbp:leader'], ['dbo:religion']]",[],"[[10], [257]]"
3626,0.0,0.0,0.0,7,1,0,For what is Abhijit Kunte known ?,[['dbp:knownFor']],[],[[20]]
3629,0.0,0.0,0.0,7,2,0,Which drinks have emerged from the US?,"[['dbo:origin'], ['dbp:locationCity']]",[],"[[21], [10]]"
3634,0.0,0.0,0.0,8,2,1,How many awards have the french people received?,"[['dbo:stateOfOrigin'], ['dbp:awards']]",['dbo:award'],"[[18], [50]]"
3635,0.0,0.0,0.0,14,1,0,michael apted was the film producer on which documentary film directed by Michael Apted?,[['dbo:producer']],[],[[506]]
3670,0.0,0.0,0.0,15,2,0,Who are the people whose alumna is a part of the National Collegiate Athletic Association?,"[['dbo:athletics'], ['dbp:education']]",[],"[[10], [21]]"
3671,0.0,0.0,0.0,9,2,0,Whose predecessor had Jenny Macklin as a deputy ?,"[['dbp:deputy'], ['dbp:predecessor']]",[],"[[9], [26]]"
3698,0.0,0.0,0.0,16,1,0,Is Maria Sharapova the silver medalist of Tennis at the 2012 Summer Olympics  Women's singles?,[['dbo:silverMedalist']],[],[[4]]
3703,0.0,0.0,0.0,7,1,1,Where was bryn lewis when he died,[['dbp:deathPlace']],['dbo:deathPlace'],[[178]]
3710,0.0,0.0,0.0,14,2,0,Which cport of Vishwajyot High School is also the genere of Battle chess ,"[['dbp:genre'], ['dbo:sport']]",[],"[[246], [41]]"
3721,0.0,0.0,0.0,15,2,0,What are the regions in which the distributor of Secrets and Lies serves ? ,"[['dbo:distributor'], ['dbo:regionServed']]",[],"[[119], [10]]"
3727,0.0,0.0,0.0,16,2,0,Give me a count of all ice hockey players whose teams are headcoached by John Tortorella?,"[['dbo:team'], ['dbp:headCoach']]",[],"[[46], [7]]"
3741,0.0,0.0,0.0,7,1,0,Who is the founder of Penguin Books?,[['dbo:founder']],[],[[14]]
3744,0.0,0.0,0.0,8,2,0,Where do the CNN employees typically graduate from?,"[['dbp:employer'], ['dbo:almaMater']]",[],"[[13], [45]]"
3752,0.0,0.0,0.0,7,1,0,List the trainers of Shinya Aoki ?,[['dbo:trainer']],[],[[7]]
3756,0.0,0.0,0.0,8,1,0,How many famous people are from the Filipinos?,[['dbo:stateOfOrigin']],[],[[18]]
3758,0.0,0.0,0.0,11,2,0,What have been made in the state whose capital is Boston?,"[['dbp:capital'], ['dbo:location']]",[],"[[2], [1670]]"
3761,0.0,0.0,0.0,11,2,0,In which city is the sister station of WCSE-LP located ?,"[['dbp:sisterStations'], ['dbp:city']]",[],"[[8], [28]]"
3789,0.0,0.0,0.0,8,2,0,Rivers from which countries flow into the Caspian?,"[['dbo:riverMouth'], ['dbo:sourceCountry']]",[],"[[39], [22]]"
3798,0.0,0.0,0.0,8,1,0,Which models were featured in Playboy Playmates 1954?,[['dbp:succeeded']],[],[[1]]
3800,0.0,0.0,0.0,11,2,0,Which licensee of EXXV-TV is also the licensee of WXXV-DT2 ?,"[['dbp:licensee'], ['dbp:licensee']]",[],"[[11], [11]]"
3808,0.0,0.0,0.0,7,1,0,Where does lake borgne flow out to,[['dbo:outflow']],[],[[16]]
3810,0.0,0.0,0.0,13,2,0,What are the software whose operating systems are Mac OS and Microsoft Windows?,"[['dbo:operatingSystem'], ['dbo:operatingSystem']]",[],"[[15], [15]]"
3829,0.0,0.0,0.0,13,2,0,To which places do the flights go by airlines headquartered in the UK?,"[['dbp:headquarters'], ['dbp:destinations']]",[],"[[32], [18]]"
3837,0.0,0.0,0.0,15,2,0,Which artist of Madagascar: Operation Penguin is also the writer of He's a Pirate ?,"[['dbp:writer'], ['dbp:artist']]",[],"[[61], [38]]"
3845,0.0,0.0,0.0,10,1,1,"What type of show is kapag may katwiran, ipaglaban mo!?",[['dbo:genre']],['dbp:genre'],[[5588]]
3851,0.0,0.0,0.0,7,1,1,what city did fredric warburg die in,[['dbp:deathPlace']],['dbo:deathPlace'],[[178]]
3853,0.0,0.0,0.0,5,1,1,where was john digiorgio born?,[['dbp:birthPlace']],['dbo:birthPlace'],[[1526]]
3857,0.0,0.0,0.0,11,2,0,For which clubs do the players of Azam F.C. play for?,"[['dbp:name'], ['dbo:team']]",[],"[[18], [46]]"
3858,0.0,0.0,0.0,17,2,0,"Which cities come in the course of the river, into which Big Creek around Texas flows too?","[['dbo:rightTributary'], ['dbo:city']]",[],"[[5], [1218]]"
3865,0.0,0.0,0.0,11,1,0,Of what all has David Ian Salter been an editor of?,[['dbp:editing']],[],[[8]]
3879,0.0,0.0,0.0,12,2,0,How many cars succeeded the cars which were similar to Cadillac Fleetwood?,"[['dbp:related'], ['dbo:predecessor']]",[],"[[11], [20]]"
3903,0.0,0.0,0.0,11,1,0,Did Joe Namath did his highschool in Beaver Falls High School?,[['dbp:highSchool']],[],[[8]]
3914,0.0,0.0,0.0,9,1,0,Which television shows has sound format as 5.1 surround?,[['dbo:format']],[],[[4]]
3915,0.0,0.0,0.0,11,1,1,Which tv series have a score composed by judy hard angelo?,[['dbo:composer']],['dbo:musicComposer'],[[12]]
3921,0.0,0.0,0.0,7,1,0,who is the governer of New Castile?,[['dbp:order']],[],[[6]]
3936,0.0,0.0,0.0,7,1,0,Name the company who owns HBO division?,[['dbp:divisions']],[],[[6]]
3942,0.0,0.0,0.0,10,1,0,Who all did their high school in Denbigh high School?,[['dbp:highSchool']],[],[[8]]
3945,0.0,0.0,0.0,9,1,1,Who is the writer of The Sandman (Vertigo) ?,[['dbp:writers']],['dbp:writer'],[[10]]
3949,0.0,0.0,0.0,13,2,0,Where is the school which is the rival of Somerset Berkley Regional High?,"[['dbo:rival'], ['dbo:region']]",[],"[[2], [1153]]"
3956,0.0,0.0,0.0,9,1,0,Which football players have Newell's Old Boys as youthclub?,[['dbp:youthclubs']],[],[[14]]
3966,0.0,0.0,0.0,6,1,0,GetTV is owned by which organisation?,[['dbo:parentOrganisation']],[],[[10]]
3982,0.0,0.0,0.0,9,1,0,Give me all breeds of the German Shepherd dog.,[['dbp:breed']],[],[[1]]
3989,0.0,0.0,0.0,22,2,0,What is the official residence of the Christopher Daz Figuero which is also the  state of the Cruce a Nado Internacional,"[['dbp:residence'], ['dbo:country']]",[],"[[25], [2554]]"
3997,0.0,0.0,0.0,10,1,0,Which type of  building is Qun Thnh Temple ?,[['dbp:buildingType']],[],[[2]]
4020,0.0,0.0,0.0,10,1,0,Who was the coach of 1972 Oakland Raiders season ?,[['dbo:coach']],[],[[13]]
4024,0.0,0.0,0.0,8,1,1,What is the citizenship of Erastus Wiman ?,[['dbo:citizenship']],['dbo:nationality'],[[16]]
4043,0.0,0.0,0.0,6,1,0,Where was r. seth williams born?,[['dbo:nationality']],[],[[266]]
4053,0.0,0.0,0.0,11,1,0,What is the baseball team whose club manager is Chip Hale?,[['dbp:manager']],[],[[4]]
4054,0.0,0.0,0.0,7,1,1,"what is located in san nicolas, batangas?",[['dbo:locatedInArea']],['dbo:location'],[[1072]]
4060,0.0,0.0,0.0,14,2,0,How many total religions are followed by people whose hometown is somewhere in India?,"[['dbo:hometown'], ['dbp:religion']]",[],"[[505], [78]]"
4062,0.0,0.0,0.0,5,1,1,which state is harrisonburg in,"[['dbo:region', 'dbo:state']]",['dbo:isPartOf'],"[[1153, 875]]"
4071,0.0,0.0,0.0,5,1,1,where was jános vass deliveed,[['dbo:birthPlace']],['dbo:country'],[[4201]]
4099,0.0,0.0,0.0,10,1,1,Who are the people whose phD advisor was Harry Harlow?,[['dbp:doctoralAdvisor']],['dbo:doctoralAdvisor'],[[11]]
4101,0.0,0.0,0.0,3,1,0,Where is tarumizu?,[['dbo:region']],[],[[1153]]
4103,0.0,0.0,0.0,8,2,0,Which magazine's editor's official residence is Playboy Mansion?,"[['dbp:editor'], ['dbo:residence']]",[],"[[10], [34]]"
4134,0.0,0.0,0.0,8,1,0,Who is the meaning of Isa  ?,[['dbp:meaning']],[],[[5]]
4148,0.0,0.0,0.0,9,1,1,what type of album is hot! live and otherwise?,[['dbo:genre']],['dbo:type'],[[5588]]
4154,0.0,0.0,0.0,5,1,1,where was antonis papadakis born,[['dbo:hometown']],['dbo:birthPlace'],[[505]]
4166,0.0,0.0,0.0,9,1,0,What is the affiliation of Lumbini Bauddha University ?,[['dbp:affiliation']],[],[[11]]
4167,0.0,0.0,0.0,11,2,0,"Which parties have their members live in the PM House, Colombo?","[['dbo:leader'], ['dbp:residence']]",[],"[[32], [25]]"
4169,0.0,0.0,0.0,15,2,0,Which tenant of New Sanno Hotel is the military branch of the Gary Holder-Winfield ?,"[['dbo:militaryBranch'], ['dbo:tenant']]",[],"[[19], [28]]"
4174,0.0,0.0,0.0,12,2,0,Name the people living in a place governed by William W Brien?,"[['dbp:leaderName'], ['dbo:residence']]",[],"[[13], [34]]"
4194,0.0,0.0,0.0,7,1,1,what country is chris de burgh from,[['dbo:artist']],['dbo:birthPlace'],[[1147]]
4195,0.0,0.0,0.0,10,1,1,in what state would you find san isabel national forest,[['dbo:location']],['dbo:country'],[[1670]]
4207,0.0,0.0,0.0,7,1,0,Is the national anthem of Mauritius motherland?,[['dbo:anthem']],[],[[4]]
4236,0.0,0.0,0.0,11,2,0,Which river's source place is Gloucestershire and mouth in North Sea?,"[['dbo:riverMouth'], ['dbo:sourcePlace']]",[],"[[39], [9]]"
4242,0.0,0.0,0.0,15,1,0,What is the appliance which uses the central processing unit manufactured by Marvell Technology Group?,[['dbo:cpu']],[],[[7]]
4245,0.0,0.0,0.0,13,2,0,"What is the american football league whose champion is from Kansas City, Missouri?","[['dbp:champion'], ['dbp:city']]",[],"[[6], [28]]"
4247,0.0,0.0,0.0,8,1,0,Is Essex the Ceremonial County of West Tilbury?,[['dbo:ceremonialCounty']],[],[[5]]
4267,0.0,0.0,0.0,9,1,1,How many people are buried in Arlington National Cemetery?,[['dbp:placeofburial']],['dbo:restingPlace'],[[8]]
4279,0.0,0.0,0.0,16,2,0,In how many places can I find people whose alma mater was in bachelor of arts?,"[['dbo:residence'], ['dbp:almaMater']]",[],"[[34], [29]]"
4300,0.0,0.0,0.0,14,2,0,How many titles have been won by the beauty queens which had brown hair?,"[['dbp:hairColor'], ['dbp:title']]",[],"[[4], [16]]"
4305,0.0,0.0,0.0,11,1,0,Which footballers did their high school in west Sacramento california? ,[['dbp:highSchool']],[],[[8]]
4312,0.0,0.0,0.0,8,1,0,Is jim harbaugh currently in the Michigan Wolverines?,[['dbp:currentteam']],[],[[3]]
4317,0.0,0.0,0.0,10,1,0,What is the birth name  of Putri Raemawasti ?,[['dbp:birthName']],[],[[3]]
4322,0.0,0.0,0.0,5,1,0,which city was ralphs founded,[['dbo:foundationPlace']],[],[[37]]
4325,0.0,0.0,0.0,13,2,0,"In which sects was the aristocrat venerated, whose parent is Thelred the Unready?","[['dbo:parent'], ['dbp:veneratedIn']]",[],"[[187], [13]]"
4327,0.0,0.0,0.0,5,1,1,Where did davie banda die,[['dbo:birthPlace']],['dbo:deathPlace'],[[4201]]
4342,0.0,0.0,0.0,8,1,1,What is the nationality of Newin Chidchob ?,[['dbp:nationality']],['dbo:nationality'],[[17]]
4349,0.0,0.0,0.0,3,1,1,who wrote salvador,[['dbo:author']],['dbo:writer'],[[426]]
4366,0.0,0.0,0.0,9,2,0,Where did the architect of the Eiffel Tower study?,"[['dbo:architect'], ['dbp:almaMater']]",[],"[[43], [29]]"
4368,0.0,0.0,0.0,7,1,0,Who gives the license of WXXV-DT2 ?,[['dbp:licensee']],[],[[11]]
4376,0.0,0.0,0.0,7,1,0,Who created the world series of Poker?,[['dbp:founded']],[],[[6]]
4379,0.0,0.0,0.0,3,1,0,What borders siberia?,[['dbo:border']],[],[[9]]
4382,0.0,0.0,0.0,10,1,0,Name the sstadium of 2015 Pro Duta FC season ?,[['dbp:stadium']],[],[[7]]
4389,0.0,0.0,0.0,10,2,0,What are the movies whose director's daughter is Luke Scott?,"[['dbp:director'], ['dbo:child']]",[],"[[19], [150]]"
4391,0.0,0.0,0.0,7,1,1,which country was george schmidt born in,[['dbp:birthPlace']],['dbo:birthPlace'],[[1526]]
4407,0.0,0.0,0.0,7,1,1,Who is a child of suleiman frangieh,[['dbo:child']],['dbo:parent'],[[150]]
4415,0.0,0.0,0.0,10,2,0,Name the person with opponents Ike Clanton and Tom McLaury?,"[['dbo:opponent'], ['dbo:opponent']]",[],"[[16], [16]]"
4418,0.0,0.0,0.0,8,1,0,"what type of style is jama masjid, delhi?",[['dbp:architectureStyle']],[],[[4]]
4428,0.0,0.0,0.0,7,1,0,Name the wine regions of Bogdanua ?,[['dbo:wineRegion']],[],[[12]]
4467,0.0,0.0,0.0,7,1,1,what is the nationality of kim jong-pil,[['dbo:country']],['dbo:nationality'],[[2554]]
4472,0.0,0.0,0.0,9,1,0,Butch Otter is the governor of which U.S. state?,[['dbp:governor']],[],[[9]]
4478,0.0,0.0,0.0,11,1,0,What party was in majority of Fourth Legislative Assembly of Delhi?,[['dbp:party']],[],[[17]]
4487,0.0,0.0,0.0,5,1,0,what country is abbeville in?,"[['dbo:region', 'dbo:state']]",[],"[[1153, 875]]"
4498,0.0,0.0,0.0,7,1,0,Who was david a. hargrave influemced by,"[['dbo:influencedBy', 'dbo:influenced']]",[],"[[244, 170]]"
4499,0.0,0.0,0.0,22,2,0,Give me a list of all the people driving at pole positions in the Grand Prixes where Renault was a first team?,"[['dbp:firstTeam'], ['dbo:poleDriver']]",[],"[[8], [6]]"
4520,0.0,0.0,0.0,8,1,0,What is the club of Perianne Jones ?,[['dbp:club']],[],[[7]]
4523,0.0,0.0,0.0,7,1,1,Where did luther ely smith pass away,[['dbo:birthPlace']],['dbo:deathPlace'],[[4201]]
4526,0.0,0.0,0.0,10,1,0,Did Annie Leibovitz do the cover of The Road Ahead?,[['dbo:coverArtist']],[],[[5]]
4530,0.0,0.0,0.0,10,2,1,Who are buried in  Rome and Mausoleum of Augustus?,"[['dbp:placeOfBurial'], ['dbp:placeOfBurial']]",['dbo:restingPlace'],"[[17], [17]]"
4541,0.0,0.0,0.0,10,1,0,"What is the river whose origin is North-Western Province, Zambia?",[['dbo:sourceRegion']],[],[[7]]
4542,0.0,0.0,0.0,11,2,0,Which teams have used the stadium whose architect was Populous ?,"[['dbo:architect'], ['dbo:tenant']]",[],"[[43], [28]]"
4545,0.0,0.0,0.0,11,2,0,Count the total religions followed by the ones living in England.,"[['dbp:residence'], ['dbp:religion']]",[],"[[25], [78]]"
4557,0.0,0.0,0.0,11,2,0,"Name the office holders whose successor died in Morristown, New Jersey?","[['dbo:successor'], ['dbo:deathPlace']]",[],"[[37], [1213]]"
4559,0.0,0.0,0.0,5,1,1,Where was steve israel born?,[['dbp:birthPlace']],['dbo:birthPlace'],[[1526]]
4560,0.0,0.0,0.0,8,1,1,What is Bob Adams (American football) known for?,[['dbp:knownFor']],['dbo:occupation'],[[20]]
4562,0.0,0.0,0.0,8,1,1,Which country did anthony acid have nationality in,[['dbo:hometown']],['dbo:birthPlace'],[[505]]
4565,0.0,0.0,0.0,8,1,1,What US city is mico de noche from,[['dbo:hometown']],['dbo:birthPlace'],[[505]]
4566,0.0,0.0,0.0,13,2,0,Count the number of things people who know linguistics are known for ?,"[['dbo:knownFor'], ['dbo:knownFor']]",[],"[[40], [40]]"
4575,0.0,0.0,0.0,9,2,0,Is Lake Baikal bigger than the Great Bear Lake?,"[['dbo:areaTotal'], ['dbo:areaTotal']]",[],"[[7], [7]]"
4590,0.0,0.0,0.0,10,1,1,What is the country whose leader name is Grard Larcher?,[['dbp:leaderName']],['dbo:leader'],[[13]]
4591,0.0,0.0,0.0,6,1,0,where does lake peigneur flow into,[['dbo:outflow']],[],[[16]]
4600,0.0,0.0,0.0,12,1,0,Who was the First Driver of 1999 San Marino Grand Prix ?,[['dbp:firstDriver']],[],[[5]]
4603,0.0,0.0,0.0,8,1,1,which album is created by barnes & barnes,[['dbo:recordLabel']],['dbo:artist'],[[880]]
4604,0.0,0.0,0.0,12,2,0,Which band had members who are now in The Bleeding Heart Band?,"[['dbo:formerBandMember'], ['dbo:associatedBand']]",[],"[[10], [22]]"
4607,0.0,0.0,0.0,8,2,0,What teams have Avangard Omsk's players played for?,"[['dbp:playedFor'], ['dbo:formerTeam']]",[],"[[16], [36]]"
4608,0.0,0.0,0.0,13,2,0,Which university was attended by both Richard H Immerman and Franklin W Olin?,"[['dbp:education'], ['dbp:education']]",[],"[[21], [21]]"
4611,0.0,0.0,0.0,13,1,0,Who is the headcoach of 2008-09 Marquette Golden Eagles men's basketball team ?,[['dbp:headcoach']],[],[[10]]
4613,0.0,0.0,0.0,4,1,0,Where does Piccadilly start?,[['dbo:routeStart']],[],[[10]]
4636,0.0,0.0,0.0,9,1,0,"what's the 17th canton of san jose, costa rica","[['dbo:city', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]",[],"[[1218, 1891, 1670, 1153, 875]]"
4640,0.0,0.0,0.0,5,1,1,who produced school for scoundrels,[['dbp:studio']],['dbo:producer'],[[136]]
4664,0.0,0.0,0.0,13,2,0,What show has Sirius XM Holdings and Fox Sports Radio as channels ?,"[['dbo:channel'], ['dbo:channel']]",[],"[[8], [8]]"
4670,0.0,0.0,0.0,5,1,0,where is cubbler place located,"[['dbo:country', 'dbo:isPartOf']]",[],"[[2554, 1891]]"
4673,0.0,0.0,0.0,13,2,0,List the awards received of the person whose child is Daine Disney Miller?,"[['dbp:children'], ['dbo:award']]",[],"[[33], [67]]"
4675,0.0,0.0,0.0,8,1,1,where in somalia is mohammed awale liban from,[['dbo:birthPlace']],['dbo:nationality'],[[4201]]
4681,0.0,0.0,0.0,11,2,0,"List all the movies whose directors were born in Kenosha, Wisconsin?","[['dbo:birthPlace'], ['dbp:director']]",[],"[[4201], [19]]"
4692,0.0,0.0,0.0,9,2,0,In which fields have people born in Lausanne worked?,"[['dbp:placeOfBirth'], ['dbp:fields']]",[],"[[41], [20]]"
4700,0.0,0.0,0.0,14,1,0,What is the country whose speaker of the Dewan Rakyat is Pandikar Amin Mulia?,[['dbp:leaderName']],[],[[13]]
4703,0.0,0.0,0.0,12,2,1,Which genre of books does the writer of The Many Hands write?,"[['dbp:author'], ['dbo:genre']]",['dbo:literaryGenre'],"[[24], [5588]]"
4704,0.0,0.0,0.0,10,1,0,Does the little colorado river flow in the Grand Canyon?,[['dbo:mouthMountain']],[],[[11]]
4736,0.0,0.0,0.0,7,1,0,Which countries were led by Pietro Parolin?,[['dbo:leader']],[],[[32]]
