,recall_x,precision_x,f1_x,word_count_x,rel_count_x,sys_relations_x,question,gold_relations_x,system_relations_x,recall_y,precision_y,f1_y,word_count_y,rel_count_y,sys_relations_y,gold_relations_y,system_relations_y
271,0.0,0.0,0.0,12,2,0,"Who founded the city where First Church of Christ, Scientist is located?","[['dbp:locationTown'], ['dbo:founder']]",[],0.0,0.0,0.0,12,2,0,"[['dbp:locationTown'], ['dbo:founder']]",[]
272,0.0,0.0,0.0,17,2,0,In which country was GM was firt aired which is also the mouth country of Upper Neretva?,"[['dbp:firstAired'], ['dbo:mouthCountry']]",[],0.0,0.0,0.0,17,2,0,"[['dbp:firstAired'], ['dbo:mouthCountry']]",[]
273,0.0,0.0,0.0,8,1,1,what location is part of the cascade range,"[['dbo:isPartOf', 'dbo:location']]",['dbo:state'],0.0,0.0,0.0,8,1,0,"[['dbo:isPartOf', 'dbo:location']]",[]
274,0.0,0.0,0.0,10,2,0,"Name the university whose affiliations's foundation is in Washington, D.C.?","[['dbp:affiliations'], ['dbp:foundation']]",[],0.0,0.0,0.0,10,2,0,"[['dbp:affiliations'], ['dbp:foundation']]",[]
275,0.0,0.0,0.0,19,2,0,Name all the broadcast area of the TV stations which has Rodrigues as one of the broadcast area ?,"[['dbp:broadcastArea'], ['dbp:broadcastArea']]",[],0.0,0.0,0.0,19,2,0,"[['dbp:broadcastArea'], ['dbp:broadcastArea']]",[]
276,0.0,0.0,0.0,15,2,0,Which educational institution of Jack Mcgregor is also the alma mater of Donn barber ?,"[['dbo:education'], ['dbo:education']]",[],0.0,0.0,0.0,15,2,0,"[['dbo:education'], ['dbo:education']]",[]
277,0.0,0.0,0.0,8,1,0,"List few schools situated in Reading, Berkshire ?",[['dbp:city']],[],0.0,0.0,0.0,8,1,0,[['dbp:city']],[]
278,0.0,0.0,0.0,8,1,0,Who execultively produced the jetsons meet the flintstones,[['dbo:executiveProducer']],[],0.0,0.0,0.0,8,1,1,[['dbo:executiveProducer']],['dbo:producer']
279,0.0,0.0,0.0,9,2,0,What awards did the founder of Grameen Bank win?,"[['dbp:founder'], ['dbo:award']]",[],0.0,0.0,0.0,9,2,0,"[['dbp:founder'], ['dbo:award']]",[]
280,0.0,0.0,0.0,13,2,0,"Where is Benjamin Franklin Terry buried, and US Route 59 has a junction?","[['dbp:placeofburial'], ['dbp:junction']]",[],0.0,0.0,0.0,13,2,0,"[['dbp:placeofburial'], ['dbp:junction']]",[]
281,0.0,0.0,0.0,9,2,0,Where does Dennis DeConcini and Scott Berkun both live?,"[['dbp:residence'], ['dbp:residence']]",[],0.0,0.0,0.0,9,2,0,"[['dbp:residence'], ['dbp:residence']]",[]
282,0.0,0.0,0.0,11,1,0,Who is the Formula 1 race driver with the most races?,[['dbo:races']],[],0.0,0.0,0.0,11,1,0,[['dbo:races']],[]
283,0.0,0.0,0.0,12,2,0,Which companies have launched a rocket from Cape Canaveral Air Force station?,"[['dbo:launchSite'], ['dbo:manufacturer']]",[],0.0,0.0,0.0,12,2,0,"[['dbo:launchSite'], ['dbo:manufacturer']]",[]
284,0.0,0.0,0.0,9,1,1,what is the place of birth of tomasz markowski?,[['dbo:nationality']],['dbo:birthPlace'],0.0,0.0,0.0,9,1,1,[['dbo:nationality']],['dbo:birthPlace']
285,0.0,0.0,0.0,8,1,0,How many venues are located in the US?,[['dbp:address']],[],0.0,0.0,0.0,8,1,0,[['dbp:address']],[]
286,0.0,0.0,0.0,16,2,0,"How many major shrine are there, of the saints whose beatified by Pope Pius XI ?","[['dbp:beatifiedBy'], ['dbo:majorShrine']]",[],0.0,0.0,0.0,16,2,0,"[['dbp:beatifiedBy'], ['dbo:majorShrine']]",[]
287,0.0,0.0,0.0,5,1,1,Where did thomas paterson die?,[['dbp:deathPlace']],['dbo:deathPlace'],0.0,0.0,0.0,5,1,1,[['dbp:deathPlace']],['dbo:deathPlace']
288,0.0,0.0,0.0,14,2,1,What is the owning company of the bank whose parent is Sony Financial ?,"[['dbp:parent'], ['dbo:owningCompany']]",['dbp:owner'],0.0,0.0,0.0,14,2,0,"[['dbp:parent'], ['dbo:owningCompany']]",[]
289,0.0,0.0,0.0,12,2,0,In which cities are there american football teams where Matt Snorton played?,"[['dbp:pastteams'], ['dbo:locationCity']]",[],0.0,0.0,0.0,12,2,0,"[['dbp:pastteams'], ['dbo:locationCity']]",[]
290,0.0,0.0,0.0,8,1,1,Which country is the city of mizuho located,[['dbo:region']],['dbo:country'],0.0,0.0,0.0,8,1,1,[['dbo:region']],['dbo:country']
291,0.0,0.0,0.0,8,1,1,which album is recorded by big daddy kane,[['dbo:recordLabel']],['dbo:artist'],0.0,0.0,0.0,8,1,1,[['dbo:recordLabel']],['dbo:artist']
292,0.0,0.0,0.0,8,1,1,what was paul h. dunn's place of death,[['dbp:deathPlace']],['dbo:deathPlace'],0.0,0.0,0.0,8,1,1,[['dbp:deathPlace']],['dbo:deathPlace']
293,0.0,0.0,0.0,12,1,0,Who is the builder of Estadio Nacional de Costa Rica (2011) ?,[['dbo:builder']],[],0.0,0.0,0.0,12,1,0,[['dbo:builder']],[]
294,0.0,0.0,0.0,8,1,0,Do the west coast airlines fly to seattle?,[['dbo:targetAirport']],[],0.0,0.0,0.0,8,1,0,[['dbo:targetAirport']],[]
295,0.0,0.0,0.0,5,1,1,Which company owns Evraz ?,[['dbo:owningCompany']],['dbo:owner'],0.0,0.0,0.0,5,1,1,[['dbo:owningCompany']],['dbo:owner']
296,0.0,0.0,0.0,11,2,0,To which party do the politicians who died in Delhi belong?,"[['dbp:placeOfDeath'], ['dbp:party']]",[],0.0,0.0,0.0,11,2,0,"[['dbp:placeOfDeath'], ['dbp:party']]",[]
297,0.0,0.0,0.0,5,1,1,what country is lassie from,[['dbo:country']],['dbo:birthPlace'],0.0,0.0,0.0,5,1,1,[['dbo:country']],['dbo:birthPlace']
298,0.0,0.0,0.0,9,1,0,What are the awrds won by Laemmle Theatres ?,[['dbo:service']],[],0.0,0.0,0.0,9,1,0,[['dbo:service']],[]
299,0.0,0.0,0.0,12,1,0,Is Roger Federer the flagbearer of Switzerland at the 2004 Summer Olympics?,[['dbp:flagbearer']],[],0.0,0.0,0.0,12,1,0,[['dbp:flagbearer']],[]
300,0.0,0.0,0.0,6,1,0,Was Henry Knox a major general?,[['dbo:militaryRank']],[],0.0,0.0,0.0,6,1,0,[['dbo:militaryRank']],[]
301,0.0,0.0,0.0,6,1,1,which country is vuoksi river in,[['dbo:sourceCountry']],['dbo:country'],0.0,0.0,0.0,6,1,1,[['dbo:sourceCountry']],['dbo:country']
302,0.0,0.0,0.0,7,1,0,Does the owyhee river flow into oregon?,[['dbo:mouthMountain']],[],0.0,0.0,0.0,7,1,0,[['dbo:mouthMountain']],[]
303,0.0,0.0,0.0,10,2,0,In which countries have the Start + Flug aircrafts originated?,"[['dbo:manufacturer'], ['dbp:nationalOrigin']]",[],0.0,0.0,0.0,10,2,0,"[['dbo:manufacturer'], ['dbp:nationalOrigin']]",[]
304,0.0,0.0,0.0,6,1,0,List the seven kings of Rome.,[['dbp:title']],[],0.0,0.0,0.0,6,1,0,[['dbp:title']],[]
305,0.0,0.0,0.0,7,1,0,Who was the narrator in the point?,[['dbp:narrated']],[],0.0,0.0,0.0,7,1,0,[['dbp:narrated']],[]
306,0.0,0.0,0.0,5,1,1,What is ofo uhiara's nationality?,[['dbo:country']],['dbo:nationality'],0.0,0.0,0.0,5,1,1,[['dbo:country']],['dbo:birthPlace']
307,0.0,0.0,0.0,18,2,0,Name the scientist who become the part of Royal Society and had academic advisor as Karl Ewald Hasse?,"[['dbo:academicAdvisor'], ['dbp:prizes']]",[],0.0,0.0,0.0,18,2,1,"[['dbo:academicAdvisor'], ['dbp:prizes']]",['dbo:doctoralAdvisor']
308,0.0,0.0,0.0,17,1,0,"what city, located in the central part of the island of Honshu, Japan, was naoyuki shimizu born?",[['dbo:birthPlace']],[],0.0,0.0,0.0,17,1,0,[['dbo:birthPlace']],[]
309,0.0,0.0,0.0,6,1,0,Where is friedrich karl schmidt from,[['dbo:nationality']],[],0.0,0.0,0.0,6,1,1,[['dbo:nationality']],['dbo:birthPlace']
310,0.0,0.0,0.0,8,2,0,Brian Moriarty designed video games written by whom?,"[['dbo:designer'], ['dbp:writer']]",[],0.0,0.0,0.0,8,2,0,"[['dbo:designer'], ['dbp:writer']]",[]
311,0.0,0.0,0.0,16,2,0,"How many home stadium are there, of the soccer club seasons whose chairman is Merritt Paulson?","[['dbp:chairman'], ['dbo:homeStadium']]",[],0.0,0.0,0.0,16,2,0,"[['dbp:chairman'], ['dbo:homeStadium']]",[]
312,0.0,0.0,0.0,8,1,0,Sampson Cudjoe plays for the Ghana national team?,[['dbp:nationalteam']],[],0.0,0.0,0.0,8,1,1,[['dbp:nationalteam']],['dbo:instrument']
313,0.0,0.0,0.0,8,1,1,which position does matt ware have in football,[['dbp:currentpositionplain']],['dbo:position'],0.0,0.0,0.0,8,1,1,[['dbp:currentpositionplain']],['dbo:position']
314,0.0,0.0,0.0,6,1,1,who directed the secret agent club,[['dbo:cinematography']],['dbo:director'],0.0,0.0,0.0,6,1,1,[['dbo:cinematography']],['dbo:director']
315,0.0,0.0,0.0,12,2,0,List the television shows whose Composers are associated with Strontium 90 ?,"[['dbp:composer'], ['dbo:associatedBand']]",[],0.0,0.0,0.0,12,2,0,"[['dbp:composer'], ['dbo:associatedBand']]",[]
316,0.0,0.0,0.0,7,1,0,Was Queen Latifah in the U.N.I.T.Y. group?,[['dbo:musicalArtist']],[],0.0,0.0,0.0,7,1,1,[['dbo:musicalArtist']],['dbo:recordLabel']
317,0.0,0.0,0.0,14,2,0,"Through which states does the road go, which has a junction on Keningston Maryland?","[['dbo:routeJunction'], ['dbo:state']]",[],0.0,0.0,0.0,14,2,0,"[['dbo:routeJunction'], ['dbo:state']]",[]
318,0.0,0.0,0.0,8,1,0,How many companies are located in Toronto ?,[['dbo:locationCity']],[],0.0,0.0,0.0,8,1,0,[['dbo:locationCity']],[]
319,0.0,0.0,0.0,8,1,0,What is the largest country in the world?,[['dbo:areaTotal']],[],0.0,0.0,0.0,8,1,0,[['dbo:areaTotal']],[]
320,0.0,0.0,0.0,9,2,0,Count the tenants of the stadiums owned by toronto.,"[['dbp:owner'], ['dbp:tenants']]",[],0.0,0.0,0.0,9,2,0,"[['dbp:owner'], ['dbp:tenants']]",[]
321,0.0,0.0,0.0,6,1,1,Which movie did byron haskin directed?,[['dbo:cinematography']],['dbo:director'],0.0,0.0,0.0,6,1,1,[['dbo:cinematography']],['dbo:director']
322,0.0,0.0,0.0,13,2,0,What are some dishes from the family of dishes which primarily use flour?,"[['dbo:type'], ['dbp:mainIngredient']]",[],0.0,0.0,0.0,13,2,0,"[['dbo:type'], ['dbp:mainIngredient']]",[]
323,0.0,0.0,0.0,6,1,1,what production company produced the fighter,[['dbp:productionCompanies']],['dbp:studio'],0.0,0.0,0.0,6,1,1,[['dbp:productionCompanies']],['dbp:studio']
324,0.0,0.0,0.0,12,2,0,Which newspapers are owned by companies which are under Rolv Erik Ryssdal?,"[['dbp:owners'], ['dbo:keyPerson']]",[],0.0,0.0,0.0,12,2,0,"[['dbp:owners'], ['dbo:keyPerson']]",[]
325,0.0,0.0,0.0,12,2,0,What are some countries where companies headquartered in the Klang Valley operate?,"[['dbp:headquarters'], ['dbp:country']]",[],0.0,0.0,0.0,12,2,0,"[['dbp:headquarters'], ['dbp:country']]",[]
326,0.0,0.0,0.0,16,2,0,Name a queen whose parent is Ptolemy XII Auletes and consort is Ptolemy XIII Theos Philopator?,"[['dbo:parent'], ['dbp:spouse']]",[],0.0,0.0,0.0,16,2,0,"[['dbo:parent'], ['dbp:spouse']]",[]
327,0.0,0.0,0.0,10,2,0,List down the schools whose mascot's order is Even-toed ungulate?,"[['dbo:order'], ['dbp:mascot']]",[],0.0,0.0,0.0,10,2,0,"[['dbo:order'], ['dbp:mascot']]",[]
328,0.0,0.0,0.0,6,1,1,what position does adam carriker play,[['dbp:currentpositionplain']],['dbo:position'],0.0,0.0,0.0,6,1,1,[['dbp:currentpositionplain']],['dbo:position']
329,0.0,0.0,0.0,7,1,1,What is the nationality of irina shayk,[['dbo:nationality']],['dbo:birthPlace'],0.0,0.0,0.0,7,1,1,[['dbo:nationality']],['dbo:birthPlace']
330,0.0,0.0,0.0,9,1,0,Which artist was taught by Jos Ruiz y Blasco?,[['dbp:training']],[],0.0,0.0,0.0,9,1,0,[['dbp:training']],[]
331,0.0,0.0,0.0,9,1,0,Brian Dunkleman is the presenter of what TV show?,[['dbp:presenter']],[],0.0,0.0,0.0,9,1,0,[['dbp:presenter']],[]
332,0.0,0.0,0.0,17,2,0,Who is the President of the United World College of Costa Rica and United World Colleges ?,"[['dbp:president'], ['dbp:president']]",[],0.0,0.0,0.0,17,2,0,"[['dbp:president'], ['dbp:president']]",[]
333,0.0,0.0,0.0,16,2,0,Count the number of schools which are in a city governed by the West Berkshire Council?,"[['dbp:city'], ['dbo:leaderName']]",[],0.0,0.0,0.0,16,2,0,"[['dbp:city'], ['dbo:leaderName']]",[]
334,0.0,0.0,0.0,11,2,0,What are the academic interests of the past members of Senser?,"[['dbp:pastMembers'], ['dbp:mainInterests']]",[],0.0,0.0,0.0,11,2,0,"[['dbp:pastMembers'], ['dbp:mainInterests']]",[]
335,0.0,0.0,0.0,14,2,0,List out the people who are related to the relatives of Jared Kushner ?,"[['dbo:relation'], ['dbo:relation']]",[],0.0,0.0,0.0,14,2,0,"[['dbo:relation'], ['dbo:relation']]",[]
336,0.0,0.0,0.0,10,2,0,Where was the engineer born who manufactured EP R.E.P. 1?,"[['dbp:manufacturer'], ['dbo:birthPlace']]",[],0.0,0.0,0.0,10,2,0,"[['dbp:manufacturer'], ['dbo:birthPlace']]",[]
337,0.0,0.0,0.0,10,2,0,Who have become famous by movies produced by Laurence Mark?,"[['dbp:producer'], ['dbo:knownFor']]",[],0.0,0.0,0.0,10,2,0,"[['dbp:producer'], ['dbo:knownFor']]",[]
338,0.0,0.0,0.0,10,2,0,Where can one find some quick bread in the world?,"[['dbp:type'], ['dbo:region']]",[],0.0,0.0,0.0,10,2,0,"[['dbp:type'], ['dbo:region']]",[]
339,0.0,0.0,0.0,15,2,0,Which club of perianne Lones is also the home town of the Kady O'Malley ?,"[['dbp:homeTown'], ['dbp:club']]",[],0.0,0.0,0.0,15,2,0,"[['dbp:homeTown'], ['dbp:club']]",[]
340,0.0,0.0,0.0,8,2,0,Do Urdu and Persian have a common root?,"[['dbo:languageFamily'], ['dbo:languageFamily']]",[],0.0,0.0,0.0,8,2,0,"[['dbo:languageFamily'], ['dbo:languageFamily']]",[]
341,0.0,0.0,0.0,13,2,0,What is the honorary title of the narrator of Everything Will Be OK?,"[['dbo:narrator'], ['dbo:award']]",[],0.0,0.0,0.0,13,2,0,"[['dbo:narrator'], ['dbo:award']]",[]
342,0.0,0.0,0.0,7,2,0,Paris Sisters singles are of which language?,"[['dbo:musicalBand'], ['dbp:language']]",[],0.0,0.0,0.0,7,2,0,"[['dbo:musicalBand'], ['dbp:language']]",[]
343,0.0,0.0,0.0,8,1,1,which football position is blanchard montgomery charged of,[['dbp:position']],['dbo:position'],0.0,0.0,0.0,8,1,1,[['dbp:position']],['dbo:position']
344,0.0,0.0,0.0,7,1,0,Give me all libraries established before 1400.,[['dbp:established']],[],0.0,0.0,0.0,7,1,0,[['dbp:established']],[]
345,0.0,0.0,0.0,9,1,1,whats the name of an album by terri clark,[['dbo:type']],['dbo:artist'],0.0,0.0,0.0,9,1,1,[['dbo:type']],['dbo:artist']
346,0.0,0.0,0.0,5,1,0,who produced the lion king,[['dbp:studio']],[],0.0,0.0,0.0,5,1,1,[['dbp:studio']],['dbo:producer']
347,0.0,0.0,0.0,8,1,0,Is the Caterpullar 797F assembled in North America?,[['dbp:assembly']],[],0.0,0.0,0.0,8,1,0,[['dbp:assembly']],[]
348,0.0,0.0,0.0,16,2,0,Whay common comic is written by Karakuri Dji Ultimo and narrated by The Incredible Hulk ?,"[['dbp:author'], ['dbp:narrated']]",[],0.0,0.0,0.0,16,2,0,"[['dbp:author'], ['dbp:narrated']]",[]
