,recall_left,precision_left,f1_left,word_count_left,rel_count_left,sys_relations_left,question,gold_relations_left,system_relations_left,recall_right,precision_right,f1_right,word_count_right,rel_count_right,sys_relations_right,gold_relations_right,system_relations_right
1511,1.0,1.0,1.0,5,1,1,Name john cooper music genre,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,5,1,1,[['dbo:genre']],['dbo:genre']
1512,1.0,1.0,1.0,8,1,1,What label signed the artist the upper crust,[['dbo:recordLabel']],['dbo:recordLabel'],1.0,1.0,1.0,8,1,1,[['dbo:recordLabel']],['dbo:recordLabel']
1513,1.0,1.0,1.0,10,1,1,What is the name of a speculative fiction written work,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,10,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
1514,1.0,1.0,1.0,7,1,1,what artists are signed to spv gmbh,[['dbo:recordLabel']],['dbo:recordLabel'],1.0,1.0,1.0,7,1,1,[['dbo:recordLabel']],['dbo:recordLabel']
1515,1.0,1.0,1.0,6,1,1,what album is from nanci griffith,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,6,1,1,[['dbo:artist']],['dbo:artist']
1516,1.0,1.0,1.0,5,1,1,This album is indie rock,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,5,1,1,[['dbo:genre']],['dbo:genre']
1518,1.0,1.0,1.0,10,1,1,what is a 20th century fox film produced in 1959,[['dbo:distributor']],['dbo:distributor'],1.0,1.0,1.0,10,1,1,[['dbo:distributor']],['dbo:distributor']
1519,1.0,1.0,1.0,7,1,2,What country was eleazer oswald born in,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,7,1,1,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace']
1520,1.0,1.0,1.0,7,1,1,whats the name of an  album,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,7,1,1,[['dbo:type']],['dbo:type']
1521,1.0,1.0,1.0,7,1,1,Which genre of music does trooprbband perform?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre']
1522,1.0,1.0,1.0,5,1,1,Who created the character meteorite?,[['dbo:creator']],['dbo:creator'],1.0,1.0,1.0,5,1,1,[['dbo:creator']],['dbo:creator']
1523,1.0,1.0,1.0,6,1,1,Which film did hubert cornfield direct?,[['dbo:director']],['dbo:director'],1.0,1.0,1.0,6,1,1,[['dbo:director']],['dbo:director']
1524,1.0,1.0,1.0,9,1,1,What was the place of birth of bernard cohen,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,9,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
1527,1.0,1.0,1.0,12,1,1,who is the lyricist of the song the district sleeps alone tonight?,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,12,1,1,[['dbo:writer']],['dbo:writer']
1528,1.0,1.0,1.0,14,1,1,What is a gameplay mode that can be played in tom clancys ghost recon,[['dbp:modes']],['dbp:modes'],1.0,1.0,1.0,14,1,1,[['dbp:modes']],['dbp:modes']
1529,1.0,1.0,1.0,7,1,1,which city did charles correll die in,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,7,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
1530,1.0,0.5,0.6666666666666666,8,1,2,what state is upper uwchlan township located in,"[['dbo:country', 'dbo:region', 'dbo:state']]","['dbo:country', 'dbo:isPartOf']",1.0,0.5,0.6666666666666666,8,1,2,"[['dbo:country', 'dbo:region', 'dbo:state']]","['dbo:country', 'dbo:isPartOf']"
1531,1.0,1.0,1.0,5,1,1,what country is florina in,[['dbo:country']],['dbo:country'],1.0,1.0,1.0,5,1,1,[['dbo:country']],['dbo:country']
1532,1.0,1.0,1.0,6,1,1,What position does kevin nastiuk play?,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position']
1533,1.0,1.0,1.0,8,1,1,What is the birth place of raoul bova?,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,8,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
1534,1.0,1.0,1.0,8,1,1,what type of music does bright idea play,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
1535,1.0,1.0,1.0,9,1,1,Who is the writer of the sanctuary tv episode,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,9,1,1,[['dbo:writer']],['dbo:writer']
1536,0.5,1.0,0.6666666666666666,15,2,1,What are some magazines whose publishers are themselves Rock and Roll Hall of Fame members?,"[['dbo:publisher'], ['dbo:award']]",['dbo:publisher'],0.5,1.0,0.6666666666666666,15,2,1,"[['dbo:publisher'], ['dbo:award']]",['dbo:publisher']
1538,1.0,1.0,1.0,4,1,2,Where is parbhani located?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,4,1,1,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country']
1539,1.0,1.0,1.0,6,1,1,What artist is with RCA Records?,[['dbo:recordLabel']],['dbo:recordLabel'],1.0,1.0,1.0,6,1,1,[['dbo:recordLabel']],['dbo:recordLabel']
1541,1.0,1.0,1.0,9,1,1,what is an album of the genre hardcore punk?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
1542,1.0,1.0,1.0,6,1,1,where did the chore come from,[['dbo:hometown']],['dbo:hometown'],1.0,1.0,1.0,6,1,1,[['dbo:hometown']],['dbo:hometown']
1544,1.0,1.0,1.0,9,1,1,Who's a alternative rock musician that plays for statye,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
1545,1.0,1.0,1.0,9,1,1,what kind of music did tony williams lifetime write?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
1546,1.0,1.0,1.0,6,1,7,What is a town in illinois,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,1.0,1.0,6,1,6,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']"
1547,1.0,1.0,1.0,11,1,1,Who is an artist on the def jam recordings record label?,[['dbo:recordLabel']],['dbo:recordLabel'],1.0,1.0,1.0,11,1,1,[['dbo:recordLabel']],['dbo:recordLabel']
1548,1.0,1.0,1.0,6,1,1,What is a fiction book title?,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,6,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
1549,1.0,1.0,1.0,8,1,1,what is the name of a fiction book?,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,8,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
1550,1.0,1.0,1.0,7,1,2,Which child actress was born in philadelphia?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,7,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
1552,1.0,1.0,1.0,7,1,2,"Who was born in long beach, california","[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,7,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
1556,1.0,1.0,1.0,8,1,1,what is a song composed by nobuo uematsu,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,8,1,1,[['dbo:writer']],['dbo:writer']
1557,1.0,1.0,1.0,7,1,1,what instrument does  neil finn play,[['dbo:instrument']],['dbo:instrument'],1.0,1.0,1.0,7,1,1,[['dbo:instrument']],['dbo:instrument']
1558,1.0,1.0,1.0,8,1,1,List the battles fought by Roh Tae-woo ?,[['dbp:battles']],['dbp:battles'],1.0,1.0,1.0,8,1,1,[['dbp:battles']],['dbp:battles']
1560,1.0,1.0,1.0,4,1,2,which country locates groton,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,4,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
1561,1.0,1.0,1.0,5,1,1,where did lewis sargent die?,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,5,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
1562,1.0,1.0,1.0,8,1,1,Who was the executive producer of casino royale,[['dbo:producer']],['dbo:producer'],1.0,1.0,1.0,8,1,1,[['dbo:producer']],['dbo:producer']
1563,0.5,0.5,0.5,13,2,2,What is the place of birth of the stars of Auto Shankar ?,"[['dbp:starring'], ['dbo:birthPlace']]","['dbo:birthPlace', 'dbo:starring']",0.5,1.0,0.6666666666666666,13,2,1,"[['dbp:starring'], ['dbo:birthPlace']]",['dbo:birthPlace']
1564,1.0,1.0,1.0,9,1,1,Give me all actors starring in Last Action Hero.,[['dbo:starring']],['dbo:starring'],1.0,1.0,1.0,9,1,1,[['dbo:starring']],['dbo:starring']
1567,0.5,1.0,0.6666666666666666,16,2,1,What is the faith of the Ajith Perera and religious affiliation of the Neungin High School?,"[['dbo:religion'], ['dbp:religiousAffiliation']]",['dbo:religion'],0.5,1.0,0.6666666666666666,16,2,1,"[['dbo:religion'], ['dbp:religiousAffiliation']]",['dbo:religion']
1569,1.0,1.0,1.0,8,1,1,What is the broadcast area of CFRX ?,[['dbo:broadcastArea']],['dbo:broadcastArea'],1.0,1.0,1.0,8,1,1,[['dbo:broadcastArea']],['dbo:broadcastArea']
1570,1.0,0.5,0.6666666666666666,7,1,2,who was  rick hautala influenced by,[['dbo:influencedBy']],"['dbo:influenced', 'dbo:influencedBy']",1.0,0.5,0.6666666666666666,7,1,2,[['dbo:influencedBy']],"['dbo:influenced', 'dbo:influencedBy']"
1573,1.0,1.0,1.0,9,1,1,What is the name of a folk rock album?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
1574,1.0,1.0,1.0,6,1,2,which actress was born in flint,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,6,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
1577,1.0,1.0,1.0,8,1,1,Which country is the film bittersweet memories from,[['dbo:country']],['dbo:country'],1.0,1.0,1.0,8,1,1,[['dbo:country']],['dbo:country']
1579,1.0,1.0,1.0,5,1,2,What country is rossville in?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,5,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
1580,1.0,0.5,0.6666666666666666,7,1,2,which us state is willowbrook located in?,"[['dbo:country', 'dbo:region', 'dbo:state']]","['dbo:country', 'dbo:isPartOf']",1.0,0.5,0.6666666666666666,7,1,2,"[['dbo:country', 'dbo:region', 'dbo:state']]","['dbo:country', 'dbo:isPartOf']"
1582,1.0,1.0,1.0,8,1,1,What mountain range is zard-kuh a part of?,[['dbo:mountainRange']],['dbo:mountainRange'],1.0,1.0,1.0,8,1,1,[['dbo:mountainRange']],['dbo:mountainRange']
1583,1.0,1.0,1.0,8,1,1,which production company made the film born yesterday,[['dbp:studio']],['dbp:studio'],1.0,1.0,1.0,8,1,1,[['dbp:studio']],['dbp:studio']
1586,1.0,1.0,1.0,7,1,2,which country is ca mau province in,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,7,1,1,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country']
1587,1.0,1.0,1.0,13,1,1,what is the genre of the book city at the end of time,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,13,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
1589,1.0,1.0,1.0,13,1,1,"who is the composer of the song turn on, tune in, cop out",[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,13,1,1,[['dbo:writer']],['dbo:writer']
1590,1.0,1.0,1.0,9,1,1,What genre is the tv show the scooby-doo show,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
1593,1.0,1.0,1.0,6,1,2,which adam was born in penkridge,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,6,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
1594,1.0,1.0,1.0,8,1,1,what record label worked closely with darren hayes,[['dbo:recordLabel']],['dbo:recordLabel'],1.0,1.0,1.0,8,1,1,[['dbo:recordLabel']],['dbo:recordLabel']
1595,1.0,1.0,1.0,7,1,1,who directed the film made in milan,[['dbo:director']],['dbo:director'],1.0,1.0,1.0,7,1,1,[['dbo:director']],['dbo:director']
1596,1.0,1.0,1.0,5,1,1,where was chris hardwick born?,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
1597,1.0,1.0,1.0,9,1,1,what film was  david ayer the producer of,[['dbo:producer']],['dbo:producer'],1.0,1.0,1.0,9,1,1,[['dbo:producer']],['dbo:producer']
1598,1.0,1.0,1.0,10,1,3,what is the name of a city in jackson county,"[['dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location', 'dbo:region']",1.0,1.0,1.0,10,1,2,"[['dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location']"
1599,1.0,1.0,1.0,5,1,1,where did frank thornton die,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,5,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
1600,1.0,1.0,1.0,9,1,1,"The musician, Will Taylor, is originally from what city?",[['dbo:hometown']],['dbo:hometown'],1.0,1.0,1.0,9,1,1,[['dbo:hometown']],['dbo:hometown']
1601,1.0,1.0,1.0,5,1,2,which politician is from dadeville?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,5,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
1602,1.0,1.0,1.0,7,1,1,which film was bernard knowles the director,[['dbo:director']],['dbo:director'],1.0,1.0,1.0,7,1,1,[['dbo:director']],['dbo:director']
1603,1.0,1.0,1.0,6,1,1,what kind of game is civilization,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre']
1605,1.0,1.0,1.0,5,1,1,What is Stephen Hopkins nationality?,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
1608,1.0,1.0,1.0,9,1,1,where was the death place of giovanni paolo colonna,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,9,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
1609,1.0,1.0,1.0,8,1,1,what film was dante spinotti a cinematographer for?,[['dbo:cinematography']],['dbo:cinematography'],1.0,1.0,1.0,8,1,1,[['dbo:cinematography']],['dbo:cinematography']
1610,1.0,1.0,1.0,7,1,1,what type of lake is russel tank,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,7,1,1,[['dbo:type']],['dbo:type']
1611,1.0,1.0,1.0,9,1,1,what kind of music is on feels so good?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
1613,1.0,1.0,1.0,13,1,1,What kind of music is exemplified by the album break up... break down,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,13,1,1,[['dbo:genre']],['dbo:genre']
1614,1.0,1.0,1.0,8,1,7,what is a biggest holiday in united states,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,1.0,1.0,8,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
1615,1.0,1.0,1.0,7,1,1,what newspaper circulates the  lagos area,[['dbo:headquarter']],['dbo:headquarter'],1.0,1.0,1.0,7,1,1,[['dbo:headquarter']],['dbo:headquarter']
1616,1.0,1.0,1.0,5,1,1,Who edited one man band?,[['dbo:editing']],['dbo:editing'],1.0,1.0,1.0,5,1,1,[['dbo:editing']],['dbo:editing']
1617,1.0,1.0,1.0,6,1,1,timothy b. schmit plays what instrument?,[['dbo:instrument']],['dbo:instrument'],1.0,1.0,1.0,6,1,1,[['dbo:instrument']],['dbo:instrument']
1618,1.0,1.0,1.0,8,1,1,What sort of music is featured on recitation,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
1619,1.0,1.0,1.0,10,1,1,what kind of music does quintessenz – leipziger querflötenensemble play,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre']
1620,1.0,1.0,1.0,6,1,1,Name an instrumentalist that plays piano,[['dbo:instrument']],['dbo:instrument'],1.0,1.0,1.0,6,1,1,[['dbo:instrument']],['dbo:instrument']
1621,1.0,1.0,1.0,5,1,1,where was charles statham born?,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
1622,1.0,1.0,1.0,6,1,2,Which country is barronett located in,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,6,1,1,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country']
1623,1.0,1.0,1.0,7,1,1,the first battle of kernstown occured where?,[['dbo:place']],['dbo:place'],1.0,1.0,1.0,7,1,1,[['dbo:place']],['dbo:place']
1624,1.0,1.0,1.0,6,1,1,What is a rock music album?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre']
1627,1.0,0.6666666666666666,0.8,7,1,3,what community is located in northland region,"[['dbo:city', 'dbo:isPartOf', 'dbo:location', 'dbo:state']]","['dbo:isPartOf', 'dbo:location', 'dbo:region']",1.0,0.5,0.6666666666666666,7,1,6,"[['dbo:city', 'dbo:isPartOf', 'dbo:location', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']"
1628,1.0,1.0,1.0,5,1,1,What conflict occurred in morocco,[['dbo:place']],['dbo:place'],1.0,1.0,1.0,5,1,1,[['dbo:place']],['dbo:place']
1629,1.0,1.0,1.0,5,1,1,Who was born in collyhurst,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,0.5,0.6666666666666666,5,1,2,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']"
1630,1.0,1.0,1.0,4,1,1,Name a horse trainer.,[['dbo:occupation']],['dbo:occupation'],1.0,1.0,1.0,4,1,1,[['dbo:occupation']],['dbo:occupation']
1632,1.0,1.0,1.0,6,1,1,What episodes did Akiva Goldsman direct?,[['dbo:director']],['dbo:director'],1.0,1.0,1.0,6,1,1,[['dbo:director']],['dbo:director']
1633,1.0,0.5,0.6666666666666666,6,1,2,who was jonathan lethem influenced by?,[['dbo:influenced']],"['dbo:influenced', 'dbo:influencedBy']",1.0,0.5,0.6666666666666666,6,1,2,[['dbo:influenced']],"['dbo:influenced', 'dbo:influencedBy']"
1634,1.0,1.0,1.0,8,1,1,What music genre is the artist Ray Manzarek?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
1635,1.0,1.0,1.0,10,1,1,what country made the film  the prisoner of zenda,[['dbo:country']],['dbo:country'],1.0,1.0,1.0,10,1,1,[['dbo:country']],['dbo:country']
1636,1.0,1.0,1.0,6,1,1,where did  paul hofhaimer die,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,6,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
1639,1.0,1.0,1.0,8,1,1,What's the name of a rock music artist?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
1641,1.0,1.0,1.0,5,1,1,who published rtx red rock,[['dbo:publisher']],['dbo:publisher'],1.0,1.0,1.0,5,1,1,[['dbo:publisher']],['dbo:publisher']
1643,1.0,1.0,1.0,7,1,1,which movie was produced by andrew scheinman,[['dbo:producer']],['dbo:producer'],1.0,1.0,1.0,7,1,1,[['dbo:producer']],['dbo:producer']
1644,1.0,1.0,1.0,6,1,1,what type of videogame is berzerk?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre']
1645,1.0,1.0,1.0,6,1,1,what positions did valentin nefyodov play,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position']
1646,1.0,1.0,1.0,9,1,1,what is the production company responsible for autumn marathon,[['dbp:studio']],['dbp:studio'],1.0,1.0,1.0,9,1,1,[['dbp:studio']],['dbp:studio']
1647,1.0,0.8,0.888888888888889,9,1,5,"what is a city in ulster county, new york","[['dbo:locatedInArea', 'dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:city', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",1.0,0.5714285714285714,0.7272727272727273,9,1,7,"[['dbo:locatedInArea', 'dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
1648,1.0,1.0,1.0,3,1,1,Who published wonderland?,[['dbo:publisher']],['dbo:publisher'],1.0,1.0,1.0,3,1,1,[['dbo:publisher']],['dbo:publisher']
1649,1.0,1.0,1.0,7,1,1,what war was william charles fuller in,[['dbo:battle']],['dbo:battle'],1.0,1.0,1.0,7,1,1,[['dbo:battle']],['dbo:battle']
1650,1.0,1.0,1.0,7,1,2,who was born in the location beaumont?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,7,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
1651,1.0,1.0,1.0,5,1,1,where is rok hanžič from,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
1652,1.0,1.0,1.0,10,1,1,What is a film that adolph deutsch contributed music to?,[['dbo:musicComposer']],['dbo:musicComposer'],1.0,1.0,1.0,10,1,1,[['dbo:musicComposer']],['dbo:musicComposer']
1653,1.0,1.0,1.0,7,1,1,who created the fictional character anton arcane,[['dbo:creator']],['dbo:creator'],1.0,1.0,1.0,7,1,1,[['dbo:creator']],['dbo:creator']
1654,1.0,1.0,1.0,14,1,1,what type of music is hollywood kills: live at the whisky a go go,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,14,1,1,[['dbo:genre']],['dbo:genre']
1655,1.0,1.0,1.0,7,1,1,Who's a musician that writes film scores,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre']
1656,1.0,1.0,1.0,6,1,1,Which religion does val butnaru practice?,[['dbo:religion']],['dbo:religion'],1.0,1.0,1.0,6,1,1,[['dbo:religion']],['dbo:religion']
1657,1.0,1.0,1.0,7,1,1,what country is the pechora river in,"[['dbo:country', 'dbo:city', 'dbo:state']]",['dbo:country'],1.0,1.0,1.0,7,1,1,"[['dbo:country', 'dbo:city', 'dbo:state']]",['dbo:country']
1658,1.0,1.0,1.0,4,1,2,Where is sayward located?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,4,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
1659,1.0,1.0,1.0,6,1,1,Who created the character jean loring,[['dbo:creator']],['dbo:creator'],1.0,1.0,1.0,6,1,1,[['dbo:creator']],['dbo:creator']
1660,1.0,1.0,1.0,10,1,1,what type of music is the album covered with ants,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre']
1661,1.0,1.0,1.0,5,1,1,where was barry seal born,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace']
1662,1.0,1.0,1.0,11,1,1,what's one of the gameplay options for the revenge of shinobi,[['dbp:modes']],['dbp:modes'],1.0,1.0,1.0,11,1,1,[['dbp:modes']],['dbp:modes']
1663,1.0,0.5,0.6666666666666666,4,1,2,who was influenced archimedes?,[['dbo:influencedBy']],"['dbo:influenced', 'dbo:influencedBy']",1.0,0.5,0.6666666666666666,4,1,2,[['dbo:influencedBy']],"['dbo:influenced', 'dbo:influencedBy']"
1664,1.0,1.0,1.0,7,1,1,which italian city did majorian die in,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,7,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
1666,1.0,1.0,1.0,7,1,1,who was avasara police 100 directed by,[['dbo:director']],['dbo:director'],1.0,1.0,1.0,7,1,1,[['dbo:director']],['dbo:director']
1667,1.0,1.0,1.0,9,1,2,what province is the commune borgaro torinese located in,"[['dbo:country', 'dbo:region']]","['dbo:country', 'dbo:region']",1.0,1.0,1.0,9,1,1,"[['dbo:country', 'dbo:region']]",['dbo:country']
1668,1.0,1.0,1.0,6,1,1,who produced the film the insider?,[['dbo:producer']],['dbo:producer'],1.0,1.0,1.0,6,1,1,[['dbo:producer']],['dbo:producer']
1669,1.0,1.0,1.0,6,1,2,who was born in new jersey,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,6,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
1671,1.0,1.0,1.0,12,1,6,What is the name of a Roman Catholic Church located in poland?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,0.8571428571428571,0.923076923076923,12,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
