,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations
4283,1.0,1.0,1.0,8,1,1,what is an example of a snowboarding game?,[['dbo:genre']],['dbo:genre']
4284,1.0,1.0,1.0,8,1,1,what ideology does the united left believe in,[['dbo:ideology']],['dbo:ideology']
4285,1.0,1.0,1.0,6,1,1,What's the name of an album,[['dbo:type']],['dbo:type']
4286,1.0,1.0,1.0,11,1,1,who is a person that died due to  prostate cancer,[['dbo:deathCause']],['dbo:deathCause']
4287,1.0,1.0,1.0,8,1,1,What position does harizul izuan abdul rani play?,[['dbo:position']],['dbo:position']
4288,1.0,1.0,1.0,5,1,1,what music does wbfb play,[['dbo:programmeFormat']],['dbo:programmeFormat']
4289,1.0,1.0,1.0,6,1,1,what position does ed hutchinson play,[['dbo:position']],['dbo:position']
4290,1.0,1.0,1.0,10,1,1,Who was an artist for the music genre acoustic music?,[['dbo:genre']],['dbo:genre']
4291,1.0,1.0,1.0,7,1,1,what kind of lake is otter lake,[['dbo:type']],['dbo:type']
4292,1.0,1.0,1.0,9,1,1,in what country was target of an assassin filmed,[['dbo:country']],['dbo:country']
4293,1.0,1.0,1.0,5,1,1,who died in myocardial infarction,[['dbo:deathCause']],['dbo:deathCause']
4294,1.0,1.0,1.0,8,1,1,What is a video game published by capcom?,[['dbo:publisher']],['dbo:publisher']
4295,1.0,1.0,1.0,8,1,1,what label is ace of base signed to,[['dbo:recordLabel']],['dbo:recordLabel']
4296,1.0,1.0,1.0,8,1,1,Where in russia did konstantin rodzaevsky died in?,[['dbo:deathPlace']],['dbo:deathPlace']
4297,1.0,1.0,1.0,5,1,1,Where was policarpo bonilla born,[['dbo:birthPlace']],['dbo:birthPlace']
4298,1.0,1.0,1.0,6,1,1,where was alfred dorfer born at?,[['dbo:birthPlace']],['dbo:birthPlace']
4299,1.0,1.0,1.0,7,1,1,what event occurred in the northwest territory,[['dbo:place']],['dbo:place']
4300,0.0,0.0,0.0,14,2,0,How many titles have been won by the beauty queens which had brown hair?,"[['dbp:hairColor'], ['dbp:title']]",[]
4301,1.0,1.0,1.0,5,1,1,whats a fantasy literary book,[['dbo:literaryGenre']],['dbo:literaryGenre']
4302,1.0,1.0,1.0,4,1,1,Name a fictional book,[['dbo:literaryGenre']],['dbo:literaryGenre']
4303,1.0,1.0,1.0,10,1,2,"which county is havre de grace, maryland a part of","[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
4304,1.0,1.0,1.0,8,1,1,what kind of book is the eternal lover,[['dbo:literaryGenre']],['dbo:literaryGenre']
4305,0.0,0.0,0.0,11,1,0,Which footballers did their high school in west Sacramento california? ,[['dbp:highSchool']],[]
4306,1.0,1.0,1.0,8,1,1,What is the birth place of eamon (singer),[['dbo:birthPlace']],['dbo:birthPlace']
4307,1.0,1.0,1.0,8,1,1,what war did james v. hartinger participate in?,[['dbo:battle']],['dbo:battle']
4308,1.0,1.0,1.0,7,1,1,Which baseball position does pat burrell play,[['dbo:position']],['dbo:position']
4309,1.0,1.0,1.0,8,1,2,Which tv program is apart of animation genre?,"[['dbo:genre', 'dbp:genre']]","['dbo:genre', 'dbp:genre']"
4310,1.0,1.0,1.0,7,1,1,what artist is with universal music group?,[['dbo:recordLabel']],['dbo:recordLabel']
4311,1.0,1.0,1.0,8,1,1,What's an example of a new age artist,[['dbo:genre']],['dbo:genre']
4312,0.0,0.0,0.0,8,1,0,Is jim harbaugh currently in the Michigan Wolverines?,[['dbp:currentteam']],[]
4313,1.0,1.0,1.0,8,1,1,where in south america is darío segovia from,[['dbo:birthPlace']],['dbo:birthPlace']
4314,1.0,1.0,1.0,9,1,1,who was the producer of the film gross anatomy,[['dbo:producer']],['dbo:producer']
4315,1.0,1.0,1.0,6,1,1,what film did john pilger direct,[['dbo:director']],['dbo:director']
4316,1.0,1.0,1.0,6,1,1,where did marinus snoeren pass away?,[['dbo:deathPlace']],['dbo:deathPlace']
4317,0.0,0.0,0.0,10,1,0,What is the birth name  of Putri Raemawasti ?,[['dbp:birthName']],[]
4318,1.0,1.0,1.0,7,1,1,What's an instrument that george gabriel plays,[['dbo:instrument']],['dbo:instrument']
4319,1.0,1.0,1.0,7,1,1,what film is directed by stacy peralta?,[['dbo:director']],['dbo:director']
4320,1.0,1.0,1.0,8,1,1,What conflict did george b. mcclellan participate in,[['dbo:battle']],['dbo:battle']
4321,1.0,1.0,1.0,11,1,1,which country is under the administrative division of wrexham county borough,[['dbo:country']],['dbo:country']
4322,0.0,0.0,0.0,5,1,0,which city was ralphs founded,[['dbo:foundationPlace']],[]
4323,1.0,1.0,1.0,7,1,1,What is a game that ubisoft published?,[['dbo:publisher']],['dbo:publisher']
4324,1.0,1.0,1.0,4,1,2,Who was basel born,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
4325,0.0,0.0,0.0,13,2,0,"In which sects was the aristocrat venerated, whose parent is Thelred the Unready?","[['dbo:parent'], ['dbp:veneratedIn']]",[]
4326,1.0,1.0,1.0,10,1,1,What are some lyrics that were written by ricky nelson,[['dbo:writer']],['dbo:writer']
4327,0.0,0.0,0.0,5,1,1,Where did davie banda die,[['dbo:birthPlace']],['dbo:deathPlace']
4328,1.0,1.0,1.0,7,1,1,Name a defenceman (ice hockey) hockey player,[['dbo:position']],['dbo:position']
4329,1.0,1.0,1.0,6,1,1,What's a track from gigi d'agostino,[['dbo:artist']],['dbo:artist']
4330,1.0,0.5,0.6666666666666666,6,1,2,what country is vespasiano correa in,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:region']"
4331,1.0,1.0,1.0,9,1,1,what is a song that the style council plays,[['dbo:artist']],['dbo:artist']
4332,1.0,1.0,1.0,5,1,1,where was kurt weill born,[['dbo:birthPlace']],['dbo:birthPlace']
4333,1.0,1.0,1.0,7,1,1,which lyrics were written by julian cope,[['dbo:writer']],['dbo:writer']
4334,1.0,1.0,1.0,13,1,1,What is the genre of the book the mark of the horse lord,[['dbo:literaryGenre']],['dbo:literaryGenre']
4335,1.0,1.0,1.0,5,1,1,who is signed with rca?,[['dbo:recordLabel']],['dbo:recordLabel']
4336,1.0,1.0,1.0,6,1,1,Who created the story for hunter?,[['dbo:writer']],['dbo:writer']
4337,1.0,1.0,1.0,7,1,1,what movement is ivan aivazovsky associated with,[['dbo:movement']],['dbo:movement']
4338,1.0,1.0,1.0,6,1,1,what tourist attraction is in bakewell,[['dbo:location']],['dbo:location']
4339,1.0,1.0,1.0,9,1,1,What position does fred smoot play for the redskins,[['dbo:position']],['dbo:position']
4340,1.0,1.0,1.0,10,1,1,ivan jević is a Serbian footballer playing in which position?,[['dbo:position']],['dbo:position']
4341,0.5,1.0,0.6666666666666666,14,2,1,What sports are played at universities affiliated by States Colleges and Universities athletic association?,"[['dbo:affiliation'], ['dbo:sport']]",['dbo:sport']
4342,0.0,0.0,0.0,8,1,1,What is the nationality of Newin Chidchob ?,[['dbp:nationality']],['dbo:nationality']
4343,1.0,1.0,1.0,9,1,1,too late... no friends belongs to which music genre?,[['dbo:genre']],['dbo:genre']
4344,1.0,1.0,1.0,8,1,1,what kind of music does sam concepcion play,[['dbo:genre']],['dbo:genre']
4345,1.0,1.0,1.0,7,1,1,Whose occupation is that of a screenwriter?,[['dbo:occupation']],['dbo:occupation']
4346,1.0,1.0,1.0,6,1,6,"What is located in Victoria, Australia?","[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
4347,1.0,1.0,1.0,10,1,1,The video game infinity blade iii was developed by whom?,[['dbo:developer']],['dbo:developer']
4348,1.0,1.0,1.0,13,1,1,what kind of music can be found on the album recipe for hate,[['dbo:genre']],['dbo:genre']
4349,0.0,0.0,0.0,3,1,1,who wrote salvador,[['dbo:author']],['dbo:writer']
4350,1.0,1.0,1.0,6,1,1,which country is chantal daucourt from,[['dbo:birthPlace']],['dbo:birthPlace']
4351,1.0,1.0,1.0,7,1,1,what kind of college is westmont college,[['dbo:type']],['dbo:type']
4352,1.0,1.0,1.0,8,1,1,Who produced the film a few good men,[['dbo:producer']],['dbo:producer']
4353,1.0,1.0,1.0,5,1,1,Where was joyce fitch born,[['dbo:birthPlace']],['dbo:birthPlace']
4354,1.0,1.0,1.0,9,1,1,Who is someone suffering from chronic obstructive pulmonary disease?,[['dbo:deathCause']],['dbo:deathCause']
4355,1.0,1.0,1.0,8,1,1,what kind of music does love fungus play?,[['dbo:genre']],['dbo:genre']
4356,1.0,1.0,1.0,11,1,1,What is the name of a political party that practices monarchism,[['dbo:ideology']],['dbo:ideology']
4357,1.0,1.0,1.0,7,1,1,Name a game published by 3d realms.,[['dbo:publisher']],['dbo:publisher']
4358,1.0,1.0,1.0,4,1,1,which format is wmdm,[['dbo:programmeFormat']],['dbo:programmeFormat']
4359,1.0,1.0,1.0,7,1,1,which 1939 film was produced by metro-goldwyn-mayer?,[['dbo:distributor']],['dbo:distributor']
4360,1.0,1.0,1.0,7,1,1,is primary rock music or classical music,[['dbo:genre']],['dbo:genre']
4361,1.0,1.0,1.0,8,1,2,what's the name of someone born in bihar,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
4362,1.0,1.0,1.0,4,1,1,what nationality is shyamaprasad,[['dbo:birthPlace']],['dbo:birthPlace']
4363,1.0,1.0,1.0,6,1,2,"which county is hueytown, alabama in","[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
4364,1.0,1.0,1.0,10,1,1,who composed wherever i lay my hat (thats my home),[['dbo:writer']],['dbo:writer']
4365,1.0,1.0,1.0,8,1,2,name a person who was born in stoke-on-trent.,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
4366,0.0,0.0,0.0,9,2,0,Where did the architect of the Eiffel Tower study?,"[['dbo:architect'], ['dbp:almaMater']]",[]
4367,1.0,1.0,1.0,8,1,1,Who is an artist that makes soul music?,[['dbo:genre']],['dbo:genre']
4368,0.0,0.0,0.0,7,1,0,Who gives the license of WXXV-DT2 ?,[['dbp:licensee']],[]
4369,1.0,1.0,1.0,8,1,1,Name a soul music album by Joss Stone?,[['dbo:genre']],['dbo:genre']
4370,1.0,1.0,1.0,5,1,1,where did Đorđe krstić die,[['dbo:deathPlace']],['dbo:deathPlace']
4371,1.0,1.0,1.0,5,1,1,who is a film producer,[['dbo:occupation']],['dbo:occupation']
4372,1.0,1.0,1.0,8,1,1,In what American city is the reynolds bridge,[['dbo:locatedInArea']],['dbo:locatedInArea']
4373,1.0,0.75,0.8571428571428571,13,1,4,"what is the name of the stadium in  providence county, rhode island","[['dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']"
4374,1.0,1.0,1.0,8,1,2,what is the origin of the artist akido,"[['dbo:hometown', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbo:hometown']"
4375,1.0,1.0,1.0,6,1,1,what game genre is contra 4?,[['dbo:genre']],['dbo:genre']
4376,0.0,0.0,0.0,7,1,0,Who created the world series of Poker?,[['dbp:founded']],[]
4377,1.0,1.0,1.0,13,1,1,what kind of music is the album it was the best of times,[['dbo:genre']],['dbo:genre']
4378,1.0,1.0,1.0,6,1,1,what type of game is banshee,[['dbo:genre']],['dbo:genre']
4379,0.0,0.0,0.0,3,1,0,What borders siberia?,[['dbo:border']],[]
4380,1.0,1.0,1.0,9,1,1,what film was srikanth deva a music contributor to?,[['dbo:musicComposer']],['dbo:musicComposer']
4381,1.0,1.0,1.0,7,1,1,which language is spoken in breast men,[['dbo:language']],['dbo:language']
4382,0.0,0.0,0.0,10,1,0,Name the sstadium of 2015 Pro Duta FC season ?,[['dbp:stadium']],[]
4383,1.0,1.0,1.0,6,1,1,Name an album by elvis presley.,[['dbo:artist']],['dbo:artist']
4384,0.5,1.0,0.6666666666666666,11,2,1,Name the common editor of Easy Street (film) and Work (film)?,"[['dbo:editing'], ['dbo:editing']]",['dbo:editing']
4385,1.0,1.0,1.0,9,1,1,what film had alfred newman as a music contributor?,[['dbo:musicComposer']],['dbo:musicComposer']
4386,1.0,1.0,1.0,7,1,1,what is the nationality of fatih erkoç?,[['dbo:hometown']],['dbo:hometown']
4387,1.0,1.0,1.0,6,1,1,what song did alka yagnik release?,[['dbo:artist']],['dbo:artist']
4388,1.0,1.0,1.0,6,1,2,what province is sadaura located in,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
4389,0.0,0.0,0.0,10,2,0,What are the movies whose director's daughter is Luke Scott?,"[['dbp:director'], ['dbo:child']]",[]
4390,1.0,1.0,1.0,8,1,2,What California region can temescal be found in?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
4391,0.0,0.0,0.0,7,1,1,which country was george schmidt born in,[['dbp:birthPlace']],['dbo:birthPlace']
4392,1.0,1.0,1.0,7,1,1,What gaming company published pac-man world 3,[['dbo:publisher']],['dbo:publisher']
4393,1.0,1.0,1.0,9,1,2,what county is new richland township a part of,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
4394,1.0,1.0,1.0,11,1,1,what kind of metal does the triumph of steel fall under,[['dbo:genre']],['dbo:genre']
4395,1.0,1.0,1.0,9,1,1,what city and state did joe bowman die in,[['dbo:deathPlace']],['dbo:deathPlace']
4396,1.0,1.0,1.0,8,1,2,in which country is nowe miasto lubawskie located,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
4397,1.0,1.0,1.0,9,1,1,What language is in the language family polynesian languages?,[['dbo:languageFamily']],['dbo:languageFamily']
4398,1.0,1.0,1.0,6,1,1,who directed the film the scalphunters,[['dbo:director']],['dbo:director']
4399,1.0,1.0,1.0,8,1,1,What film did daphne du maurier contribute too?,[['dbo:writer']],['dbo:writer']
4400,1.0,1.0,1.0,11,1,1,Who put together the music for the movie dans les rues,[['dbo:musicComposer']],['dbo:musicComposer']
4401,1.0,1.0,1.0,6,1,1,under capricorn was produced by who,[['dbo:producer']],['dbo:producer']
4402,1.0,1.0,1.0,16,1,1,What is the name of a cyclone that effected the east coast of the united states,[['dbp:areas']],['dbp:areas']
4403,1.0,1.0,1.0,6,1,2,What's a tower found in ledyard,"[['dbo:city', 'dbo:location']]","['dbo:city', 'dbo:location']"
4404,1.0,1.0,1.0,9,1,1,what types of music is diadem of 12 stars,[['dbo:genre']],['dbo:genre']
4405,1.0,1.0,1.0,9,1,1,what kind of music is sex pistols recognized for,[['dbo:genre']],['dbo:genre']
4406,1.0,1.0,1.0,7,1,1,What is an album by shadows fall?,[['dbo:artist']],['dbo:artist']
4407,0.0,0.0,0.0,7,1,1,Who is a child of suleiman frangieh,[['dbo:child']],['dbo:parent']
4408,1.0,1.0,1.0,5,1,1,Where did edmund husserl die?,[['dbo:deathPlace']],['dbo:deathPlace']
4409,1.0,1.0,1.0,5,1,1,where was jamie robinson born?,[['dbo:birthPlace']],['dbo:birthPlace']
4410,1.0,1.0,1.0,7,1,1,Who is the child of raj kapoor?,"[['dbo:parent', 'dbo:child']]",['dbo:child']
4411,1.0,1.0,1.0,6,1,1,what position does mark redman play,[['dbo:position']],['dbo:position']
4412,1.0,1.0,1.0,6,1,1,where is the shire of mornington,[['dbo:country']],['dbo:country']
4413,1.0,1.0,1.0,9,1,1,what is the name of a sound collage artist,[['dbo:genre']],['dbo:genre']
4414,1.0,1.0,1.0,3,1,1,Name a chemist.,[['dbo:occupation']],['dbo:occupation']
4415,0.0,0.0,0.0,10,2,0,Name the person with opponents Ike Clanton and Tom McLaury?,"[['dbo:opponent'], ['dbo:opponent']]",[]
4416,1.0,1.0,1.0,8,1,1,what is the nationality of  robert sapolsky,[['dbo:nationality']],['dbo:nationality']
4417,1.0,1.0,1.0,7,1,1,What is a composition by rick danko,[['dbo:writer']],['dbo:writer']
4418,0.0,0.0,0.0,8,1,0,"what type of style is jama masjid, delhi?",[['dbp:architectureStyle']],[]
4419,1.0,1.0,1.0,6,1,1,what films have david storey written?,[['dbo:writer']],['dbo:writer']
4420,1.0,1.0,1.0,8,1,1,Was X the Unknown edited by James needs?,[['dbo:editing']],['dbo:editing']
4421,1.0,1.0,1.0,6,1,1,what type of music is flashback,[['dbo:genre']],['dbo:genre']
4422,1.0,1.0,1.0,7,1,1,What's a book that deals with philosophy,[['dbo:literaryGenre']],['dbo:literaryGenre']
4423,1.0,1.0,1.0,9,1,1,what type of music does holger czukay play in?,[['dbo:genre']],['dbo:genre']
4424,1.0,1.0,1.0,8,1,1,who was the publisher that put out ignition,[['dbo:publisher']],['dbo:publisher']
4425,1.0,1.0,1.0,10,1,7,what is a name of gay night club in england,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
4426,1.0,1.0,1.0,7,1,1,Where was györgy kósa when he died,[['dbo:deathPlace']],['dbo:deathPlace']
4427,1.0,1.0,1.0,7,1,1,what label is steve lambke signed with,[['dbo:recordLabel']],['dbo:recordLabel']
4428,0.0,0.0,0.0,7,1,0,Name the wine regions of Bogdanua ?,[['dbo:wineRegion']],[]
4429,1.0,1.0,1.0,7,1,1,What is the name of an actor,[['dbo:occupation']],['dbo:occupation']
4430,1.0,0.5,0.6666666666666666,7,1,2,Who is the child of reba mcentire,[['dbo:child']],"['dbo:child', 'dbo:parent']"
4431,1.0,1.0,1.0,6,1,1,name a song by david gilmour,[['dbo:artist']],['dbo:artist']
4432,1.0,1.0,1.0,10,1,1,what label does the artist  susan tedeschi record under,[['dbo:recordLabel']],['dbo:recordLabel']
4433,1.0,1.0,1.0,6,1,1,what is a flight simulator game?,[['dbo:genre']],['dbo:genre']
4434,1.0,1.0,1.0,8,1,1,Who is someone that was born in lucedale?,[['dbo:birthPlace']],['dbo:birthPlace']
4435,1.0,1.0,1.0,7,1,1,what R&B music group produced pop music,[['dbo:genre']],['dbo:genre']
4436,0.5,1.0,0.6666666666666666,12,2,1,Which state is the birth location of Ann Monroe Gilchrist Strong? ,"[['dbo:birthPlace'], ['dbo:country']]",['dbo:birthPlace']
4437,1.0,1.0,1.0,7,1,2,which country was sireli bobo born in,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
4438,1.0,1.0,1.0,12,1,1,Who was the lyricist from the song can i play with madness,[['dbo:writer']],['dbo:writer']
4439,1.0,1.0,1.0,7,1,1,What kind of music does hΛl make,[['dbo:genre']],['dbo:genre']
4440,1.0,0.5,0.6666666666666666,8,1,2,what is a township located in bollinger county?,[['dbo:isPartOf']],"['dbo:isPartOf', 'dbo:location']"
4441,1.0,1.0,1.0,6,1,2,who was influenced by friedrich nietzsche?,"[['dbo:influencedBy', 'dbo:influenced']]","['dbo:influenced', 'dbo:influencedBy']"
4442,1.0,1.0,1.0,6,1,1,which country is mike danton from,[['dbo:birthPlace']],['dbo:birthPlace']
4443,1.0,1.0,1.0,4,1,2,where is fremont located,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
4444,1.0,1.0,1.0,7,1,1,which language was spoken in mirza ghalib,[['dbo:language']],['dbo:language']
4445,1.0,1.0,1.0,14,1,1,what type of album is back to the future: the very best of jodeci,[['dbo:type']],['dbo:type']
4446,1.0,1.0,1.0,9,1,1,Which country does nesrin cavadzade have their nationality in,[['dbo:nationality']],['dbo:nationality']
4447,1.0,1.0,1.0,9,1,1,What is an event that takes place in taiwan?,[['dbo:place']],['dbo:place']
4448,1.0,1.0,1.0,11,1,1,which cvg genre is star ocean: the last hope affiliated with,[['dbo:genre']],['dbo:genre']
4449,1.0,1.0,1.0,6,1,2,Name a person born in palermo.,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
4450,1.0,1.0,1.0,9,1,1,what kind of music is played by kirby gregory,[['dbo:genre']],['dbo:genre']
4451,1.0,1.0,1.0,11,1,1,whats the title of the film that  todd garner produced,[['dbo:producer']],['dbo:producer']
4452,1.0,1.0,1.0,6,1,1,whats kemalettin Şentürk's position in football,[['dbo:position']],['dbo:position']
4453,1.0,1.0,1.0,6,1,1,what city is schandor kallosh from,[['dbo:birthPlace']],['dbo:birthPlace']
4454,1.0,1.0,1.0,6,1,1,what album is ep part of,[['dbo:type']],['dbo:type']
4455,1.0,1.0,1.0,5,1,1,which broadcasting company owns kkob,[['dbo:owner']],['dbo:owner']
4456,1.0,1.0,1.0,6,1,1,who directed a stranger came home,[['dbo:director']],['dbo:director']
4457,1.0,1.0,1.0,7,1,1,The film fargo was edited by who?,[['dbo:editing']],['dbo:editing']
4458,1.0,1.0,1.0,5,1,6,what hotel is in toronto,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']"
4459,1.0,1.0,1.0,9,1,1,What ideology is championed by buddhist liberal democratic party?,[['dbo:ideology']],['dbo:ideology']
4460,0.5,1.0,0.6666666666666666,12,2,1,Which television show's company is Paramount Television and is located in Boston?,"[['dbo:location'], ['dbp:company']]",['dbo:location']
4461,1.0,1.0,1.0,11,1,1,Who were the american football players who played for Dallas Cowboys?,[['dbo:team']],['dbo:team']
4462,1.0,1.0,1.0,6,1,1,what position does john inglis play,[['dbo:position']],['dbo:position']
4463,1.0,1.0,1.0,8,1,1,What television program did producer Kenneth Johnson create?,[['dbo:creator']],['dbo:creator']
4464,1.0,1.0,1.0,8,1,1,what is the name of a 2004 album,[['dbo:type']],['dbo:type']
4465,1.0,1.0,1.0,6,1,1,What position does serkan Şahin play,[['dbo:position']],['dbo:position']
4466,1.0,1.0,1.0,6,1,1,which religion does suhaila seddiqi practice,[['dbo:religion']],['dbo:religion']
4467,0.0,0.0,0.0,7,1,1,what is the nationality of kim jong-pil,[['dbo:country']],['dbo:nationality']
4468,1.0,1.0,1.0,6,1,1,what music was played in coriolanus,[['dbo:musicComposer']],['dbo:musicComposer']
4469,1.0,1.0,1.0,7,1,1,Which city was georg wannagat born in,[['dbo:birthPlace']],['dbo:birthPlace']
4470,1.0,1.0,1.0,9,1,1,What is the format of the radio station ckpr-fm?,[['dbo:programmeFormat']],['dbo:programmeFormat']
4471,1.0,1.0,1.0,7,1,1,what is corneliu teodorini's place of birth,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace']
4472,0.0,0.0,0.0,9,1,0,Butch Otter is the governor of which U.S. state?,[['dbp:governor']],[]
4473,1.0,1.0,1.0,6,1,1,What position does don padgett play,[['dbo:position']],['dbo:position']
4474,1.0,1.0,1.0,6,1,1,what religion does douglas wilder practice,[['dbo:religion']],['dbo:religion']
4475,1.0,1.0,1.0,6,1,1,What type of book is triton?,[['dbo:literaryGenre']],['dbo:literaryGenre']
4476,1.0,1.0,1.0,8,1,1,what kind of music does nirmala rajasekar make,[['dbo:genre']],['dbo:genre']
4477,1.0,1.0,1.0,5,1,1,Where was kenneth heilman born?,[['dbo:birthPlace']],['dbo:birthPlace']
4478,0.0,0.0,0.0,11,1,0,What party was in majority of Fourth Legislative Assembly of Delhi?,[['dbp:party']],[]
4479,1.0,1.0,1.0,8,1,1,Name an artist in the rap rock genre,[['dbo:genre']],['dbo:genre']
4480,1.0,1.0,1.0,7,1,1,what country was vann vannak born in,[['dbo:birthPlace']],['dbo:birthPlace']
4481,1.0,1.0,1.0,10,1,1,Name a place located in the central european time zone,[['dbo:timeZone']],['dbo:timeZone']
4482,1.0,1.0,1.0,7,1,1,Who is an artist of post-grunge music?,[['dbo:genre']],['dbo:genre']
4483,1.0,1.0,1.0,9,1,1,in which country was lakeer - forbidden lines filmed,[['dbo:country']],['dbo:country']
4484,1.0,1.0,1.0,7,1,1,What's a song written by jerry cantrell,[['dbo:writer']],['dbo:writer']
4485,1.0,1.0,1.0,5,1,1,what music does thebigsir play?,[['dbo:genre']],['dbo:genre']
4486,1.0,1.0,1.0,7,1,2,in which area is almè located in,"[['dbo:country', 'dbo:region']]","['dbo:country', 'dbo:region']"
4487,0.0,0.0,0.0,5,1,0,what country is abbeville in?,"[['dbo:region', 'dbo:state']]",[]
4488,1.0,1.0,1.0,4,1,1,what company makes footwear?,[['dbo:industry']],['dbo:industry']
4489,1.0,1.0,1.0,6,1,1,who interred in swan point cemetery,[['dbo:restingPlace']],['dbo:restingPlace']
4490,1.0,1.0,1.0,7,1,1,What is a hub for nature air?,[['dbo:hubAirport']],['dbo:hubAirport']
4491,1.0,1.0,1.0,5,1,1,What is richy müller's nationality,[['dbo:birthPlace']],['dbo:birthPlace']
4492,1.0,1.0,1.0,7,1,1,which game genre does detroit fit in,[['dbo:genre']],['dbo:genre']
4493,1.0,1.0,1.0,4,1,1,what entity owns whkr,[['dbo:owner']],['dbo:owner']
4494,1.0,1.0,1.0,8,1,1,Which time zone is green grove located in,[['dbo:timeZone']],['dbo:timeZone']
4495,1.0,1.0,1.0,8,1,4,what city is located inside of suffolk county,"[['dbo:locatedInArea', 'dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']"
4496,1.0,1.0,1.0,8,1,1,What cvg genre is the game wipeout 2048?,[['dbo:genre']],['dbo:genre']
4497,1.0,1.0,1.0,7,1,1,what was keppetipola disawe's cause of death,[['dbo:deathCause']],['dbo:deathCause']
4498,0.0,0.0,0.0,7,1,0,Who was david a. hargrave influemced by,"[['dbo:influencedBy', 'dbo:influenced']]",[]
4499,0.0,0.0,0.0,22,2,0,Give me a list of all the people driving at pole positions in the Grand Prixes where Renault was a first team?,"[['dbp:firstTeam'], ['dbo:poleDriver']]",[]
4500,1.0,1.0,1.0,12,1,1,Where in the US is the north american central time zone used,[['dbo:timeZone']],['dbo:timeZone']
4501,1.0,1.0,1.0,8,1,1,what type of music does doug ardito perform,[['dbo:genre']],['dbo:genre']
4502,1.0,1.0,1.0,9,1,1,what is the genre of funeral for a feeling,[['dbo:genre']],['dbo:genre']
4503,1.0,1.0,1.0,9,1,1,which genre of music does hayko cepkin belong to?,[['dbo:genre']],['dbo:genre']
4504,1.0,1.0,1.0,8,1,1,What kind of music does tim vanhamel perform?,[['dbo:genre']],['dbo:genre']
4505,1.0,1.0,1.0,9,1,1,What organization was founded by kathleen kennedy (film producer),[['dbo:foundedBy']],['dbo:foundedBy']
4506,1.0,1.0,1.0,7,1,1,what is the time zone of ithaca,[['dbo:timeZone']],['dbo:timeZone']
4507,1.0,1.0,1.0,8,1,1,who is the producer for that royle girl,[['dbo:producer']],['dbo:producer']
4508,1.0,1.0,1.0,8,1,1,who wrote the story to national treasure 2,[['dbo:writer']],['dbo:writer']
4509,1.0,1.0,1.0,9,1,1,What's a song that yael naim wrote lyrics for,[['dbo:writer']],['dbo:writer']
4510,1.0,1.0,1.0,5,1,1,What's a university in rochester,[['dbo:location']],['dbo:location']
4511,1.0,1.0,1.0,8,1,1,what language was the angel wore red in?,[['dbo:language']],['dbo:language']
4512,1.0,1.0,1.0,6,1,1,what label is john collins with?,[['dbo:recordLabel']],['dbo:recordLabel']
4513,1.0,1.0,1.0,7,1,2,Who is a musician born in boston,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
