,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type,cleaned,cluster,x0,x1
5588,0.0,0.0,0.0,6,1,1,where is the schoonmaker reef located?,[['dbo:location']],['dbo:country'],factoid,schoonmaker reef located ?,0,-0.05924453202653244,-0.004826444011268728
5590,1.0,1.0,1.0,6,1,1,Where is mikhail krug originally from?,"[['dbo:hometown', 'dbo:birthPlace']]",['dbo:hometown'],factoid,mikhail krug originally ?,0,-0.03081681581398254,-0.014854053601102306
5591,1.0,1.0,1.0,7,1,1,what was jimmy ring's place of birth,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,jimmy ring 's place birth,0,-0.045400937611911,-0.006278065396679757
5592,0.0,0.0,0.0,4,1,2,Where is caledonia county?,"[['dbo:country', 'dbo:state']]","['dbo:isPartOf', 'dbo:location']",factoid,caledonia county ?,0,-0.04676020815272369,-0.005523909390394768
5595,1.0,1.0,1.0,10,1,1,what's one of the Caribbean islands affected by hurricane fabian,[['dbp:areas']],['dbp:areas'],list,'s one caribbean islands affected hurricane fabian,0,-0.028329742369971708,-0.011317038929139624
5596,0.5,1.0,0.6666666666666666,8,2,1,What made Jon Speelman and Eric Schiller famous?,"[['dbo:knownFor'], ['dbo:field']]",['dbo:field'],factoid,made jon speelman eric schiller famous ?,0,-0.02763084365812956,-0.006436342881308654
5598,1.0,1.0,1.0,7,1,1,"Where is santo angel, san pablo, laguna?","[['dbo:country', 'dbo:isPartOf']]",['dbo:country'],factoid,"santo angel , san pablo , laguna ?",0,-0.02856369143303712,-0.011728281040877935
5600,1.0,1.0,1.0,5,1,1,who produced the great who-dood-it,[['dbo:producer']],['dbo:producer'],factoid,produced great who-dood-it,0,-0.0322680678574752,-0.015639749867709017
5605,1.0,1.0,1.0,7,1,1,what war did thomas blamey participate in,[['dbo:battle']],['dbo:battle'],factoid,war thomas blamey participate,0,-0.03311501191112617,-0.017579301049802838
5606,1.0,1.0,1.0,8,1,1,where was the death place of bhadriraju krishnamurti,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,death place bhadriraju krishnamurti,0,-0.03720479799310159,-0.003784746868225524
5608,1.0,1.0,1.0,5,1,1,What is hani hanjour's religion?,[['dbo:religion']],['dbo:religion'],factoid,hani hanjour 's religion ?,0,-0.03104218644450445,-0.016929078696620012
5611,0.0,0.0,0.0,12,2,0,What is the home ground of the clubs managed by Ciao Zanardi?,"[['dbo:manager'], ['dbo:ground']]",[],factoid,home ground clubs managed ciao zanardi ?,0,-0.027568413036757135,-0.013666184681951847
5612,1.0,1.0,1.0,8,1,1,who is the director for the love test,[['dbo:director']],['dbo:director'],factoid,director love test,0,-0.029472000895150022,-0.011121214922596087
5615,1.0,1.0,1.0,7,1,1,who was involved in world war ii,[['dbo:battle']],['dbo:battle'],factoid,involved world war ii,0,-0.026851543604664768,-0.01683475976139707
5618,0.0,0.0,0.0,6,1,0,Give me all members of Prodigy.,[['dbo:bandMember']],[],list,give members prodigy .,0,-0.028182849899928385,-0.014924028125664934
5621,0.0,0.0,0.0,12,2,0,In which teams have league members of the Czech Extraliga played previously?,"[['dbp:league'], ['dbo:formerTeam']]",[],factoid,teams league members czech extraliga played previously ?,0,-0.025570941601886235,-0.021986220520250767
5623,1.0,1.0,1.0,7,1,1,what scotland yard official died of influenza,[['dbo:deathCause']],['dbo:deathCause'],factoid,scotland yard official died influenza,0,-0.032236583583962274,-0.010769853728919575
5625,0.5,1.0,0.6666666666666666,7,2,1,What games are played in Protestant schools?,"[['dbp:schooltype'], ['dbo:sport']]",['dbo:sport'],factoid,games played protestant schools ?,0,-0.024281064916169638,-0.024433310564299926
5627,1.0,1.0,1.0,8,1,1,what film was umberto lenzi the director of,[['dbo:director']],['dbo:director'],factoid,film umberto lenzi director,0,-0.04449416291467114,-0.013595371111115986
5629,0.5,1.0,0.6666666666666666,11,2,1,How many developers have worked on games of the Oddworld series?,"[['dbo:series'], ['dbo:developer']]",['dbo:developer'],count,many developers worked games oddworld series ?,0,-0.032762433452666544,-0.017421581817801058
5631,0.5,1.0,0.6666666666666666,7,2,1,Who follow religions led by David Miscavige?,"[['dbp:leaderName'], ['dbo:religion']]",['dbo:religion'],factoid,follow religions led david miscavige ?,0,-0.03198353484088676,-0.01922323326159553
5635,1.0,1.0,1.0,5,1,7,What's a creek in pennsylvania,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,'s creek pennsylvania,0,-0.03293747852960512,-0.013930619430116087
5639,1.0,1.0,1.0,7,1,1,which movie is directed by fred wilcox,[['dbo:director']],['dbo:director'],factoid,movie directed fred wilcox,0,-0.039725376379186564,-0.01928263725087174
5640,1.0,1.0,1.0,8,1,1,Where did jean-charles della faille begin his life?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,jean-charles della faille begin life ?,0,-0.030573997619621936,-0.015622325017477907
5641,1.0,0.5,0.6666666666666666,7,1,2,Who has carl gustav jacob jacobi influenced,[['dbo:influencedBy']],"['dbo:influenced', 'dbo:influencedBy']",factoid,carl gustav jacob jacobi influenced,0,-0.03121228926049108,-0.015937429998038547
5643,1.0,1.0,1.0,14,1,1,who was the executive produce of the film harry potter and the philosopher's stone,[['dbo:producer']],['dbo:producer'],factoid,executive produce film harry potter philosopher 's stone,0,-0.03857775623775442,-0.019988613634629268
5644,1.0,1.0,1.0,6,1,1,what film did leon schlesinger produce,[['dbo:producer']],['dbo:producer'],factoid,film leon schlesinger produce,0,-0.03995835159137644,-0.020445805031483414
5649,0.0,0.0,0.0,6,1,0,what is john henry twachtman's nationality,[['dbo:nationality']],[],factoid,john henry twachtman 's nationality,0,-0.042868415142607565,-0.027847843589923347
5651,1.0,1.0,1.0,5,1,2,What's a library in frankfurt,"[['dbo:country', 'dbo:city', 'dbo:region', 'dbo:location']]","['dbo:city', 'dbo:location']",factoid,'s library frankfurt,0,-0.02786201897693158,-0.011789209107936694
5652,1.0,1.0,1.0,7,1,2,Who is a notable figure from smethwick,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,notable figure smethwick,0,-0.03037200726294663,-0.004173874454297795
5654,1.0,1.0,1.0,7,1,1,what location is where ken barrington died,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,location ken barrington died,0,-0.03538448033079857,0.0004448875560260869
5657,1.0,1.0,1.0,5,1,1,where did electrelane originate form?,[['dbo:hometown']],['dbo:hometown'],factoid,electrelane originate form ?,0,-0.029738631695607295,-0.01569976655768804
5661,0.0,0.0,0.0,6,1,1,what country is ariel salinas form,[['dbo:birthPlace']],['dbo:nationality'],factoid,country ariel salinas form,0,-0.04346358118431368,-0.016718823816205063
5662,1.0,1.0,1.0,9,1,1,what time zone is  gilchrist township situated in,[['dbo:timeZone']],['dbo:timeZone'],factoid,time zone gilchrist township situated,0,-0.05970240588880562,-0.0019611806722880853
5664,1.0,0.5,0.6666666666666666,5,1,2,what is tim barrett's nationality,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbo:hometown']",factoid,tim barrett 's nationality,0,-0.03553240300448415,-0.022448644975593273
5667,0.0,0.0,0.0,6,1,0,Count the drinks originated in England.,[['dbo:origin']],[],count,count drinks originated england .,0,-0.03259981889355229,-0.013388794178492317
5670,1.0,1.0,1.0,8,1,1,from which english town is charlie elliott from,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,english town charlie elliott,0,-0.032915549380837086,-0.006127973828900826
5671,1.0,1.0,1.0,11,1,1,Who is an individual that was buried at arlington national cemetery,[['dbo:restingPlace']],['dbo:restingPlace'],factoid,individual buried arlington national cemetery,0,-0.03384963930735874,-0.013326992685838406
5675,1.0,1.0,1.0,7,1,1,Which label is stan stammers signed to,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,label stan stammers signed,0,-0.02681935268526578,-0.006539579662795625
5679,1.0,1.0,1.0,13,1,1,what gameplay mode is offered in  erika to satoru no yume bōken,[['dbp:modes']],['dbp:modes'],factoid,gameplay mode offered erika satoru yume bōken,0,-0.029934979423740068,-0.017272106207225295
5684,0.0,0.0,0.0,7,1,1,What film has molly nyman contributed to,[['dbo:musicComposer']],['dbo:writer'],factoid,film molly nyman contributed,0,-0.03729307371492299,-0.017584795103766062
5686,0.0,0.0,0.0,14,2,0,What company developed Mac OS 9 and also brought Tiny Tower to the market?,"[['dbo:developer'], ['dbp:distributor']]",[],factoid,company developed mac os 9 also brought tiny tower market ?,0,-0.033953588513547364,-0.014564300055966165
5687,1.0,1.0,1.0,5,1,1,what song didgeddy lee compose,[['dbo:writer']],['dbo:writer'],factoid,song didgeddy lee compose,0,-0.032926108149427355,-0.015364636762395755
5689,1.0,1.0,1.0,11,1,1,who wrote the film the life and death of peter sellers,[['dbo:writer']],['dbo:writer'],factoid,wrote film life death peter sellers,0,-0.04777063964719116,-0.02092225027055002
5691,1.0,0.5,0.6666666666666666,7,1,2,"What university is located in hirakata, osaka?",[['dbo:city']],"['dbo:city', 'dbo:location']",factoid,"university located hirakata , osaka ?",0,-0.060471738481506276,-0.00675393577749229
5693,0.0,0.0,0.0,7,1,0,What is the nationality of ty warner,[['dbo:birthPlace']],[],factoid,nationality ty warner,0,-0.033771797172581414,-0.018112679539057337
5696,1.0,1.0,1.0,7,1,1,what is the nationality of oleksandr radchenko,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,nationality oleksandr radchenko,0,-0.03447172882105596,-0.018629145724940423
5697,0.0,0.0,0.0,11,2,1,List the awards won by the film director of Chicken Run?,"[['dbp:director'], ['dbo:award']]",['dbo:director'],list,list awards film director chicken run ?,0,-0.04461159436037892,-0.01512052292084955
5698,1.0,1.0,1.0,6,1,2,which region locates san cipriano daversa,"[['dbo:country', 'dbo:region']]","['dbo:country', 'dbo:region']",factoid,region locates san cipriano daversa,0,-0.03121201880705898,-0.011638556886271604
5699,0.0,0.0,0.0,11,2,0,What is the religion of the relatives of Carmela Soprano ?,"[['dbo:relative'], ['dbo:religion']]",[],factoid,religion relatives carmela soprano ?,0,-0.03134343042986714,-0.017084070561084477
5702,1.0,1.0,1.0,7,1,1,what language was our hospitality filmed in?,[['dbo:language']],['dbo:language'],factoid,language hospitality filmed ?,0,-0.03833440396540939,-0.021268561431738567
5705,1.0,1.0,1.0,6,1,1,What county is north peak within,[['dbo:locatedInArea']],['dbo:locatedInArea'],factoid,county north peak within,0,-0.052476796015277306,0.006789476204142514
5706,0.0,0.0,0.0,13,2,1,How many different kinds of softwares have been released under the GPL license?,"[['dbp:license'], ['dbo:genre']]",['dbo:license'],count,many different kinds softwares released gpl license ?,0,-0.0220713323517785,-0.017202977922721286
5707,1.0,1.0,1.0,7,1,1,WHich company published pax imperia: eminent domain,[['dbo:publisher']],['dbo:publisher'],factoid,company published pax imperia : eminent domain,0,-0.03346365672957295,-0.016686346071830185
5717,1.0,1.0,1.0,9,1,1,What is the place of death of elmer brown,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,place death elmer brown,0,-0.04037797145186118,-0.0031771734596336863
5719,0.0,0.0,0.0,8,1,2,what county is fort randall a part of,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid,county fort randall part,0,-0.041952546523778333,-0.00854391753857189
5720,1.0,1.0,1.0,11,1,1,"what is the time zone assigned to east fishkill, new york",[['dbo:timeZone']],['dbo:timeZone'],factoid,"time zone assigned east fishkill , new york",0,-0.060779577267106054,0.0103630363356677
5721,1.0,1.0,1.0,5,1,2,What area is Cauthornville in?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,area cauthornville ?,0,-0.03137486047800877,-0.013870212952756917
5723,1.0,1.0,1.0,5,1,2,What country is huron within,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,country huron within,0,-0.05182836697988119,-0.008741470825860022
5724,1.0,1.0,1.0,9,1,1,What's the main country that uses the gorontalo language,[['dbo:spokenIn']],['dbo:spokenIn'],factoid,'s main country uses gorontalo language,0,-0.051949499645536024,-0.02196511759229626
5726,1.0,1.0,1.0,5,1,1,which school is private school,[['dbo:type']],['dbo:type'],factoid,school private school,0,-0.029996053143996254,-0.022671041829704603
5727,0.0,0.0,0.0,10,2,0,Who made the engine whose predecessor is the SHO V6?,"[['dbp:predecessor'], ['dbo:manufacturer']]",[],factoid,made engine whose predecessor sho v6 ?,0,-0.02666044995589286,-0.01323408209447275
5728,0.0,0.0,0.0,25,2,0,What are the other launch site of the rockets which also have been launched from  Cape Canaveral Air Force Station Launch Complex 5 ?,"[['dbo:launchSite'], ['dbo:launchSite']]",[],factoid,launch site rockets also launched cape canaveral air force station launch complex 5 ?,0,-0.02840554611760876,-0.014040086576058104
5729,1.0,1.0,1.0,11,1,1,what is the language spoken by spanish people of filipino ancestry,[['dbo:language']],['dbo:language'],factoid,language spoken spanish people filipino ancestry,0,-0.03846282045604348,-0.021678689522704624
5730,0.0,0.0,0.0,11,1,1,Who was the production company for the film house party 2?,[['dbo:distributor']],['dbp:studio'],factoid,production company film house party 2 ?,0,-0.05167197313860651,-0.02591033830016607
5731,0.5,1.0,0.6666666666666666,12,2,1,What awards have been awarded both to Ingmar bergman and James O'Brien?,"[['dbp:awards'], ['dbo:award']]",['dbp:awards'],factoid,awards awarded ingmar bergman james o'brien ?,0,-0.03059820647562253,-0.01451883243200867
5732,1.0,1.0,1.0,7,1,1,What is the time zone in lafayette?,[['dbo:timeZone']],['dbo:timeZone'],factoid,time zone lafayette ?,0,-0.06336032551731184,0.0017461801883538045
5733,0.0,0.0,0.0,16,2,0,Which school of jack mcGregor attend which was also the training center of William Anthony ?,"[['dbo:education'], ['dbo:training']]",[],factoid,school jack mcgregor attend also training center william anthony ?,0,-0.033593656367602184,-0.01768047151031485
5738,1.0,1.0,1.0,7,1,1,"who developed super nova, the video game",[['dbo:developer']],['dbo:developer'],factoid,"developed super nova , video game",0,-0.030955449743066285,-0.022953665716833105
5739,1.0,1.0,1.0,8,1,1,which label is k dub shine signed to,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,label k dub shine signed,0,-0.025037631542568106,-0.006394291938051541
5741,1.0,1.0,1.0,8,1,1,what is a film directed by richard shepard?,[['dbo:director']],['dbo:director'],factoid,film directed richard shepard ?,0,-0.05654651057712793,-0.018763935744505147
5745,0.0,0.0,0.0,12,2,0,What is the founding year of the brewery that produces Pilsner Urquell?,"[['dbp:brewery'], ['dbo:foundingYear']]",[],factoid,founding year brewery produces pilsner urquell ?,0,-0.026254102910249676,-0.014468163237328054
5746,1.0,1.0,1.0,7,1,1,Who's a band from rough trade records,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,'s band rough trade records,0,-0.018068736533695617,0.0030201026974548536
5747,1.0,1.0,1.0,7,1,1,What track is done by paul carrack,[['dbo:artist']],['dbo:artist'],factoid,track done paul carrack,0,-0.0277262587491966,-0.0010243813266299097
5748,0.0,0.0,0.0,7,1,0,What is the official language of Suriname?,[['dbo:officialLanguage']],[],factoid,official language suriname ?,0,-0.036768030409388655,-0.01957299989468455
5749,1.0,1.0,1.0,4,1,2,Where is herlong located?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,herlong located ?,0,-0.06985544384282842,-0.0015106864850803977
5751,1.0,1.0,1.0,5,1,7,what area is in illinois?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,area illinois ?,0,-0.0326971543407054,-0.013524720757984469
5753,1.0,1.0,1.0,7,1,1,what artists are signed to capitol records,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,artists signed capitol records,0,-0.01946378095368545,0.002913528460643206
5754,1.0,1.0,1.0,9,1,1,which record label is the holy modal rounders in?,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,record label holy modal rounders ?,0,-0.023444064528761535,-0.009559154745387063
5755,0.0,0.0,0.0,5,1,1,Who developed the halcyon house,[['dbo:architect']],['dbo:developer'],factoid,developed halcyon house,0,-0.030538972241494697,-0.016390767370772944
5757,1.0,1.0,1.0,5,1,1,where is 50 cent from?,"[['dbo:hometown', 'dbo:birthPlace']]",['dbo:hometown'],factoid,50 cent ?,0,-0.027105186768035017,-0.012118406881344553
5759,1.0,1.0,1.0,7,1,1,which hot springs is locted in arizona,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]",['dbo:country'],factoid,hot springs locted arizona,0,-0.026733966283444776,-0.013667136096922192
5760,1.0,1.0,1.0,9,1,1,Who was the author of no more dying then?,[['dbo:author']],['dbo:author'],factoid,author dying ?,0,-0.030022276387318837,-0.013654529632953395
5761,1.0,1.0,1.0,6,1,1,what books have jonathan swift written?,"[['dbo:author', 'dbo:notableWork']]",['dbo:author'],factoid,books jonathan swift written ?,0,-0.03371330930904024,-0.01574022847465603
5763,1.0,1.0,1.0,7,1,1,Who is the spouse of Willian Menalaus?,[['dbo:spouse']],['dbo:spouse'],factoid,spouse willian menalaus ?,0,-0.027207306369545912,-0.014291420025317194
5764,1.0,0.5,0.6666666666666666,6,1,2,in what state is lake arbor,"[['dbo:country', 'dbo:isPartOf']]","['dbo:isPartOf', 'dbo:location']",factoid,state lake arbor,0,-0.04780718159365746,-0.010402121962780736
5765,0.5,1.0,0.6666666666666666,7,2,1,List the sports played in private universities.,"[['dbo:type'], ['dbo:sport']]",['dbo:sport'],list,list sports played private universities .,0,-0.027616857639323852,-0.02237250316029426
5766,1.0,1.0,1.0,5,1,2,Who did david hume influence,"[['dbo:influencedBy', 'dbo:influenced']]","['dbo:influenced', 'dbo:influencedBy']",factoid,david hume influence,0,-0.03274940588933846,-0.020171079205164213
5767,1.0,1.0,1.0,5,1,1,Where is vibracathedral orchestra from,[['dbo:hometown']],['dbo:hometown'],factoid,vibracathedral orchestra,0,-0.026214455157553954,-0.013530594506726643
5769,1.0,1.0,1.0,7,1,1,Where in Australia did george simpson die?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,australia george simpson die ?,0,-0.04818204018143055,-0.019463376330638136
5770,0.0,0.0,0.0,5,1,0,Who produced united 93 (film),[['dbo:producer']],[],factoid,produced united 93 ( film ),0,-0.06125584204732146,-0.00033585378836636486
5772,1.0,1.0,1.0,4,1,1,Who directed ashik kerib,[['dbo:director']],['dbo:director'],factoid,directed ashik kerib,0,-0.03557972433692031,-0.016474646896477867
5773,1.0,1.0,1.0,4,1,1,Who produced beloved (film)?,[['dbo:producer']],['dbo:producer'],factoid,produced beloved ( film ) ?,0,-0.05191756497310774,-0.020960430409857147
5774,1.0,1.0,1.0,4,1,2,Who is from poland,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,poland,0,-0.02816503517055814,-0.013697498558289877
5776,1.0,1.0,1.0,5,1,1,what religion is michael villines,[['dbo:religion']],['dbo:religion'],factoid,religion michael villines,0,-0.033985068799822465,-0.01779262840279053
5778,1.0,0.5,0.6666666666666666,6,1,2,what books have ian kershaw published?,[['dbo:author']],"['dbo:author', 'dbo:publisher']",factoid,books ian kershaw published ?,0,-0.030058592719116223,-0.015691811979956255
5780,0.0,0.0,0.0,10,1,1,Who are the people whose phD advisor was Harry Harlow?,[['dbp:doctoralAdvisor']],['dbo:doctoralAdvisor'],factoid,people whose phd advisor harry harlow ?,0,-0.031817013718946394,-0.01492691319604825
5782,0.0,0.0,0.0,14,2,0,Which county seats are in the district where I can find the Hylebos Creek?,"[['dbo:district'], ['dbo:countySeat']]",[],factoid,county seats district find hylebos creek ?,0,-0.04261548743912406,-0.008510885331501773
5788,1.0,1.0,1.0,11,1,1,What country was three kingdoms: resurrection of the dragon based on?,[['dbo:country']],['dbo:country'],factoid,country three kingdoms : resurrection dragon based ?,0,-0.04186525679635657,-0.01646622755390428
5789,1.0,1.0,1.0,6,1,1,who composed run for your life,[['dbo:writer']],['dbo:writer'],factoid,composed run life,0,-0.024490195379463876,-0.020557282191929885
5791,1.0,1.0,1.0,10,1,1,Where is the place of death for theodore nicolas gobley?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,place death theodore nicolas gobley ?,0,-0.036723138203581654,-0.005162284194307092
5798,1.0,1.0,1.0,8,1,2,which east coast state is stockton located in,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,east coast state stockton located,0,-0.06939146037121177,-0.0022166986233820825
5799,1.0,1.0,1.0,4,1,1,Who directed happy times,[['dbo:director']],['dbo:director'],factoid,directed happy times,0,-0.03650854123746037,-0.01679924197796905
5800,1.0,1.0,1.0,7,1,1,what is the language of the funeral,[['dbo:language']],['dbo:language'],factoid,language funeral,0,-0.03810983419949913,-0.02122851600545903
5801,1.0,1.0,1.0,7,1,1,which film did lee zahler work on,[['dbo:musicComposer']],['dbo:musicComposer'],factoid,film lee zahler work,0,-0.04592037342729463,-0.021353469946945976
5802,1.0,1.0,1.0,8,1,1,What language is hostage for a day in?,[['dbo:language']],['dbo:language'],factoid,language hostage day ?,0,-0.03679525114215495,-0.02051142929105277
5803,1.0,1.0,1.0,6,1,1,what mountain range is in israel?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]",['dbo:locatedInArea'],factoid,mountain range israel ?,0,-0.03571268076359258,-0.0021181916735995864
5807,1.0,1.0,1.0,7,1,1,what label is bressa creeting cake on?,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,label bressa creeting cake ?,0,-0.027467778340592542,-0.010374402438658541
5808,0.0,0.0,0.0,6,1,0,What river originates in Kingston Ontario?,[['dbp:sourceLocation']],[],factoid,river originates kingston ontario ?,0,-0.0335483708541836,-0.010763549183832
5810,1.0,1.0,1.0,7,1,1,what war was michael seymour involved in,[['dbo:battle']],['dbo:battle'],factoid,war michael seymour involved,0,-0.030732238731243484,-0.017108721955964752
5811,1.0,1.0,1.0,6,1,1,where did  babik reinhardt die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,babik reinhardt die,0,-0.0398483513904515,-0.018396893204687882
5812,0.0,0.0,0.0,18,2,0,What is the river whose source is Cowombat  Flat and has it's mouth located in Murray Mouth?,"[['dbo:riverMouth'], ['dbo:source']]",[],factoid,river whose source cowombat flat 's mouth located murray mouth ?,0,-0.050590718636894016,-0.005712889467393745
5813,1.0,1.0,1.0,8,1,1,what label is the cimarons a part of,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,label cimarons part,0,-0.02720898791819868,-0.009596579912234776
5814,1.0,1.0,1.0,7,1,2,who is one of kamal jumblatt's children,"[['dbo:parent', 'dbo:child']]","['dbo:child', 'dbo:parent']",factoid,one kamal jumblatt 's children,0,-0.026933472909626444,-0.012052081860146259
5815,1.0,1.0,1.0,7,1,1,whos the producer of my blueberry nights,[['dbo:producer']],['dbo:producer'],factoid,whos producer blueberry nights,0,-0.030504187365661444,-0.012240435160416743
5821,1.0,0.8571428571428571,0.923076923076923,4,1,7,what is in mississippi,"[['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,mississippi,0,-0.029052599067821212,-0.013641934521989552
5824,1.0,1.0,1.0,7,1,1,Which label is julie roberts apart of,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,label julie roberts apart,0,-0.02572954517901882,-0.011601317325769358
5828,1.0,1.0,1.0,8,1,1,What is a building that demonstrates gothic architecture,[['dbo:architecturalStyle']],['dbo:architecturalStyle'],factoid,building demonstrates gothic architecture,0,-0.028341046784455416,-0.012875440203729969
5829,0.0,0.0,0.0,14,2,0,The pope whose shrine is in St Peter's Basilica was venerated in which sects?,"[['dbp:majorShrine'], ['dbp:veneratedIn']]",[],list,pope whose shrine st peter 's basilica venerated sects ?,0,-0.030257357355972864,-0.01390451693837345
5830,1.0,0.6666666666666666,0.8,7,1,3,Where is edinboro university of pennsylvania located,"[['dbo:city', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:state']",factoid,edinboro university pennsylvania located,0,-0.0659289585813184,-0.005405956285100725
5832,0.0,0.0,0.0,5,1,1,who produced school for scoundrels,[['dbp:studio']],['dbo:producer'],factoid,produced school scoundrels,0,-0.03549511333563576,-0.023490106709224162
5833,1.0,1.0,1.0,7,1,2,Who is the son of alfred lennon?,"[['dbo:parent', 'dbo:child']]","['dbo:child', 'dbo:parent']",factoid,son alfred lennon ?,0,-0.02842603272682429,-0.013717541896366087
5835,0.5,1.0,0.6666666666666666,17,2,1,"Which border country of the Korean Peninsula is also the country of Krusty, a musical group ?","[['dbo:border'], ['dbo:country']]",['dbo:country'],factoid,"border country korean peninsula also country krusty , musical group ?",0,-0.04273104831044664,-0.01500601144812708
5836,1.0,1.0,1.0,7,1,7,what nursing college is located in india,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,nursing college located india,0,-0.06537762042795063,-0.0015584882386258984
5837,0.0,0.0,0.0,12,1,2,How many people won the Gold Medal of the Royal Astronomical Society?,[['dbp:prizes']],"['dbo:award', 'dbp:awards']",count,many people gold medal royal astronomical society ?,0,-0.03014511122803154,-0.018174467785256703
5838,0.0,0.0,0.0,6,1,1,nikkyō niwano is of which nationality?,[['dbo:nationality']],['dbo:birthPlace'],factoid,nikkyō niwano nationality ?,0,-0.03393339766137836,-0.0189146962941378
5843,1.0,1.0,1.0,6,1,1,Who executively produced final destination 3,[['dbo:producer']],['dbo:producer'],factoid,executively produced final destination 3,0,-0.03415786879680586,-0.016995844383147923
5844,1.0,1.0,1.0,9,1,1,What composition did melissa etheridge write the lyrics for?,[['dbo:writer']],['dbo:writer'],factoid,composition melissa etheridge write lyrics ?,0,-0.032008238475722865,-0.017833582005731836
5846,0.0,0.0,0.0,7,1,1,To which city does Northeast Library belong?,[['dbo:city']],['dbo:location'],factoid,city northeast library belong ?,0,-0.05211696122613274,0.007977016175166631
5847,1.0,1.0,1.0,7,1,1,What is a game with multiplayer gameplay?,[['dbp:modes']],['dbp:modes'],factoid,game multiplayer gameplay ?,0,-0.032750610727382536,-0.025485731988141004
5848,1.0,1.0,1.0,5,1,2,which country is peterborough in?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,country peterborough ?,0,-0.05290630539733218,-0.01708817955175512
5849,1.0,1.0,1.0,11,1,1,Who's the developer of the game world in conflict: soviet assault,[['dbo:developer']],['dbo:developer'],factoid,'s developer game world conflict : soviet assault,0,-0.028517652666732705,-0.02001848862765995
5850,1.0,1.0,1.0,11,1,1,what's one of the gameplay options for the revenge of shinobi,[['dbp:modes']],['dbp:modes'],list,'s one gameplay options revenge shinobi,0,-0.027578313254930268,-0.013498649737302106
5852,1.0,1.0,1.0,5,1,1,what is a song by,[['dbo:artist']],['dbo:artist'],factoid,song,0,-0.04006129610343285,-0.00875580927250113
