,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type,cleaned,cluster,x0,x1
3613,1.0,1.0,1.0,5,1,1,What's gaylord nelson's birth place,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,'s gaylord nelson 's birth place,4,-0.04386697848586719,-0.0060140223792082455
3616,1.0,1.0,1.0,11,1,1,What is the name of a book from the sociology genre,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,name book sociology genre,4,0.14319639734792286,0.1844858643407129
3619,1.0,1.0,1.0,10,1,1,What is the name of an album by dusty springfield,[['dbo:artist']],['dbo:artist'],factoid,name album dusty springfield,4,0.13856464169957133,0.21582061999959157
3637,1.0,1.0,1.0,7,1,1,what was lucas cavallini's place of birth,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,lucas cavallini 's place birth,4,-0.044932645199467276,-0.007915009130409687
3638,1.0,1.0,1.0,7,1,1,What genre is wizards of waverly place,[['dbo:genre']],['dbo:genre'],factoid,genre wizards waverly place,4,0.054577920675554094,-0.007407075863286493
3661,1.0,1.0,1.0,5,1,1,Name a 90's breakbeat album,[['dbo:genre']],['dbo:genre'],list,name 90 's breakbeat album,4,0.12913003455860472,0.2038358791424032
3668,1.0,1.0,1.0,7,1,2,what singer-songwriter place of birth was portland,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,singer-songwriter place birth portland,4,-0.04287458662443398,0.00020922625334006788
3678,1.0,1.0,1.0,4,1,1,name a 2009 soundtrack,[['dbo:genre']],['dbo:genre'],list,name 2009 soundtrack,4,0.005412743900804011,0.1695552763927325
3685,0.0,0.0,0.0,19,2,1,Name the office holder who has a child named Lori Black and resting place is Alta Mesa Memorial Park?,"[['dbo:child'], ['dbp:restingPlace']]",['dbp:children'],list,name office holder child named lori black resting place alta mesa memorial park ?,4,-0.019783139063167397,0.07704008773788028
3686,1.0,1.0,1.0,7,1,1,what events took place at swedish pomerania?,[['dbo:place']],['dbo:place'],factoid,events took place swedish pomerania ?,4,-0.035901042901466965,-0.004730843511542335
3693,1.0,1.0,1.0,13,1,1,what is a census designated place in the north american central time zone,[['dbo:timeZone']],['dbo:timeZone'],factoid,census designated place north american central time zone,4,-0.07304611592716431,0.016055667117394562
3698,1.0,1.0,1.0,7,1,1,Name a famous hindustani classical music arist,[['dbo:genre']],['dbo:genre'],list,name famous hindustani classical music arist,4,0.10872366689978138,0.08550743842615684
3751,1.0,1.0,1.0,9,1,1,"what is e. clay shaw, jr. place of death?",[['dbo:deathPlace']],['dbo:deathPlace'],factoid,"e. clay shaw , jr. place death ?",4,-0.038245977455050525,-0.004728772668147551
3753,1.0,1.0,1.0,6,1,1,Name an alternative hip hop group.,[['dbo:genre']],['dbo:genre'],list,name alternative hip hop group .,4,0.01935292329546789,0.16344622631840547
3772,1.0,1.0,1.0,10,1,1,What is the name of a track by jesu (band),[['dbo:artist']],['dbo:artist'],factoid,name track jesu ( band ),4,0.010844479324148172,0.1816291935691336
3775,1.0,1.0,1.0,7,1,1,Name a modern female pop rock musician,[['dbo:genre']],['dbo:genre'],list,name modern female pop rock musician,4,0.08569934932191237,0.2036599405066125
3791,1.0,1.0,1.0,9,1,7,what is the name of a town in wisconsin?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,name town wisconsin ?,4,0.0008056610299184675,0.21410466986941687
3799,0.0,0.0,0.0,19,2,0,Name the sea with Helsinki as one of the shore city and is also an outflow for Danish straits?,"[['dbp:cities'], ['dbp:outflow']]",[],list,name sea helsinki one shore city also outflow danish straits ?,4,-0.032307012391759114,0.09927867774384441
3818,1.0,1.0,1.0,7,1,1,Name an album made by cecil taylor?,[['dbo:artist']],['dbo:artist'],list,name album made cecil taylor ?,4,0.13579571737911378,0.2110830882626785
3826,0.0,0.0,0.0,10,1,1,Name an animated cartoon that played on Nickelodeon during 1998-2005,[['dbo:genre']],['dbp:genre'],list,name animated cartoon played nickelodeon 1998-2005,4,-0.004049396141806258,0.08789419490075535
3832,1.0,1.0,1.0,9,1,1,what is the place of birth of jil sander?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,place birth jil sander ?,4,-0.043590157547542425,-0.007170791988476612
3851,0.0,0.0,0.0,15,2,0,What is the birth place of music artists which were associated with Albert Ayler ?,"[['dbp:associatedActs'], ['dbo:birthPlace']]",[],factoid,birth place music artists associated albert ayler ?,4,0.07408975359800352,-0.04877930792735877
3866,1.0,1.0,1.0,7,1,1,Name a post-grunge album by Pearl Jam?,[['dbo:genre']],['dbo:genre'],list,name post-grunge album pearl jam ?,4,0.11185721715383587,0.17750527795090676
3868,1.0,1.0,1.0,6,1,1,name an alternative hip hop group,[['dbo:genre']],['dbo:genre'],list,name alternative hip hop group,4,0.01935292329546789,0.16344622631840547
3873,1.0,1.0,1.0,9,1,6,What is the name of a city in italy,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,name city italy,4,-0.03769213282217098,0.26033132646341933
3926,1.0,1.0,1.0,3,1,1,Name a pianist.,[['dbo:occupation']],['dbo:occupation'],list,name pianist .,4,0.012232707156312927,0.22703977596590355
3961,1.0,1.0,1.0,7,1,1,name the place ollie cline was born.,[['dbo:birthPlace']],['dbo:birthPlace'],list,name place ollie cline born .,4,-0.07016676923551218,0.21318461316610757
3983,0.0,0.0,0.0,15,2,0,Name the software whose operating system is Mac OS and programming language is C++ ?,"[['dbo:operatingSystem'], ['dbp:programmingLanguage']]",[],list,name software whose operating system mac os programming language c++ ?,4,-0.015274827623690609,0.08673903558788591
3987,0.0,0.0,0.0,9,1,1,what's the name of an album by vladimir horowitz,[['dbo:artist']],['dbo:type'],list,'s name album vladimir horowitz,4,0.13706955602504617,0.2160758345464462
4027,1.0,1.0,1.0,9,1,1,What is the name of a black metal album,[['dbo:genre']],['dbo:genre'],factoid,name black metal album,4,0.22114171534937158,0.3151664226191238
4041,1.0,1.0,1.0,6,1,1,What event took place in virginia?,[['dbo:place']],['dbo:place'],factoid,event took place virginia ?,4,-0.04400311832931577,0.0030486521583817975
4043,1.0,1.0,1.0,7,1,1,where is oren safdie's place of birth,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,oren safdie 's place birth,4,-0.04359015754754263,-0.0071707919884770625
4077,1.0,1.0,1.0,6,1,1,What's the name of an album,[['dbo:type']],['dbo:type'],factoid,'s name album,4,0.40808017120007256,0.5908629152650265
4088,1.0,0.8571428571428571,0.923076923076923,8,1,7,what's the name of a museum in brazil,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,'s name museum brazil,4,0.0036875253074643067,0.16902538005329423
4092,1.0,0.4,0.5714285714285715,12,1,5,What is the name of a coastal city located in thane district,"[['dbo:isPartOf', 'dbo:location']]","['dbo:city', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid,name coastal city located thane district,4,-0.06237356438413133,0.15448127675119713
4110,0.0,0.0,0.0,12,2,0,Name the common current team of the Shaun Thong and Kaannder ?,"[['dbp:currentTeam'], ['dbp:currentTeam']]",[],list,name common current team shaun thong kaannder ?,4,-0.011013952800290794,0.0897802470235437
4147,1.0,1.0,1.0,7,1,7,Name a place in georgia (u.s. state).,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name place georgia ( u.s. state ) .,4,-0.02571975624100853,0.2056088343602211
4179,1.0,1.0,1.0,7,1,4,Name a community located in pima county.,"[['dbo:locatedInArea', 'dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",list,name community located pima county .,4,-0.048582665019676625,0.16271166126719833
4190,1.0,1.0,1.0,11,1,1,what is the name of a city in mountain time zone,[['dbo:timeZone']],['dbo:timeZone'],factoid,name city mountain time zone,4,-0.07928034390138872,0.24639439178943368
4192,1.0,0.5,0.6666666666666666,10,1,4,Name the river that flows through harghita county in Romania,"[['dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",list,name river flows harghita county romania,4,-0.023786398643710217,0.12364436813118379
4202,0.0,0.0,0.0,20,2,0,Name the licensee of the WRVU who has the affiliation of  Monroe Carell Jr. Children's Hospital at Vanderbilt ?,"[['dbp:affiliation'], ['dbp:licensee']]",[],list,name licensee wrvu affiliation monroe carell jr. children 's hospital vanderbilt ?,4,-0.014912352981913833,0.0737505946022772
4266,1.0,1.0,1.0,11,1,2,what is the name of an animation TV program in japan,"[['dbo:genre', 'dbp:genre']]","['dbo:genre', 'dbp:genre']",factoid,name animation tv program japan,4,0.000847417494063701,0.1400620241305403
4273,1.0,1.0,1.0,3,1,1,Name a chemist.,[['dbo:occupation']],['dbo:occupation'],list,name chemist .,4,0.010244416125052922,0.20578395403879618
4281,1.0,1.0,1.0,7,1,1,Where was umesh mehra's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,umesh mehra 's place birth ?,4,-0.04359015754754229,-0.007170791988477793
4296,1.0,0.5,0.6666666666666666,12,1,2,What is the name of a program from the home shopping genre,[['dbo:genre']],"['dbo:genre', 'dbp:genre']",factoid,name program home shopping genre,4,0.0934588202461908,0.13797905442917688
4300,1.0,1.0,1.0,9,1,1,What was the place of birth of mahesh thakur,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,place birth mahesh thakur,4,-0.0440153666749258,-0.007165572407441293
4306,1.0,1.0,1.0,9,1,1,Name a live track release by the rolling stones,[['dbo:artist']],['dbo:artist'],list,name live track release rolling stones,4,0.013083611026041695,0.1299399820329685
4329,1.0,1.0,1.0,8,1,1,what's the name of a robert plant album,[['dbo:artist']],['dbo:artist'],list,'s name robert plant album,4,0.1571132257723294,0.248272503521973
4335,1.0,1.0,1.0,6,1,1,Name a track from 50 cent.,[['dbo:artist']],['dbo:artist'],list,name track 50 cent .,4,-0.001631808910435247,0.15212592637211922
4342,1.0,1.0,1.0,8,1,1,Name an album from the thrash metal genre.,[['dbo:genre']],['dbo:genre'],list,name album thrash metal genre .,4,0.2951332432834981,0.26719195198440715
4355,0.0,0.0,0.0,7,1,0,what place was founded by firaxis games,[['dbo:foundationPlace']],[],factoid,place founded firaxis games,4,-0.04099700469297124,-0.006312118662168052
4368,1.0,1.0,1.0,4,1,1,Name a jazz album.,[['dbo:genre']],['dbo:genre'],list,name jazz album .,4,0.23822852352655133,0.355801784862785
4371,0.0,0.0,0.0,22,2,0,Name the office holder who has a child named lori Black and Harvard Westlake school as one of the educational institute ?,"[['dbo:almaMater'], ['dbp:children']]",[],list,name office holder child named lori black harvard westlake school one educational institute ?,4,-0.013614008280174403,0.07165448101084762
4385,1.0,1.0,1.0,10,1,1,"what is the place of birth of eugène goossens, fils",[['dbo:birthPlace']],['dbo:birthPlace'],factoid,"place birth eugène goossens , fils",4,-0.04161596716333408,-0.008222727746918837
4398,1.0,1.0,1.0,14,1,1,whats the name of a baseball player who plays as a  right fielder,[['dbo:position']],['dbo:position'],factoid,whats name baseball player plays right fielder,4,-0.0047335315904717635,0.1101344093217211
4402,1.0,1.0,1.0,9,1,1,what is the place of birth of peter alexander,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,place birth peter alexander,4,-0.049382560662359076,-0.0059129384371338235
4423,1.0,1.0,1.0,9,1,1,Where is the place of birth of george fair,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,place birth george fair,4,-0.05193258549709141,-0.007332481372652821
4437,1.0,1.0,1.0,4,1,1,Name a fiction book,[['dbo:literaryGenre']],['dbo:literaryGenre'],list,name fiction book,4,0.04554605077617372,0.25900641019933124
4448,1.0,1.0,1.0,5,1,1,Name a speculative fiction book.,[['dbo:literaryGenre']],['dbo:literaryGenre'],list,name speculative fiction book .,4,0.029513017233039243,0.2002340726832049
4451,1.0,1.0,1.0,11,1,1,what is the location of  sannappa parameshwar gaonkar death place,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,location sannappa parameshwar gaonkar death place,4,-0.038475685003018005,0.002474868569202604
4452,0.0,0.0,0.0,11,2,2,What awards were presented to the person who produced Paradise place?,"[['dbp:producer'], ['dbp:awards']]","['dbo:award', 'dbo:producer']",factoid,awards presented person produced paradise place ?,4,-0.05358074428322081,0.019204196461673997
4457,1.0,1.0,1.0,7,1,1,Name a song written by peter frampton.,[['dbo:writer']],['dbo:writer'],list,name song written peter frampton .,4,-0.012176633406265408,0.1411527193304648
4482,1.0,1.0,1.0,11,1,1,What is the name of a compilation album by t. rex,[['dbo:artist']],['dbo:artist'],factoid,name compilation album t. rex,4,0.15686941290477635,0.23889142646593606
4491,1.0,1.0,1.0,9,1,7,name a census designated place in washington (u.s. state),"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name census designated place washington ( u.s. state ),4,-0.02773740900195653,0.14241550868851993
4532,1.0,1.0,1.0,9,1,1,"What is the name of forrest mars, sr.'s child?",[['dbo:parent']],['dbo:parent'],factoid,"name forrest mars , sr. 's child ?",4,-0.007052478050053483,0.11577642157111491
4558,1.0,1.0,1.0,11,1,1,What is the name of a popular album by ryuichi sakamoto,[['dbo:artist']],['dbo:artist'],factoid,name popular album ryuichi sakamoto,4,0.11819457344945905,0.19037386613209786
4566,1.0,1.0,1.0,12,1,1,what's the name of an an english psychedelic rock band from manchester,[['dbo:genre']],['dbo:genre'],list,'s name english psychedelic rock band manchester,4,0.060160607974731585,0.17810078082601333
4569,1.0,1.0,1.0,5,1,1,name a professional voice actor.,[['dbo:occupation']],['dbo:occupation'],list,name professional voice actor .,4,-0.008797138316580138,0.1969477863149464
4581,1.0,1.0,1.0,11,1,1,Name a village that runs on north american central time zone,[['dbo:timeZone']],['dbo:timeZone'],list,name village runs north american central time zone,4,-0.04457048738939963,0.13156452197982055
4583,1.0,1.0,1.0,6,1,1,Name a song by marian mcpartland,[['dbo:artist']],['dbo:artist'],list,name song marian mcpartland,4,-0.006392573588446175,0.1395810874683705
4595,1.0,1.0,1.0,5,1,2,Name a university in lexington,"[['dbo:city', 'dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:city', 'dbo:location']",list,name university lexington,4,0.0010838560149526,0.1794028789104114
4598,0.0,0.0,0.0,14,2,0,Name the people who were in a youth club managed by Luis Enrique ?,"[['dbp:manager'], ['dbp:youthclubs']]",[],list,name people youth club managed luis enrique ?,4,-0.010142184328073447,0.09599960198873078
4617,1.0,1.0,1.0,6,1,1,Name the profession of Pablo Longueria.,[['dbo:occupation']],['dbo:occupation'],list,name profession pablo longueria .,4,-0.005191881388739394,0.13709231973834385
4625,1.0,1.0,1.0,8,1,1,whats the name of a track by fugees,[['dbo:artist']],['dbo:artist'],factoid,whats name track fugees,4,0.008433032624712395,0.19413499468790443
4641,1.0,1.0,1.0,9,1,1,What is the name of a alternative metal album,[['dbo:genre']],['dbo:genre'],factoid,name alternative metal album,4,0.22935978166525142,0.33418875562652206
4643,1.0,0.5,0.6666666666666666,10,1,2,What is the name of an island in lake baikal,[['dbo:location']],"['dbo:country', 'dbo:location']",factoid,name island lake baikal,4,-0.006465529010648371,0.15461819709515964
4661,1.0,1.0,1.0,7,1,1,what is the name of an ep,[['dbo:type']],['dbo:type'],factoid,name ep,4,0.018410640008023144,0.23414451164542083
4663,1.0,0.5,0.6666666666666666,8,1,2,What is the birth place of james aiona,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid,birth place james aiona,4,-0.04913217423618486,-0.006592853955449178
4675,1.0,1.0,1.0,8,1,1,Where did battle of changsha (1944) take place,[['dbo:place']],['dbo:place'],factoid,battle changsha ( 1944 ) take place,4,-0.03799256687587479,-0.006919334758593634
4687,1.0,1.0,1.0,4,1,1,Name a reference book,[['dbo:literaryGenre']],['dbo:literaryGenre'],list,name reference book,4,0.024077177450665208,0.19220586514339236
4688,0.0,0.0,0.0,5,1,0,where is cubbler place located,"[['dbo:country', 'dbo:isPartOf']]",[],factoid,cubbler place located,4,-0.07884169220818261,0.008710796569417131
4694,1.0,1.0,1.0,6,1,7,Name a volcano located in hawaii,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name volcano located hawaii,4,-0.033033206409706806,0.16588839707642872
4711,1.0,1.0,1.0,3,1,1,name a businessman,[['dbo:occupation']],['dbo:occupation'],list,name businessman,4,0.015712465950453353,0.24791557613422005
4724,0.0,0.0,0.0,9,1,1,Name the person who died in Fair Lane ?,[['dbp:deathPlace']],['dbo:deathPlace'],list,name person died fair lane ?,4,-0.02170920048690877,0.16983885676237068
4762,1.0,1.0,1.0,7,1,7,Name a location in the united kingdom.,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name location united kingdom .,4,-0.01562733852245661,0.22460051940364265
4773,1.0,1.0,1.0,8,1,1,Where was william henry allen's place of birth?,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],factoid,william henry allen 's place birth ?,4,-0.05016263866622204,-0.008038682643751422
4776,1.0,1.0,1.0,4,1,1,Name a professional screenwriter,[['dbo:occupation']],['dbo:occupation'],list,name professional screenwriter,4,0.004492610429955212,0.20968149501988675
4783,1.0,1.0,1.0,11,1,1,What is the name of the composer that wrote mama tried,[['dbo:writer']],['dbo:writer'],factoid,name composer wrote mama tried,4,-0.010079336995718724,0.12369157968292323
4788,1.0,1.0,1.0,7,1,1,Where was michel etcheverry's place of death?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,michel etcheverry 's place death ?,4,-0.03901714370382585,-0.00294198542260686
4797,0.0,0.0,0.0,9,1,1,what is the place of birth of tomasz markowski?,[['dbo:nationality']],['dbo:birthPlace'],factoid,place birth tomasz markowski ?,4,-0.04460291913911509,-0.00716972283409744
4800,1.0,1.0,1.0,10,1,1,What is an event that took place at county louth?,[['dbo:place']],['dbo:place'],factoid,event took place county louth ?,4,-0.053178862069932206,0.0018198159184360679
4805,1.0,1.0,1.0,11,1,1,what was the place of birth of hendrik willem bakhuis roozeboom,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,place birth hendrik willem bakhuis roozeboom,4,-0.03982568895744311,-0.008898008005915756
4818,1.0,1.0,1.0,7,1,1,Name a person that is a musician.,[['dbo:occupation']],['dbo:occupation'],list,name person musician .,4,-0.0019777053362237704,0.29539735373709175
4832,1.0,1.0,1.0,13,1,1,What is the name of the town located in the mountain time zone?,[['dbo:timeZone']],['dbo:timeZone'],factoid,name town located mountain time zone ?,4,-0.07700533606079513,0.20241237413483676
4836,1.0,1.0,1.0,8,1,1,What is the name of haile selassie's parent?,"[['dbo:parent', 'dbo:child']]",['dbo:parent'],factoid,name haile selassie 's parent ?,4,-0.003613420552370003,0.1333714601529521
4841,1.0,1.0,1.0,3,1,1,Name a professor.,[['dbo:occupation']],['dbo:occupation'],list,name professor .,4,0.011088046279230695,0.21490083402970012
4870,1.0,1.0,1.0,10,1,1,What is the name of an album by ira newborn?,[['dbo:artist']],['dbo:artist'],factoid,name album ira newborn ?,4,0.12913003455860486,0.20383587914239934
4873,1.0,1.0,1.0,10,1,1,what's the name of a prominent performer of progressive rock,[['dbo:genre']],['dbo:genre'],list,'s name prominent performer progressive rock,4,0.05673113758680247,0.17079452541494114
4898,1.0,1.0,1.0,7,1,2,"Which place is located in cincinnati, ohio?","[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:location']",factoid,"place located cincinnati , ohio ?",4,-0.07444554340245811,0.005873842389613666
4915,1.0,1.0,1.0,8,1,1,What is the name of a hockey centerman,[['dbo:position']],['dbo:position'],factoid,name hockey centerman,4,0.002095763091011134,0.1652564924990063
4936,1.0,1.0,1.0,8,1,1,name the mountain range of Le Gibloux ?,[['dbo:mountainRange']],['dbo:mountainRange'],list,name mountain range le gibloux ?,4,-0.009260547278731662,0.13215865294474513
4938,1.0,1.0,1.0,5,1,1,Name a famous record producer,[['dbo:occupation']],['dbo:occupation'],list,name famous record producer,4,0.0008788969606655197,0.20758358662643253
4946,1.0,1.0,1.0,11,1,1,What is the name of an album created by hank snow,[['dbo:artist']],['dbo:artist'],factoid,name album created hank snow,4,0.12952980996815538,0.2032149513614401
4947,1.0,1.0,1.0,8,1,1,where is gylmar dos santos neves's death place,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,gylmar dos santos neves 's death place,4,-0.03552501637495573,-0.006894756374776855
4966,1.0,1.0,1.0,4,1,1,name a professional cinematographer.,[['dbo:occupation']],['dbo:occupation'],list,name professional cinematographer .,4,0.0047993111846285266,0.21395349169665512
4973,1.0,1.0,1.0,8,1,1,Name an alternative metal band from San Francisco.,[['dbo:genre']],['dbo:genre'],list,name alternative metal band san francisco .,4,0.030699709878583736,0.17274707229537467
4981,1.0,1.0,1.0,10,1,1,What was the place of death of merwin k. hart,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,place death merwin k. hart,4,-0.03779964307290862,-0.00326803365637737
4983,1.0,1.0,1.0,13,1,1,What is the name of the band known for its acid jazz music?,[['dbo:genre']],['dbo:genre'],factoid,name band known acid jazz music ?,4,0.14873261872821064,0.09676620221876954
4985,1.0,1.0,1.0,7,1,1,where was solomon saltiel's place of death,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,solomon saltiel 's place death,4,-0.03738866631421278,-0.00313114433737698
4999,1.0,1.0,1.0,9,1,7,What is the name of a county in kansas?,"[['dbo:province', 'dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,name county kansas ?,4,-0.012147329929404066,0.21124383937019411
5002,1.0,1.0,1.0,3,1,1,Name a judge.,[['dbo:occupation']],['dbo:occupation'],list,name judge .,4,0.011532732166122064,0.21432422234737006
5015,1.0,1.0,1.0,9,1,1,name a locality located in central european time zone,[['dbo:timeZone']],['dbo:timeZone'],list,name locality located central european time zone,4,-0.06643955808036234,0.14850067191319252
5017,1.0,1.0,1.0,11,1,1,What german city was the place of birth of carl neuberg?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,german city place birth carl neuberg ?,4,-0.07131131875886129,0.014232936385179827
5031,1.0,1.0,1.0,3,1,1,Name a singer-songwriter.,[['dbo:occupation']],['dbo:occupation'],list,name singer-songwriter .,4,0.0063789500809914934,0.18991851695424666
5059,1.0,1.0,1.0,10,1,7,What is the name of a famous house in wisconsin?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,name famous house wisconsin ?,4,-0.00110433616300201,0.18793488742404463
5083,1.0,0.14285714285714285,0.25,5,1,7,Name a river in texas.,[['dbo:locatedInArea']],"['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name river texas .,4,-0.0006539758798088386,0.21518481607469336
5103,1.0,1.0,1.0,11,1,1,Name the Family Guy spin off show that seth macfarlane created,[['dbo:creator']],['dbo:creator'],list,name family guy spin show seth macfarlane created,4,-0.009205518014684782,0.086239354986671
5119,1.0,1.0,1.0,7,1,1,whats the name of a television producer,[['dbo:occupation']],['dbo:occupation'],factoid,whats name television producer,4,0.0073866544844345145,0.2118034201667383
5134,0.5,1.0,0.6666666666666666,19,2,1,Name the movies for which music was given by  Geoffrey Burgon and distributed by  Cinema International Corporation?,"[['dbp:distributor'], ['dbp:music']]",['dbp:distributor'],list,name movies music given geoffrey burgon distributed cinema international corporation ?,4,0.0739913105305735,0.05071269715823555
5135,1.0,1.0,1.0,8,1,1,"Name an alternative rock band from Seattle, Washington.",[['dbo:genre']],['dbo:genre'],list,"name alternative rock band seattle , washington .",4,0.07191580511684036,0.1994083741195701
5159,1.0,1.0,1.0,8,1,1,what is the birth place of james reyne?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,birth place james reyne ?,4,-0.04913217423618487,-0.006592853955449158
5161,0.0,0.0,0.0,6,1,0,Name a the dead boys album.,[['dbo:artist']],[],list,name dead boys album .,4,0.1586578737895935,0.24012521233571354
5177,0.0,0.0,0.0,14,2,0,Name the commanders of military conflicts where Roundhead was one of the commander ?,"[['dbp:commander'], ['dbo:commander']]",[],list,name commanders military conflicts roundhead one commander ?,4,-0.009806072824512988,0.10152162681831599
5193,1.0,1.0,1.0,6,1,1,name a song by david gilmour,[['dbo:artist']],['dbo:artist'],list,name song david gilmour,4,-0.006984728502180999,0.156866254124005
5221,1.0,1.0,1.0,11,1,1,which album is the name of the forest swords debut album,[['dbo:type']],['dbo:type'],factoid,album name forest swords debut album,4,0.19158007385152054,0.21896257150515158
5227,1.0,1.0,1.0,7,1,1,what was theda bara's place of death,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,theda bara 's place death,4,-0.03720479799310165,-0.0037847468682236747
5238,1.0,0.6,0.7499999999999999,9,1,5,What is a place within kingdom of the netherlands,"[['dbo:country', 'dbo:city', 'dbo:location']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid,place within kingdom netherlands,4,-0.04440629911498482,0.011116023292385802
5283,1.0,1.0,1.0,4,1,1,Name a high school,[['dbo:type']],['dbo:type'],list,name high school,4,0.013488692589500008,0.22873737806652894
5290,1.0,1.0,1.0,12,1,1,What is the name of a location within the mountain time zone,[['dbo:timeZone']],['dbo:timeZone'],factoid,name location within mountain time zone,4,-0.04348064967147608,0.19223318432560071
5302,1.0,0.6,0.7499999999999999,8,1,5,Name a city in Kingdom of the Netherlands.,"[['dbo:country', 'dbo:city', 'dbo:location']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",list,name city kingdom netherlands .,4,-0.0371850330120198,0.20753331760937666
5312,1.0,1.0,1.0,9,1,7,What is the name of a community in kentucky?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,name community kentucky ?,4,0.0014474530492100152,0.17701885271250004
