,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type,training_count
3314,0.5,0.2,0.2857142857142857,14,2,5,Which moto of american Classical League is also the academic discipline of Probus ?,"[['dbp:motto'], ['dbo:academicDiscipline']]","['dbo:academicDiscipline', 'dbo:country', 'dbo:sport', 'dbp:deathPlace', 'dbp:discipline']",factoid,"[[1], [10]]"
3315,0.0,0.0,0.0,5,1,5,Name  some ww1 veterans?,[['dbp:battles']],"['dbo:almaMater', 'dbo:hometown', 'dbo:militaryBranch', 'dbo:notableWork', 'dbo:state']",list,[[35]]
3327,0.5,0.2,0.2857142857142857,17,2,5,Who is the President of the United World College of Costa Rica and United World Colleges ?,"[['dbp:president'], ['dbp:president']]","['dbo:president', 'dbo:product', 'dbo:sport', 'dbp:keyPeople', 'dbp:president']",factoid,"[[23], [23]]"
3351,0.0,0.0,0.0,6,1,5,who directed the secret agent club,[['dbo:cinematography']],"['dbo:developer', 'dbo:director', 'dbo:position', 'dbp:director', 'dbp:studio']",factoid,[[124]]
3411,0.5,0.2,0.2857142857142857,10,2,5,"What borders the valley which falls under Lake County, Oregon?","[['dbo:municipality'], ['dbo:border']]","['dbo:border', 'dbo:city', 'dbo:locatedInArea', 'dbo:state', 'dbp:allegiance']",factoid,"[[9], [9]]"
3425,0.0,0.0,0.0,7,1,5,Who was on the Apollo 11 mission?,[['dbp:crewMembers']],"['dbo:locatedInArea', 'dbo:mission', 'dbo:writer', 'dbp:mission', 'dbp:type']",factoid,[[1]]
3426,0.5,0.2,0.2857142857142857,17,2,5,What is the television show with presentator as Ryan Seacrest and theme music composer as Julian Gingell?,"[['dbo:presenter'], ['dbp:themeMusicComposer']]","['dbp:channel', 'dbp:company', 'dbp:creator', 'dbp:genre', 'dbp:themeMusicComposer']",factoid,"[[10], [28]]"
3428,0.0,0.0,0.0,7,1,5,Was Noko a band member of Luxuria?,[['dbo:formerBandMember']],"['dbo:artist', 'dbo:associatedBand', 'dbo:bandMember', 'dbo:type', 'dbp:currentMembers']",boolean,[[10]]
3431,0.5,0.2,0.2857142857142857,9,2,5,"Where are all the protected areas near Bend, Oregon?","[['dbo:nearestCity'], ['dbo:location']]","['dbo:city', 'dbo:locatedInArea', 'dbo:location', 'dbo:state', 'dbp:location']",factoid,"[[11], [1670]]"
3447,0.0,0.0,0.0,7,2,5,What is the longest river in China?,"[['dbo:country'], ['dbp:length']]","['dbo:areaTotal', 'dbo:elevation', 'dbo:length', 'dbo:mainspan', 'dbo:occupation']",factoid,"[[2554], [1]]"
3456,0.0,0.0,0.0,8,1,5,How many people have played for the NBA?,[['dbp:league']],"['dbo:formerTeam', 'dbo:league', 'dbo:team', 'dbp:playedFor', 'dbp:team']",count,[[12]]
3485,0.5,0.2,0.2857142857142857,13,2,5,Where is Tahual located which is also the country of Ren Romano ?,"[['dbp:citizenship'], ['dbp:location']]","['dbo:country', 'dbo:region', 'dbp:location', 'dbp:locationCountry', 'dbp:region']",factoid,"[[7], [22]]"
3508,0.0,0.0,0.0,11,1,5,what kind of comdey is not the end of the world,[['dbo:literaryGenre']],"['dbo:class', 'dbo:field', 'dbo:genre', 'dbo:position', 'dbo:type']",factoid,[[750]]
3523,0.5,0.2,0.2857142857142857,17,2,5,Count all the universities who participated in the tournament won by Alabama Crimson Tides in 2015 ?,"[['dbp:athletics'], ['dbp:champion']]","['dbo:battle', 'dbo:notableWork', 'dbp:athletics', 'dbp:league', 'dbp:name']",count,"[[19], [6]]"
3531,0.0,0.0,0.0,7,1,5,Which museum exhibits The Scream by Munch?,[['dbo:museum']],"['dbo:field', 'dbo:location', 'dbo:restingPlace', 'dbo:series', 'dbp:genre']",factoid,[[1]]
3558,0.5,0.2,0.2857142857142857,11,2,5,Which river's source country is Zambia and mouth country is Mozambique?,"[['dbo:sourceCountry'], ['dbp:mouthCountry']]","['dbo:riverMouth', 'dbo:sourceCountry', 'dbo:sourceRegion', 'dbp:mouthLocation', 'dbp:sourceRegion']",factoid,"[[22], [3]]"
3573,0.5,0.2,0.2857142857142857,16,2,5,Name the movie which has music composed by Elliot Goldenthal and screenplay by Akiva Goldsman ?,"[['dbp:music'], ['dbp:screenplay']]","['dbo:composer', 'dbo:musicComposer', 'dbp:director', 'dbp:music', 'dbp:themeMusicComposer']",list,"[[26], [11]]"
3612,0.0,0.0,0.0,9,2,5,Which of Tim Burton's films had the highest budget?,"[['dbo:director'], ['dbo:budget']]","['dbo:editing', 'dbo:elevation', 'dbo:genre', 'dbp:director', 'dbp:music']",factoid,"[[607], [2]]"
3651,0.0,0.0,0.0,5,1,5,Was Castillo discovered by Galileo?,[['dbp:discoverer']],"['dbo:artist', 'dbo:discoverer', 'dbo:locatedInArea', 'dbo:location', 'dbp:birthPlace']",boolean,[[4]]
3653,0.5,0.2,0.2857142857142857,11,2,5,What games can be played in schools founded by Fr. Orlando?,"[['dbo:foundedBy'], ['dbo:sport']]","['dbo:city', 'dbo:foundationPlace', 'dbo:publisher', 'dbo:sport', 'dbp:founder']",factoid,"[[73], [41]]"
3672,0.5,0.2,0.2857142857142857,12,2,5,Which genre of books does the writer of The Many Hands write?,"[['dbp:author'], ['dbo:genre']]","['dbo:author', 'dbo:literaryGenre', 'dbp:author', 'dbp:subject', 'dbp:writer']",factoid,"[[24], [5588]]"
3705,0.5,0.2,0.2857142857142857,17,2,5,What is the headquarters of the public transit system which is the system of Bottineau LRT ?,"[['dbp:system'], ['dbp:headquarters']]","['dbo:manufacturer', 'dbo:owningOrganisation', 'dbo:type', 'dbp:headquarters', 'dbp:operator']",factoid,"[[4], [32]]"
3706,0.5,0.2,0.2857142857142857,13,2,5,How many cars are the predecessor of cars similar to the Pontiac G8?,"[['dbo:relatedMeanOfTransportation'], ['dbo:predecessor']]","['dbo:predecessor', 'dbo:region', 'dbo:successor', 'dbp:predecessor', 'dbp:related']",count,"[[4], [20]]"
3716,0.5,0.2,0.2857142857142857,9,2,5,Who are relatives of Ozzy Osbourne and Kelly Osbourne?,"[['dbp:relatives'], ['dbp:relatives']]","['dbo:child', 'dbo:nationality', 'dbo:relation', 'dbo:relative', 'dbp:relatives']",factoid,"[[24], [24]]"
3743,0.5,0.2,0.2857142857142857,10,2,5,Whose successors are Robert P. Smith and Adrian A. Basora?,"[['dbp:successor'], ['dbp:successor']]","['dbo:region', 'dbo:successor', 'dbp:predecessor', 'dbp:state', 'dbp:successor']",factoid,"[[34], [34]]"
3748,0.5,0.2,0.2857142857142857,8,2,5,Which sea is surrounded by Rostock and Kaliningrad?,"[['dbp:cities'], ['dbp:cities']]","['dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbp:cities']",factoid,"[[31], [31]]"
3756,0.5,0.2,0.2857142857142857,17,2,5,"How many awards have been received by graduates of University of Melbourne, Faculty of VCA & MCM?","[['dbo:training'], ['dbo:award']]","['dbo:almaMater', 'dbo:award', 'dbp:awards', 'dbp:education', 'dbp:prizes']",count,"[[9], [67]]"
3765,0.5,0.2,0.2857142857142857,12,2,5,What do craig Van tilbury and karen Grigorian do for a living?,"[['dbo:occupation'], ['dbo:occupation']]","['dbo:knownFor', 'dbo:notableWork', 'dbo:occupation', 'dbp:occupation', 'dbp:relatives']",factoid,"[[629], [629]]"
3774,0.5,0.2,0.2857142857142857,7,2,5,How many grand-children did Jacques Cousteau have?,"[['dbo:child'], ['dbo:child']]","['dbo:author', 'dbo:child', 'dbo:parent', 'dbo:predecessor', 'dbp:children']",count,"[[150], [150]]"
3782,0.5,0.2,0.2857142857142857,15,2,5,Which mainter of Pandaruan Bridge is also the land of Malaysia junior Hockey league ?,"[['dbo:country'], ['dbo:maintainedBy']]","['dbo:birthPlace', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:state']",factoid,"[[2554], [12]]"
3817,0.5,0.2,0.2857142857142857,14,2,5,What are some shareholders of the bridge maintained by the Massachusetts department of transportation?,"[['dbo:maintainedBy'], ['dbp:owner']]","['dbo:birthPlace', 'dbo:parentCompany', 'dbo:state', 'dbp:operator', 'dbp:owner']",factoid,"[[12], [51]]"
3846,0.5,0.2,0.2857142857142857,12,2,5,"From where does the river start, which flows into the Conowingo dam?","[['dbo:riverMouth'], ['dbo:source']]","['dbo:mouthMountain', 'dbo:riverMouth', 'dbo:sourceMountain', 'dbo:sourcePlace', 'dbp:mouthLocation']",factoid,"[[39], [13]]"
3851,0.0,0.0,0.0,7,1,5,Name the university of Alexandre Tichonov ?,[['dbp:university']],"['dbo:campus', 'dbo:institution', 'dbo:university', 'dbp:athletics', 'dbp:education']",list,[[3]]
3858,0.0,0.0,0.0,5,1,5,Which animals are critically endangered?,[['dbo:conservationStatus']],"['dbo:deathCause', 'dbo:kingdom', 'dbo:locatedInArea', 'dbo:parent', 'dbo:writer']",factoid,[[2]]
3870,0.5,0.2,0.2857142857142857,12,2,5,What are the nicknames of the schools whose color is royal blue?,"[['dbo:colour'], ['dbp:nickname']]","['dbo:birthPlace', 'dbo:honours', 'dbo:state', 'dbp:namedFor', 'dbp:nickname']",factoid,"[[4], [19]]"
3911,0.0,0.0,0.0,9,1,5,What is the location of the Houses of Parliament?,[['dbo:location']],"['dbo:country', 'dbo:district', 'dbo:region', 'dbp:address', 'dbp:houses']",factoid,[[1670]]
3961,0.5,0.2,0.2857142857142857,15,2,5,Guggenheim family is the cofounder of a company that invested stocks in which baseball teams?,"[['dbp:owner'], ['dbp:founder']]","['dbo:foundationPlace', 'dbo:foundedBy', 'dbo:owner', 'dbp:foundation', 'dbp:founder']",list,"[[51], [25]]"
3996,0.5,0.2,0.2857142857142857,11,2,5,Rostock and Oulu is the shore cities on which sea ?,"[['dbp:cities'], ['dbp:cities']]","['dbo:city', 'dbo:country', 'dbo:location', 'dbp:cities', 'dbp:outflow']",list,"[[31], [31]]"
4003,0.0,0.0,0.0,10,1,5,Which company is the parent company of Chevrolet Spark ?,[['dbp:parentCompany']],"['dbo:parent', 'dbo:parentCompany', 'dbo:parentOrganisation', 'dbo:subsidiary', 'dbp:parent']",factoid,[[4]]
4015,0.0,0.0,0.0,8,1,5,What type of government is elected in Kumta?,[['dbo:governmentType']],"['dbo:country', 'dbo:genre', 'dbo:isPartOf', 'dbo:location', 'dbo:type']",factoid,[[8]]
4051,0.0,0.0,0.0,8,1,5,who was a coproducer of the trudell movie,[['dbo:cinematography']],"['dbo:editing', 'dbo:musicComposer', 'dbo:producer', 'dbo:writer', 'dbp:studio']",factoid,[[124]]
4055,0.0,0.0,0.0,9,2,5,Which city has radio stations which are Religious ?,"[['dbp:format'], ['dbp:city']]","['dbo:city', 'dbo:hometown', 'dbo:location', 'dbo:programmeFormat', 'dbp:area']",factoid,"[[3], [28]]"
4062,0.0,0.0,0.0,7,1,5,what is one of gene brewer's works,[['dbo:author']],"['dbo:creator', 'dbo:field', 'dbo:industry', 'dbo:occupation', 'dbo:writer']",factoid,[[426]]
4070,0.0,0.0,0.0,16,2,5,In how many places can I find tombs of people who fought in the Norwalk Trainband?,"[['dbo:militaryUnit'], ['dbp:restingplace']]","['dbo:territory', 'dbp:battles', 'dbp:combatant', 'dbp:place', 'dbp:placeOfBirth']",count,"[[16], [25]]"
4071,0.5,0.2,0.2857142857142857,13,2,5,What is the municipality of the Homestead Grays Bridge and Roberto Clemente Bridge?,"[['dbo:municipality'], ['dbo:municipality']]","['dbo:isPartOf', 'dbo:municipality', 'dbo:state', 'dbp:district', 'dbp:neighboringMunicipalities']",factoid,"[[9], [9]]"
4079,0.0,0.0,0.0,9,1,5,Cleopatra V of Egypt is father to which royalty?,[['dbp:mother']],"['dbo:birthPlace', 'dbo:parent', 'dbo:relative', 'dbp:children', 'dbp:spouse']",list,[[4]]
4082,0.0,0.0,0.0,5,2,5,Which Greek parties are pro-European?,"[['dbo:country'], ['dbo:ideology']]","['dbo:headquarter', 'dbo:leader', 'dbo:party', 'dbp:membership', 'dbp:party']",factoid,"[[2554], [73]]"
4094,0.5,0.2,0.2857142857142857,17,2,5,Name the garrison of the Western Naval Command and line of the Vadodara Junction railway station ?,"[['dbp:line'], ['dbp:garrison']]","['dbo:battle', 'dbo:garrison', 'dbo:routeEnd', 'dbo:type', 'dbp:garrison']",list,"[[5], [8]]"
4096,0.5,0.2,0.2857142857142857,16,2,5,List the sports of PATTS College of Aeronautics which are of interest of Jon Speelman ?,"[['dbo:field'], ['dbp:athletics']]","['dbo:athletics', 'dbo:sport', 'dbp:athletics', 'dbp:fields', 'dbp:mainInterests']",list,"[[83], [19]]"
4106,0.0,0.0,0.0,9,1,5,"What is the career of George Arceneaux, Jr. ?",[['dbo:occupation']],"['dbo:notableWork', 'dbo:profession', 'dbp:debutteam', 'dbp:occupation', 'dbp:office']",factoid,[[629]]
4108,0.5,0.2,0.2857142857142857,11,2,5,Who was in the missions of Apollo 11 and Gemini 8?,"[['dbp:mission'], ['dbp:mission']]","['dbo:birthPlace', 'dbo:commander', 'dbp:commander', 'dbp:mission', 'dbp:type']",factoid,"[[8], [8]]"
4111,0.0,0.0,0.0,6,1,5,which genre is book of lightning,[['dbo:genre']],"['dbo:author', 'dbo:birthPlace', 'dbo:isPartOf', 'dbo:literaryGenre', 'dbo:notableWork']",factoid,[[5588]]
4150,0.5,0.2,0.2857142857142857,11,2,5,"In which region is the rival school of Somerset, Massachusetts located?","[['dbp:rival'], ['dbo:region']]","['dbo:location', 'dbo:region', 'dbo:rival', 'dbo:state', 'dbo:successor']",factoid,"[[2], [1153]]"
4151,0.5,0.2,0.2857142857142857,10,2,5,Which US state has Dorchester Bay and the Joseph Story?,"[['dbp:state'], ['dbp:state']]","['dbo:state', 'dbo:stateOfOrigin', 'dbp:birthPlace', 'dbp:district', 'dbp:state']",factoid,"[[21], [21]]"
4161,0.0,0.0,0.0,8,1,5,which eastern european country is peleaga located in?,[['dbo:locatedInArea']],"['dbo:country', 'dbo:district', 'dbo:isPartOf', 'dbo:location', 'dbo:region']",factoid,[[1072]]
4174,0.0,0.0,0.0,5,1,5,which country is sirhan sirhan,[['dbp:birthPlace']],"['dbo:birthPlace', 'dbo:country', 'dbo:district', 'dbo:isPartOf', 'dbo:locatedInArea']",factoid,[[1526]]
4179,0.5,0.2,0.2857142857142857,10,2,5,whose is famous works are Maniac Magee and Wringer ?,"[['dbp:notableworks'], ['dbp:notableworks']]","['dbo:employer', 'dbo:knownFor', 'dbo:notableWork', 'dbo:occupation', 'dbp:notableworks']",factoid,"[[16], [16]]"
4192,0.5,0.2,0.2857142857142857,9,2,5,In which fields have people born in Lausanne worked?,"[['dbp:placeOfBirth'], ['dbp:fields']]","['dbo:academicAdvisor', 'dbo:birthPlace', 'dbo:occupation', 'dbo:team', 'dbp:fields']",factoid,"[[41], [20]]"
4210,0.5,0.2,0.2857142857142857,16,2,5,Whay common comic is written by Karakuri Dji Ultimo and narrated by The Incredible Hulk ?,"[['dbp:author'], ['dbp:narrated']]","['dbo:literaryGenre', 'dbo:series', 'dbp:genre', 'dbp:narrated', 'dbp:writers']",list,"[[24], [12]]"
4211,0.0,0.0,0.0,6,1,5,How many shows does HBO have?,[['dbo:company']],"['dbo:genre', 'dbo:network', 'dbp:company', 'dbp:genre', 'dbp:network']",count,[[11]]
4223,0.5,0.2,0.2857142857142857,12,2,5, Giuseppe Bertello and Pietro Parolin are leaders of which place ?,"[['dbo:leader'], ['dbo:leader']]","['dbo:country', 'dbo:leader', 'dbo:leaderName', 'dbp:location', 'dbp:placeOfDeath']",list,"[[32], [32]]"
4238,0.5,0.2,0.2857142857142857,9,2,5,Where is the debut team of Shaquil Barrett located?,"[['dbp:debutteam'], ['dbo:locationCity']]","['dbo:debutTeam', 'dbo:location', 'dbo:region', 'dbp:debutteam', 'dbp:location']",factoid,"[[21], [25]]"
4246,0.5,0.2,0.2857142857142857,13,2,5,How many bands are signed up with labels which were founded in Japan?,"[['dbp:label'], ['dbp:foundation']]","['dbo:foundationPlace', 'dbo:recordLabel', 'dbp:country', 'dbp:founder', 'dbp:label']",count,"[[33], [17]]"
4292,0.0,0.0,0.0,7,1,5,Where is the south shore plaza located?,[['dbp:address']],"['dbo:country', 'dbo:district', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location']",factoid,[[11]]
4307,0.0,0.0,0.0,6,1,5,Which movie did byron haskin directed?,[['dbo:cinematography']],"['dbo:child', 'dbo:country', 'dbo:director', 'dbo:producer', 'dbp:director']",factoid,[[124]]
4311,0.0,0.0,0.0,8,1,5,what mixing technique is used by dj screw,[['dbo:genre']],"['dbo:artist', 'dbo:field', 'dbo:type', 'dbo:writer', 'dbp:modes']",factoid,[[5588]]
4319,0.0,0.0,0.0,10,2,5,Which work institue of andrew Schally belongs to WTUL ?,"[['dbp:workInstitutions'], ['dbp:owner']]","['dbo:country', 'dbo:employer', 'dbo:notableWork', 'dbp:employer', 'dbp:nationality']",factoid,"[[8], [51]]"
4325,0.0,0.0,0.0,8,1,5,Does Dan River flow into the Jordan Valley?,[['dbo:leftTributary']],"['dbo:mouthMountain', 'dbo:river', 'dbo:riverMouth', 'dbo:sourceMountain', 'dbp:inflow']",boolean,[[6]]
4346,0.0,0.0,0.0,13,2,5,What are some dishes from the family of dishes which primarily use flour?,"[['dbo:type'], ['dbp:mainIngredient']]","['dbo:division', 'dbo:family', 'dbo:ingredient', 'dbo:region', 'dbp:country']",factoid,"[[1160], [6]]"
4348,0.5,0.2,0.2857142857142857,12,2,5,How many different people hold authority over the members of Balanidae family?,"[['dbo:family'], ['dbo:binomialAuthority']]","['dbo:family', 'dbo:isPartOf', 'dbo:parentOrganisation', 'dbo:region', 'dbp:children']",count,"[[20], [9]]"
4353,0.5,0.2,0.2857142857142857,16,2,5,Who was the chairman of Fort Lauderdale Strikers and also 2015 Fort Lauderdale Strikers season ?,"[['dbo:chairman'], ['dbo:chairman']]","['dbo:chairman', 'dbo:ground', 'dbp:chairman', 'dbp:founder', 'dbp:name']",factoid,"[[11], [11]]"
4361,0.5,0.2,0.2857142857142857,9,2,5,Which series are Lennier and Londo Mollari both from?,"[['dbo:series'], ['dbo:series']]","['dbo:nationality', 'dbo:notableWork', 'dbo:series', 'dbp:author', 'dbp:series']",factoid,"[[71], [71]]"
4366,0.5,0.2,0.2857142857142857,14,2,5,List the graves of the royalities which have been buried at Beeleigh Abbey ?,"[['dbp:placeOfBurial'], ['dbp:placeOfBurial']]","['dbo:restingPlace', 'dbp:placeOfBurial', 'dbp:placeofburial', 'dbp:restingPlace', 'dbp:restingplace']",list,"[[17], [17]]"
4373,0.5,0.2,0.2857142857142857,15,2,5,"Who is the producer of the album, after which A Nice pair was released ?","[['dbo:previousWork'], ['dbp:producer']]","['dbo:producer', 'dbo:subsequentWork', 'dbo:type', 'dbp:album', 'dbp:producer']",factoid,"[[11], [24]]"
4436,0.0,0.0,0.0,5,1,5,Is Guatemala a unitary state?,[['dbo:governmentType']],"['dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",boolean,[[8]]
4445,0.5,0.2,0.2857142857142857,11,2,5,Name the tv series produced by Stephen Ambrose and Erik Bork?,"[['dbo:producer'], ['dbo:producer']]","['dbo:executiveProducer', 'dbo:producer', 'dbo:series', 'dbo:starring', 'dbp:producer']",list,"[[506], [506]]"
4458,0.5,0.2,0.2857142857142857,16,2,5,List all the nicknames of the city which has Toru gingerbread as one of it ?,"[['dbp:nickname'], ['dbp:nickname']]","['dbo:birthPlace', 'dbo:city', 'dbo:hometown', 'dbp:birthPlace', 'dbp:nickname']",list,"[[19], [19]]"
4468,0.5,0.2,0.2857142857142857,21,2,5,What is the residence of the bronze medalist of Alpine skiing at the women's downhill competition at the 1972 Winter Olympics?,"[['dbo:bronzeMedalist'], ['dbp:birthPlace']]","['dbo:bronzeMedalist', 'dbo:residence', 'dbo:silverMedalist', 'dbp:deathPlace', 'dbp:residence']",factoid,"[[5], [1526]]"
4470,0.5,0.2,0.2857142857142857,14,2,5,What are some wars fought when Chung Il Kwon as the country's prime minister?,"[['dbo:commander'], ['dbp:primeminister']]","['dbo:country', 'dbo:primeMinister', 'dbo:religion', 'dbp:battles', 'dbp:primeminister']",factoid,"[[30], [16]]"
4472,0.0,0.0,0.0,8,1,5,Is the charat district a district in peru?,[['dbp:settlementType']],"['dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']",boolean,[[4]]
4508,0.0,0.0,0.0,16,2,5,List down the schools whose mascot is an animal from the order of Even toed Ungulates?,"[['dbp:programmingLanguage'], ['dbp:designer']]","['dbo:division', 'dbo:family', 'dbo:order', 'dbo:species', 'dbp:mascot']",list,"[[15], [21]]"
4510,0.0,0.0,0.0,10,1,5,Who is the fictional character who starred in The Dognapper?,[['dbo:voice']],"['dbo:birthPlace', 'dbo:creator', 'dbo:starring', 'dbp:characters', 'dbp:starring']",factoid,[[11]]
4512,0.5,0.2,0.2857142857142857,13,2,5,Who created the stadiums who have been rented by the Boston Red Sox?,"[['dbo:tenant'], ['dbp:architect']]","['dbo:tenant', 'dbp:location', 'dbp:owner', 'dbp:tenants', 'dbp:venue']",factoid,"[[28], [10]]"
4519,0.0,0.0,0.0,3,1,5,what is aviacsa,[['dbo:industry']],"['dbo:birthPlace', 'dbo:genre', 'dbo:hometown', 'dbo:isPartOf', 'dbp:genre']",factoid,[[223]]
4555,0.5,0.2,0.2857142857142857,9,2,5,Whose songs are Tickle Me and Viva Las Vegas?,"[['dbp:artist'], ['dbp:artist']]","['dbo:album', 'dbo:artist', 'dbo:musicalArtist', 'dbp:artist', 'dbp:director']",factoid,"[[38], [38]]"
4560,0.5,0.2,0.2857142857142857,16,2,5,What is the college of Malik Ausean which is also the college of Kyle Fuller ?,"[['dbp:college'], ['dbo:college']]","['dbo:almaMater', 'dbo:campus', 'dbo:college', 'dbo:institution', 'dbo:university']",factoid,"[[5], [13]]"
4566,0.5,0.2,0.2857142857142857,8,2,5,List the colonel with branch as Militia ?,"[['dbp:branch'], ['dbp:rank']]","['dbo:genre', 'dbo:governor', 'dbo:locatedInArea', 'dbo:militaryBranch', 'dbp:branch']",list,"[[18], [6]]"
4567,0.0,0.0,0.0,8,1,5,Was Class Conflict an interest of Karl Marx?,[['dbo:mainInterest']],"['dbo:battle', 'dbo:distributor', 'dbo:literaryGenre', 'dbo:type', 'dbp:mainInterests']",boolean,[[3]]
4574,0.0,0.0,0.0,8,1,5,what parking would you find the teton range,[['dbo:state']],"['dbo:country', 'dbo:district', 'dbo:location', 'dbo:mountainRange', 'dbo:position']",factoid,[[875]]
4614,0.0,0.0,0.0,8,1,5,What musicians are signed up with colpix records?,[['dbp:label']],"['dbo:associatedMusicalArtist', 'dbo:location', 'dbo:musicComposer', 'dbo:recordLabel', 'dbo:writer']",factoid,[[33]]
4615,0.0,0.0,0.0,11,2,5,Which artists were born on the same date as Rachel Stevens?,"[['dbo:birthDate'], ['dbo:birthDate']]","['dbo:birthPlace', 'dbp:artist', 'dbp:associatedActs', 'dbp:birthPlace', 'dbp:placeOfBirth']",factoid,"[[9], [9]]"
4618,0.5,0.2,0.2857142857142857,18,2,5,From which countries are the people from who are an academic authority of the Western pygmy blue species?,"[['dbo:binomialAuthority'], ['dbo:citizenship']]","['dbo:binomialAuthority', 'dbo:country', 'dbp:country', 'dbp:leaderName', 'dbp:prizes']",factoid,"[[9], [16]]"
4633,0.5,0.2,0.2857142857142857,11,2,5,With which musical artist is the producer of Spotlight associated ?,"[['dbo:producer'], ['dbp:associatedActs']]","['dbo:associatedBand', 'dbo:associatedMusicalArtist', 'dbo:musicalArtist', 'dbp:artist', 'dbp:associatedActs']",factoid,"[[506], [19]]"
4636,0.0,0.0,0.0,8,1,5,Which models were featured in Playboy Playmates 1954?,[['dbp:succeeded']],"['dbo:associatedBand', 'dbo:genre', 'dbo:predecessor', 'dbo:recordedIn', 'dbp:related']",factoid,[[1]]
4639,0.0,0.0,0.0,15,2,5,Who are the people whose alumna is a part of the National Collegiate Athletic Association?,"[['dbo:athletics'], ['dbp:education']]","['dbo:affiliation', 'dbo:almaMater', 'dbo:birthPlace', 'dbp:almaMater', 'dbp:athletics']",factoid,"[[10], [21]]"
4657,0.5,0.2,0.2857142857142857,13,2,5,What is the layout of the automobiles whose designer company is Olivier Boulay?,"[['dbo:designCompany'], ['dbo:layout']]","['dbo:architect', 'dbo:designer', 'dbo:layout', 'dbo:relatedMeanOfTransportation', 'dbp:designer']",factoid,"[[5], [7]]"
4710,0.5,0.2,0.2857142857142857,16,2,5,Which royalty was married to ptolemy XIII Theos Philopator and had mother named Cleopatra V ?,"[['dbp:mother'], ['dbp:spouse']]","['dbo:parent', 'dbo:spouse', 'dbp:associatedActs', 'dbp:awards', 'dbp:spouse']",factoid,"[[4], [19]]"
4717,0.5,0.2,0.2857142857142857,9,2,5,Panthera leo fossils and Liger belong to which species?,"[['dbo:species'], ['dbo:species']]","['dbo:birthPlace', 'dbo:family', 'dbo:kingdom', 'dbo:phylum', 'dbo:species']",list,"[[14], [14]]"
4720,0.5,0.2,0.2857142857142857,15,2,5,What are some magazines whose publishers are themselves Rock and Roll Hall of Fame members?,"[['dbo:publisher'], ['dbo:award']]","['dbo:founder', 'dbo:hometown', 'dbo:publisher', 'dbo:team', 'dbp:publisher']",factoid,"[[288], [67]]"
4735,0.5,0.2,0.2857142857142857,12,2,5,Which awards have been given to the horse who sired Triplicate ?,"[['dbp:sire'], ['dbo:honours']]","['dbo:award', 'dbo:honours', 'dbo:restingPlace', 'dbp:awards', 'dbp:race']",factoid,"[[1], [12]]"
4746,0.0,0.0,0.0,10,2,5,Which country's engineered have studied at Aero Klub in Wroclaw?,"[['dbo:institution'], ['dbp:nationality']]","['dbo:country', 'dbo:nationality', 'dbp:almaMater', 'dbp:designer', 'dbp:nationalOrigin']",factoid,"[[17], [17]]"
4771,0.0,0.0,0.0,9,1,5,Is semnani one of the languages spoken in Iran?,[['dbp:languages']],"['dbo:language', 'dbo:languageFamily', 'dbo:programmingLanguage', 'dbo:spokenIn', 'dbp:language']",boolean,[[7]]
4799,0.0,0.0,0.0,8,1,5,When did the Boston Tea Party take place?,[['dbp:date']],"['dbo:hometown', 'dbo:place', 'dbo:tenant', 'dbp:place', 'dbp:venue']",factoid,[[2]]
4801,0.0,0.0,0.0,12,2,5,Which prime ministers were served by the governor who appointed Murray Gleeson?,"[['dbo:appointer'], ['dbo:primeMinister']]","['dbo:governor', 'dbo:nominee', 'dbp:branch', 'dbp:governor', 'dbp:primeminister']",factoid,"[[7], [10]]"
4807,0.5,0.2,0.2857142857142857,12,2,5,Which races has the horse bred by Jacques Van't Hart participated in?,"[['dbo:breeder'], ['dbp:race']]","['dbo:battle', 'dbo:honours', 'dbo:trainer', 'dbp:race', 'dbp:trainer']",factoid,"[[4], [16]]"
4811,0.5,0.2,0.2857142857142857,18,2,5,Which serving railway line of the Daund Junction railway station is the home port of INS Viraat ?,"[['dbo:servingRailwayLine'], ['dbo:homeport']]","['dbo:owningOrganisation', 'dbo:servingRailwayLine', 'dbo:type', 'dbp:line', 'dbp:owner']",factoid,"[[10], [5]]"
4837,0.0,0.0,0.0,8,1,5,what is a work by donovan leitch (actor),[['dbo:director']],"['dbo:artist', 'dbo:author', 'dbo:notableWork', 'dbo:occupation', 'dbo:writer']",factoid,[[607]]
4855,0.5,0.2,0.2857142857142857,8,2,5,Games on amiga are typically of what kind?,"[['dbo:computingPlatform'], ['dbp:genre']]","['dbo:genre', 'dbo:programmeFormat', 'dbo:type', 'dbo:writer', 'dbp:genre']",list,"[[18], [246]]"
