,recall_x,precision_x,f1_x,word_count_x,rel_count_x,sys_relations_x,question,gold_relations_x,system_relations_x,question_type_x,recall_y,precision_y,f1_y,word_count_y,rel_count_y,sys_relations_y,gold_relations_y,system_relations_y,question_type_y,training_count
120,0.0,0.0,0.0,5,1,5,When was the Titanic completed?,[['dbo:completionDate']],"['dbo:country', 'dbo:locatedInArea', 'dbo:type', 'dbo:writer', 'dbp:modes']",factoid,0.0,0.0,0.0,5,1,5,[['dbo:completionDate']],"['dbo:border', 'dbo:builder', 'dbo:part', 'dbp:cities', 'dbp:location']",factoid,[[1]]
121,0.0,0.0,0.0,7,1,5,Which U.S. state has the abbreviation MN?,[['dbp:postalabbreviation']],"['dbo:genre', 'dbo:hometown', 'dbo:programmeFormat', 'dbo:publisher', 'dbo:recordLabel']",factoid,0.0,0.0,0.0,7,1,5,[['dbp:postalabbreviation']],"['dbo:city', 'dbo:isPartOf', 'dbo:state', 'dbo:successor', 'dbp:nickname']",factoid,[[1]]
122,0.5,0.2,0.2857142857142857,10,2,5,Which writer is famous for works written by Neil Gaiman?,"[['dbp:writers'], ['dbo:notableWork']]","['dbo:author', 'dbo:notableWork', 'dbp:author', 'dbp:notableworks', 'dbp:writer']",factoid,0.5,0.2,0.2857142857142857,10,2,5,"[['dbp:writers'], ['dbo:notableWork']]","['dbo:author', 'dbo:knownFor', 'dbo:notableWork', 'dbp:author', 'dbp:notableworks']",factoid,"[[10], [92]]"
123,0.5,0.2,0.2857142857142857,13,2,5,"Through which important cities the does the river originating from the Duwamish, flow?","[['dbo:source'], ['dbo:city']]","['dbo:city', 'dbo:sourceMountain', 'dbp:cities', 'dbp:city', 'dbp:keyPeople']",factoid,0.5,0.2,0.2857142857142857,13,2,5,"[['dbo:source'], ['dbo:city']]","['dbo:mouthMountain', 'dbo:riverMouth', 'dbo:source', 'dbo:sourcePlace', 'dbp:mouthLocation']",factoid,"[[13], [1218]]"
124,0.5,0.2,0.2857142857142857,17,2,5,Count the number of fileds of the scientist whose one of the interest is Chinese poetry ?,"[['dbp:fields'], ['dbp:fields']]","['dbo:country', 'dbo:field', 'dbp:fields', 'dbp:mainInterests', 'dbp:religion']",count,0.5,0.2,0.2857142857142857,17,2,5,"[['dbp:fields'], ['dbp:fields']]","['dbo:knownFor', 'dbo:nonFictionSubject', 'dbp:fields', 'dbp:mainInterests', 'dbp:subject']",count,"[[20], [20]]"
125,0.5,0.2,0.2857142857142857,19,2,5,How many honorary title are there of the scientists who has  Australian of the Year award  ?,"[['dbo:award'], ['dbo:award']]","['dbo:award', 'dbo:country', 'dbo:restingPlace', 'dbp:awards', 'dbp:prizes']",count,0.5,0.2,0.2857142857142857,19,2,5,"[['dbo:award'], ['dbo:award']]","['dbo:almaMater', 'dbo:award', 'dbp:awards', 'dbp:prizes', 'dbp:restingplace']",count,"[[67], [67]]"
126,0.5,0.2,0.2857142857142857,18,2,5,Tell me the name of the Prime Time Entertainment Network's TV show whose Artist is Christopher Franke ?,"[['dbo:network'], ['dbp:artist']]","['dbo:starring', 'dbp:artist', 'dbp:company', 'dbp:creator', 'dbp:network']",list,0.5,0.2,0.2857142857142857,18,2,5,"[['dbo:network'], ['dbp:artist']]","['dbp:artist', 'dbp:creator', 'dbp:judges', 'dbp:themeMusicComposer', 'dbp:voices']",list,"[[23], [38]]"
127,0.5,0.2,0.2857142857142857,10,2,5,What country had the title of 2001 Speedway Ekstraliga ?,"[['dbp:title'], ['dbo:country']]","['dbo:award', 'dbo:country', 'dbo:genre', 'dbo:nationality', 'dbp:locationCountry']",factoid,0.5,0.2,0.2857142857142857,10,2,5,"[['dbp:title'], ['dbo:country']]","['dbo:country', 'dbo:league', 'dbo:nationality', 'dbp:country', 'dbp:nationalteam']",factoid,"[[16], [2554]]"
128,0.0,0.0,0.0,12,1,5,How many gold medals did Michael Phelps win at the 2008 Olympics?,[['dbo:goldMedalist']],"['dbo:birthPlace', 'dbo:bronzeMedalist', 'dbo:religion', 'dbo:silverMedalist', 'dbp:race']",count,0.0,0.0,0.0,12,1,5,[['dbo:goldMedalist']],"['dbo:award', 'dbo:birthPlace', 'dbo:honours', 'dbp:awards', 'dbp:birthPlace']",count,[[1]]
129,0.5,0.2,0.2857142857142857,19,2,5,What is the city  of the 2015 MLS All-Star Game and birthplace of the The Okee Dokee Brothers,"[['dbp:city'], ['dbo:birthPlace']]","['dbo:birthPlace', 'dbo:city', 'dbp:birthPlace', 'dbp:birthplace', 'dbp:placeOfBirth']",factoid,0.5,0.2,0.2857142857142857,19,2,5,"[['dbp:city'], ['dbo:birthPlace']]","['dbo:birthPlace', 'dbo:hometown', 'dbp:birthPlace', 'dbp:birthplace', 'dbp:placeOfBirth']",factoid,"[[28], [4201]]"
130,0.0,0.0,0.0,8,1,5,Did Alexander Magleby study at the Dartmouth College?,[['dbo:university']],"['dbo:almaMater', 'dbo:campus', 'dbo:college', 'dbo:institution', 'dbp:almaMater']",boolean,0.0,0.0,0.0,8,1,5,[['dbo:university']],"['dbo:almaMater', 'dbo:college', 'dbo:education', 'dbo:institution', 'dbp:almaMater']",boolean,[[10]]
131,0.5,0.2,0.2857142857142857,8,2,5,Food in which countries has shallot in it?,"[['dbo:ingredient'], ['dbo:country']]","['dbo:country', 'dbo:isPartOf', 'dbo:region', 'dbo:state', 'dbp:country']",list,0.5,0.2,0.2857142857142857,8,2,5,"[['dbo:ingredient'], ['dbo:country']]","['dbo:country', 'dbo:location', 'dbo:region', 'dbp:country', 'dbp:locationCountry']",list,"[[21], [2554]]"
132,0.5,0.2,0.2857142857142857,20,2,5,Which home stadium of 2011-12 FC Spartak Moscow season is also the location of birth of the Svetlana Gounkina ?,"[['dbo:homeStadium'], ['dbo:birthPlace']]","['dbo:birthPlace', 'dbo:locationCity', 'dbp:homeStadium', 'dbp:placeOfBirth', 'dbp:stadium']",factoid,0.5,0.2,0.2857142857142857,20,2,5,"[['dbo:homeStadium'], ['dbo:birthPlace']]","['dbo:birthPlace', 'dbo:ground', 'dbo:locationCity', 'dbp:birthPlace', 'dbp:placeOfBirth']",factoid,"[[11], [4201]]"
133,0.5,0.2,0.2857142857142857,9,2,5,What are some devices whose manufacturers are in taiwan?,"[['dbo:manufacturer'], ['dbp:locationCountry']]","['dbo:location', 'dbo:manufacturer', 'dbo:product', 'dbp:birthPlace', 'dbp:locationCity']",factoid,0.5,0.2,0.2857142857142857,9,2,5,"[['dbo:manufacturer'], ['dbp:locationCountry']]","['dbo:launchSite', 'dbo:manufacturer', 'dbo:product', 'dbp:products', 'dbp:services']",factoid,"[[58], [14]]"
134,0.5,0.2,0.2857142857142857,12,2,5,Name the common managing club of the Ivan Toplak and Bret Simon?,"[['dbo:managerClub'], ['dbo:managerClub']]","['dbo:governingBody', 'dbo:manager', 'dbo:managerClub', 'dbp:club', 'dbp:managerclubs']",list,0.5,0.2,0.2857142857142857,12,2,5,"[['dbo:managerClub'], ['dbo:managerClub']]","['dbo:managerClub', 'dbp:ground', 'dbp:managerclubs', 'dbp:owner', 'dbp:youthclubs']",list,"[[12], [12]]"
135,0.5,0.2,0.2857142857142857,21,2,5,Count the total number of launch site of the rockets which have been launched form Cape Canaveral Air Force Station ?,"[['dbo:launchSite'], ['dbo:launchSite']]","['dbo:ground', 'dbo:launchSite', 'dbo:manufacturer', 'dbp:deathPlace', 'dbp:type']",count,0.5,0.2,0.2857142857142857,21,2,5,"[['dbo:launchSite'], ['dbo:launchSite']]","['dbo:launchSite', 'dbo:manufacturer', 'dbo:operator', 'dbp:designer', 'dbp:mission']",count,"[[12], [12]]"
136,0.5,0.2,0.2857142857142857,9,2,5,Which university's graduates have worked in the Quartermaster corps?,"[['dbo:militaryUnit'], ['dbo:almaMater']]","['dbo:almaMater', 'dbo:employer', 'dbo:occupation', 'dbp:branch', 'dbp:employer']",factoid,0.5,0.2,0.2857142857142857,9,2,5,"[['dbo:militaryUnit'], ['dbo:almaMater']]","['dbo:almaMater', 'dbo:college', 'dbo:education', 'dbo:president', 'dbp:almaMater']",factoid,"[[16], [45]]"
137,0.0,0.0,0.0,6,1,5,which film did siddiq barmak direct,[['dbo:editing']],"['dbo:country', 'dbo:deathPlace', 'dbo:director', 'dbo:isPartOf', 'dbo:position']",factoid,0.0,0.0,0.0,6,1,5,[['dbo:editing']],"['dbo:cinematography', 'dbo:country', 'dbo:director', 'dbo:musicComposer', 'dbo:producer']",factoid,[[90]]
138,0.5,0.2,0.2857142857142857,11,2,5,Where is the head quarters of the owner of Hamline Avenue?,"[['dbo:owner'], ['dbp:headquarters']]","['dbo:author', 'dbo:deathPlace', 'dbo:restingPlace', 'dbp:headquarters', 'dbp:owner']",factoid,0.5,0.2,0.2857142857142857,11,2,5,"[['dbo:owner'], ['dbp:headquarters']]","['dbo:board', 'dbo:location', 'dbo:owner', 'dbo:owningCompany', 'dbp:owner']",factoid,"[[83], [32]]"
139,0.5,0.2,0.2857142857142857,10,2,5,Who are some cofounders of record labels with Frank Rogers?,"[['dbo:foundedBy'], ['dbp:founder']]","['dbo:genre', 'dbo:recordLabel', 'dbp:founder', 'dbp:label', 'dbp:owner']",factoid,0.5,0.2,0.2857142857142857,10,2,5,"[['dbo:foundedBy'], ['dbp:founder']]","['dbo:recordLabel', 'dbp:founder', 'dbp:label', 'dbp:owner', 'dbp:parent']",factoid,"[[73], [25]]"
140,0.5,0.2,0.2857142857142857,21,2,5,Where did the ultimate fighter: a champion will be crowned tonight and ultimate fighter: team rousey vs team tate take place?,"[['dbp:city'], ['dbp:city']]","['dbo:country', 'dbo:deathPlace', 'dbp:city', 'dbp:deathPlace', 'dbp:debutteam']",factoid,0.0,0.0,0.0,21,2,5,"[['dbp:city'], ['dbp:city']]","['dbo:ground', 'dbo:location', 'dbo:locationCity', 'dbo:publisher', 'dbp:country']",factoid,"[[28], [28]]"
141,0.5,0.2,0.2857142857142857,14,2,5,Which team has had both Martin prochzka and garry unger as its players ?,"[['dbo:formerTeam'], ['dbo:formerTeam']]","['dbo:author', 'dbo:formerTeam', 'dbo:team', 'dbp:playedFor', 'dbp:team']",factoid,0.5,0.2,0.2857142857142857,14,2,5,"[['dbo:formerTeam'], ['dbo:formerTeam']]","['dbo:formerTeam', 'dbo:team', 'dbp:nationalteam', 'dbp:playedFor', 'dbp:team']",factoid,"[[36], [36]]"
142,0.5,0.2,0.2857142857142857,13,2,5,What is the war in which both K Fordice and P Fitzwallace fight?,"[['dbp:battles'], ['dbp:battles']]","['dbo:battle', 'dbo:territory', 'dbp:battles', 'dbp:combatant', 'dbp:office']",factoid,0.5,0.2,0.2857142857142857,13,2,5,"[['dbp:battles'], ['dbp:battles']]","['dbo:battle', 'dbo:commander', 'dbo:territory', 'dbp:battles', 'dbp:combatant']",factoid,"[[35], [35]]"
143,0.0,0.0,0.0,7,1,5,Was Queen Latifah in the U.N.I.T.Y. group?,[['dbo:musicalArtist']],"['dbo:associatedBand', 'dbo:bandMember', 'dbo:genre', 'dbo:hometown', 'dbp:currentMembers']",boolean,0.0,0.0,0.0,7,1,5,[['dbo:musicalArtist']],"['dbo:associatedBand', 'dbo:associatedMusicalArtist', 'dbo:bandMember', 'dbp:artist', 'dbp:pastMembers']",boolean,[[23]]
144,0.0,0.0,0.0,7,1,5,Does the platte river originate in Colorado?,[['dbo:sourceRegion']],"['dbo:mouthMountain', 'dbo:riverMouth', 'dbo:source', 'dbo:sourceMountain', 'dbp:mouthLocation']",boolean,0.0,0.0,0.0,7,1,5,[['dbo:sourceRegion']],"['dbo:city', 'dbo:hometown', 'dbo:mouthMountain', 'dbo:riverMouth', 'dbp:mouthLocation']",boolean,[[7]]
145,0.5,0.2,0.2857142857142857,10,2,5,What sports are played in schools in the capital region?,"[['dbp:region'], ['dbo:sport']]","['dbo:capital', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:sport']",factoid,0.5,0.2,0.2857142857142857,10,2,5,"[['dbp:region'], ['dbo:sport']]","['dbo:athletics', 'dbo:city', 'dbo:location', 'dbo:sport', 'dbp:athletics']",factoid,"[[13], [41]]"
146,0.5,0.2,0.2857142857142857,9,2,5,Which team did Michael and Ryan Powell play for?,"[['dbo:team'], ['dbo:team']]","['dbo:formerTeam', 'dbo:position', 'dbo:team', 'dbp:playedFor', 'dbp:team']",factoid,0.5,0.2,0.2857142857142857,9,2,5,"[['dbo:team'], ['dbo:team']]","['dbo:formerTeam', 'dbo:position', 'dbo:team', 'dbp:nationalteam', 'dbp:playedFor']",factoid,"[[46], [46]]"
147,0.0,0.0,0.0,9,1,5,Humes High School is alma mater to which person?,[['dbp:education']],"['dbo:almaMater', 'dbo:college', 'dbo:institution', 'dbp:almaMater', 'dbp:employer']",list,0.0,0.0,0.0,9,1,5,[['dbp:education']],"['dbo:almaMater', 'dbo:college', 'dbo:education', 'dbo:institution', 'dbp:almaMater']",list,[[21]]
148,0.5,0.2,0.2857142857142857,9,2,5,What is the mascot of military in Quezon city?,"[['dbp:garrison'], ['dbp:mascot']]","['dbo:city', 'dbo:isPartOf', 'dbo:militaryBranch', 'dbo:religion', 'dbp:mascot']",factoid,0.5,0.2,0.2857142857142857,9,2,5,"[['dbp:garrison'], ['dbp:mascot']]","['dbo:city', 'dbo:militaryBranch', 'dbp:branch', 'dbp:mascot', 'dbp:nickname']",factoid,"[[8], [25]]"
149,0.0,0.0,0.0,10,1,5,Was andy worhol the director of the san diego surf?,[['dbo:cinematography']],"['dbo:birthPlace', 'dbo:deathPlace', 'dbo:director', 'dbo:editing', 'dbp:deathPlace']",boolean,0.0,0.0,0.0,10,1,5,[['dbo:cinematography']],"['dbo:director', 'dbo:starring', 'dbp:director', 'dbp:screenplay', 'dbp:starring']",boolean,[[124]]
150,0.5,0.2,0.2857142857142857,14,2,5,"Where is the fictional character from, whose last appearance was in the Avengers, 1998?","[['dbp:last'], ['dbp:nationality']]","['dbo:portrayer', 'dbo:previousWork', 'dbo:series', 'dbp:characters', 'dbp:last']",factoid,0.0,0.0,0.0,14,2,5,"[['dbp:last'], ['dbp:nationality']]","['dbo:creator', 'dbo:series', 'dbp:characters', 'dbp:creator', 'dbp:genre']",factoid,"[[2], [17]]"
151,0.0,0.0,0.0,18,2,5,What is the debut team of the american football player who studied in North Fort Myers High School?,"[['dbo:highschool'], ['dbp:debutteam']]","['dbo:almaMater', 'dbo:college', 'dbo:debutTeam', 'dbo:type', 'dbp:almaMater']",factoid,0.5,0.2,0.2857142857142857,18,2,5,"[['dbo:highschool'], ['dbp:debutteam']]","['dbo:coach', 'dbo:college', 'dbo:debutTeam', 'dbp:debutteam', 'dbp:draftTeam']",factoid,"[[5], [21]]"
152,0.0,0.0,0.0,9,1,5,What people are known to work for Johnny Cash?,[['dbp:associatedActs']],"['dbo:knownFor', 'dbo:notableWork', 'dbo:occupation', 'dbp:knownFor', 'dbp:office']",factoid,0.0,0.0,0.0,9,1,5,[['dbp:associatedActs']],"['dbo:doctoralAdvisor', 'dbo:field', 'dbo:knownFor', 'dbo:occupation', 'dbp:knownFor']",factoid,[[19]]
153,0.5,0.2,0.2857142857142857,7,2,5,Mota Engil built bridges over which rivers?,"[['dbp:builder'], ['dbo:crosses']]","['dbo:crosses', 'dbo:locatedInArea', 'dbo:riverMouth', 'dbp:crosses', 'dbp:designer']",list,0.5,0.2,0.2857142857142857,7,2,5,"[['dbp:builder'], ['dbo:crosses']]","['dbo:crosses', 'dbo:locatedInArea', 'dbo:maintainedBy', 'dbp:crosses', 'dbp:designer']",list,"[[2], [31]]"
154,0.0,0.0,0.0,14,1,5,What is the name of the crater on the moon named for georg ohm?,[['dbp:namedafter']],"['dbo:locatedInArea', 'dbo:location', 'dbo:restingPlace', 'dbp:birthPlace', 'dbp:namedFor']",factoid,0.0,0.0,0.0,14,1,5,[['dbp:namedafter']],"['dbo:discoverer', 'dbo:firstAscentPerson', 'dbo:locatedInArea', 'dbp:discoverer', 'dbp:namedFor']",factoid,[[3]]
155,0.5,0.2,0.2857142857142857,18,2,5,List the driver of SA MArino Grand Prix is also the Pole driver of Canadian Grand Proix ?,"[['dbp:poleDriver'], ['dbp:firstDriver']]","['dbo:class', 'dbo:country', 'dbo:firstDriver', 'dbo:poleDriver', 'dbp:firstDriver']",list,0.0,0.0,0.0,18,2,5,"[['dbp:poleDriver'], ['dbp:firstDriver']]","['dbo:firstDriver', 'dbo:poleDriver', 'dbp:firstTeam', 'dbp:nationalteam', 'dbp:race']",list,"[[4], [5]]"
156,0.0,0.0,0.0,9,1,5,name the races where bobby beasley took part ?,[['dbo:race']],"['dbo:almaMater', 'dbo:battle', 'dbo:birthPlace', 'dbo:notableWork', 'dbp:race']",list,0.0,0.0,0.0,9,1,5,[['dbo:race']],"['dbo:breeder', 'dbo:grandsire', 'dbo:honours', 'dbo:trainer', 'dbp:race']",list,[[6]]
157,0.0,0.0,0.0,13,2,5,From which genres of music did those genres emerge where drums are important?,"[['dbp:instruments'], ['dbo:stylisticOrigin']]","['dbo:genre', 'dbo:hometown', 'dbp:deathPlace', 'dbp:founder', 'dbp:genre']",factoid,0.5,0.2,0.2857142857142857,13,2,5,"[['dbp:instruments'], ['dbo:stylisticOrigin']]","['dbo:genre', 'dbo:hometown', 'dbo:stylisticOrigin', 'dbp:artist', 'dbp:genre']",factoid,"[[2], [7]]"
158,0.5,0.2,0.2857142857142857,13,2,5,List the destinations of the airlines which also serves Mediterranean  Sea ?,"[['dbp:destinations'], ['dbp:destinations']]","['dbo:destination', 'dbo:nationality', 'dbo:targetAirport', 'dbp:cityServed', 'dbp:destinations']",list,0.5,0.2,0.2857142857142857,13,2,5,"[['dbp:destinations'], ['dbp:destinations']]","['dbo:destination', 'dbo:hubAirport', 'dbo:targetAirport', 'dbp:destinations', 'dbp:headquarters']",list,"[[18], [18]]"
159,0.0,0.0,0.0,7,1,5,What is an example of american craftsman?,[['dbo:architecturalStyle']],"['dbo:creator', 'dbo:field', 'dbo:instrument', 'dbo:occupation', 'dbo:position']",factoid,0.0,0.0,0.0,7,1,5,[['dbo:architecturalStyle']],"['dbo:field', 'dbo:genre', 'dbo:industry', 'dbo:occupation', 'dbo:producer']",factoid,[[145]]
160,0.5,0.2,0.2857142857142857,11,2,5,Who served a vice president buried in United First Parish Church?,"[['dbp:restingplace'], ['dbo:vicePresident']]","['dbo:almaMater', 'dbo:birthPlace', 'dbo:president', 'dbo:restingPlace', 'dbo:vicePresident']",factoid,0.5,0.2,0.2857142857142857,11,2,5,"[['dbp:restingplace'], ['dbo:vicePresident']]","['dbo:restingPlace', 'dbp:placeOfBurial', 'dbp:placeofburial', 'dbp:restingPlace', 'dbp:restingplace']",factoid,"[[25], [13]]"
161,0.0,0.0,0.0,10,2,5,Who founded the league which was won by Joe McKeehen?,"[['dbp:champion'], ['dbp:founded']]","['dbo:award', 'dbo:foundedBy', 'dbo:founder', 'dbp:country', 'dbp:founder']",factoid,0.0,0.0,0.0,10,2,5,"[['dbp:champion'], ['dbp:founded']]","['dbo:board', 'dbo:foundedBy', 'dbo:founder', 'dbp:foundation', 'dbp:founder']",factoid,"[[6], [6]]"
162,0.0,0.0,0.0,13,1,5,What is the political party to which Purnima Banerjee is a member of?,[['dbo:knownFor']],"['dbo:leaderName', 'dbo:occupation', 'dbo:party', 'dbo:type', 'dbp:party']",factoid,0.0,0.0,0.0,13,1,5,[['dbo:knownFor']],"['dbo:affiliation', 'dbo:leaderName', 'dbo:otherParty', 'dbo:party', 'dbp:party']",factoid,[[40]]
