,recall_left,precision_left,f1_left,word_count_left,rel_count_left,sys_relations_left,question,gold_relations_left,system_relations_left,question_type_left,recall_right,precision_right,f1_right,word_count_right,rel_count_right,sys_relations_right,gold_relations_right,system_relations_right,question_type_right
1640,1.0,1.0,1.0,8,1,1,what songs have billy idol written lyrics for?,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:writer']],['dbo:writer'],factoid
1642,1.0,1.0,1.0,9,1,1,which city and state was mike eruzione born in,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
1643,0.5,1.0,0.6666666666666666,12,2,1,Which gaming console's central processing unit is microprocessor and built by Sony?,"[['dbo:cpu'], ['dbo:manufacturer']]",['dbo:cpu'],factoid,0.5,1.0,0.6666666666666666,12,2,1,"[['dbo:cpu'], ['dbo:manufacturer']]",['dbo:manufacturer'],factoid
1644,1.0,1.0,1.0,8,1,1,what film did billy goldenberg create music for,[['dbo:musicComposer']],['dbo:musicComposer'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:musicComposer']],['dbo:musicComposer'],factoid
1645,1.0,0.5,0.6666666666666666,7,1,2,who are the children of dolores costello,[['dbo:child']],"['dbo:child', 'dbo:parent']",factoid,1.0,1.0,1.0,7,1,1,[['dbo:child']],['dbo:child'],factoid
1646,1.0,1.0,1.0,8,1,1,what kind game is evil genius (video game),[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
1647,1.0,1.0,1.0,12,1,1,what is the time zone that you can find melody hill in,[['dbo:timeZone']],['dbo:timeZone'],factoid,1.0,1.0,1.0,12,1,1,[['dbo:timeZone']],['dbo:timeZone'],factoid
1648,1.0,1.0,1.0,11,1,1,What music genre does the album who you are fall under?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,11,1,1,[['dbo:genre']],['dbo:genre'],factoid
1649,1.0,1.0,1.0,12,1,1,whats the name of a school that is a  public university,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,12,1,1,[['dbo:type']],['dbo:type'],factoid
1650,0.5,1.0,0.6666666666666666,16,2,1,What is the faith of the Ajith Perera and religious affiliation of the Neungin High School?,"[['dbo:religion'], ['dbp:religiousAffiliation']]",['dbp:religiousAffiliation'],factoid,0.5,1.0,0.6666666666666666,16,2,1,"[['dbo:religion'], ['dbp:religiousAffiliation']]",['dbo:religion'],factoid
1651,1.0,1.0,1.0,7,1,1,who was cat scratch fever composed by,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:writer']],['dbo:writer'],factoid
1652,1.0,1.0,1.0,8,1,1,what position does isaac curtis play in football?,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position'],factoid
1653,1.0,1.0,1.0,7,1,6,what university is located in north america,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid,1.0,1.0,1.0,7,1,6,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid
1654,1.0,1.0,1.0,8,1,1,what position does duncan forbes play in football,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position'],factoid
1655,1.0,1.0,1.0,8,1,1,"Who's a city planner born in burgdorf, switzerland","[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],factoid,1.0,1.0,1.0,8,1,1,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],factoid
1656,1.0,1.0,1.0,9,1,1,"where in california did  charles lewis, jr die",[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
1657,1.0,1.0,1.0,7,1,1,what artist is on the label emi?,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:recordLabel']],['dbo:recordLabel'],factoid
1658,1.0,1.0,1.0,8,1,2,who is a famous person born in goa,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,8,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
1659,1.0,1.0,1.0,5,1,1,what was james king's birthplace,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,0.5,0.6666666666666666,5,1,2,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
1660,1.0,1.0,1.0,14,1,1,"what type of rock is the album \\""no snow, no show\\"" for the eskimo",[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,14,1,1,[['dbo:genre']],['dbo:genre'],factoid
1662,1.0,1.0,1.0,9,1,1,What is the name of a alternative metal album,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
1663,1.0,1.0,1.0,7,1,1,what is the religion of rory lancman,[['dbo:religion']],['dbo:religion'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:religion']],['dbo:religion'],factoid
1664,1.0,1.0,1.0,7,1,1,who produced the flim the astronaut farmer,[['dbo:producer']],['dbo:producer'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:producer']],['dbo:producer'],factoid
1665,1.0,1.0,1.0,8,1,2,"who is a person born in fredericksburg, virginia","[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,8,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
1666,1.0,1.0,1.0,7,1,1,what time zone is valley springs in?,[['dbo:timeZone']],['dbo:timeZone'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:timeZone']],['dbo:timeZone'],factoid
1667,1.0,1.0,1.0,10,1,1,what world war II operation did richard winters participate in,[['dbo:battle']],['dbo:battle'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:battle']],['dbo:battle'],factoid
1668,1.0,1.0,1.0,8,1,1,who wrote the story for big fat liar,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:writer']],['dbo:writer'],factoid
1669,1.0,1.0,1.0,9,1,1,where in england did egbert van heemskerk died in?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
1670,1.0,1.0,1.0,6,1,1,what is jane badler known for?,[['dbo:occupation']],['dbo:occupation'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:occupation']],['dbo:occupation'],factoid
1671,1.0,1.0,1.0,7,1,1,which movie was produced by sylvester stallone,[['dbo:producer']],['dbo:producer'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:producer']],['dbo:producer'],factoid
1672,1.0,1.0,1.0,6,1,1,what book genre is orbit 1?,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid
1674,1.0,1.0,1.0,6,1,2,What college is located in whiteville,"[['dbo:city', 'dbo:location']]","['dbo:city', 'dbo:location']",factoid,1.0,1.0,1.0,6,1,2,"[['dbo:city', 'dbo:location']]","['dbo:city', 'dbo:location']",factoid
1675,1.0,1.0,1.0,12,1,1,What's a gameplay mode featured in the game abc monday night football?,[['dbp:modes']],['dbp:modes'],factoid,1.0,1.0,1.0,12,1,1,[['dbp:modes']],['dbp:modes'],factoid
1676,1.0,1.0,1.0,11,1,1,what types of music is the world as we know it,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,11,1,1,[['dbo:genre']],['dbo:genre'],factoid
1677,1.0,1.0,1.0,4,1,1,What label signed tiktak,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,1.0,1.0,1.0,4,1,1,[['dbo:recordLabel']],['dbo:recordLabel'],factoid
1678,1.0,1.0,1.0,8,1,1,which position in football didi mauricio alpízar played?,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position'],factoid
1679,1.0,1.0,1.0,6,1,1,which country was lucio españa born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
1680,1.0,1.0,1.0,6,1,2,which state is horseman based in,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,1.0,1.0,1.0,6,1,1,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country'],factoid
1681,1.0,1.0,1.0,9,1,1,What type of music is off the apocalypse album,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
1682,1.0,1.0,1.0,4,1,1,Name a bollywood film.,[['dbo:language']],['dbo:language'],list,1.0,1.0,1.0,4,1,1,[['dbo:language']],['dbo:language'],list
1683,1.0,1.0,1.0,10,1,2,Who is a former Al Qaeda member born in sidon?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,10,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
1684,1.0,1.0,1.0,11,1,7,What is the name of a city in the united kingdom,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,1.0,1.0,1.0,11,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid
1685,1.0,1.0,1.0,7,1,1,which song is written by thomas bangalter,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:writer']],['dbo:writer'],factoid
1686,1.0,1.0,1.0,5,1,1,what position does bassirou dembélé?,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:position']],['dbo:position'],factoid
1687,1.0,1.0,1.0,7,1,2,Name a school district in morris county,"[['dbo:locatedInArea', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location']",list,1.0,1.0,1.0,7,1,2,"[['dbo:locatedInArea', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location']",list
1689,1.0,0.5,0.6666666666666666,8,1,2,Which country is the commewijne district located in,[['dbo:country']],"['dbo:country', 'dbo:isPartOf']",factoid,1.0,1.0,1.0,8,1,1,[['dbo:country']],['dbo:country'],factoid
1690,1.0,1.0,1.0,8,1,1,What is the record label of clare fischer,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:recordLabel']],['dbo:recordLabel'],factoid
1692,1.0,1.0,1.0,3,1,1,Who's a linebacker,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,3,1,1,[['dbo:position']],['dbo:position'],factoid
1693,1.0,1.0,1.0,8,1,1,what kind of music does viktor tsoi make,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
1694,0.5,1.0,0.6666666666666666,17,2,1,"Which office holder's governor is Charles Willing Byrd and has final resting place in North Bend, Ohio?","[['dbo:governor'], ['dbp:restingplace']]",['dbp:restingplace'],factoid,0.5,1.0,0.6666666666666666,17,2,1,"[['dbo:governor'], ['dbp:restingplace']]",['dbp:restingplace'],factoid
1695,1.0,1.0,1.0,5,1,1,What's a psychedelic rock artist,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:genre']],['dbo:genre'],factoid
1696,1.0,1.0,1.0,11,1,1,"What genre of music is the album, behold the lion, from?",[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,11,1,1,[['dbo:genre']],['dbo:genre'],factoid
1697,1.0,1.0,1.0,9,1,1,What is the genre of the album paradise lost?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
1699,1.0,1.0,1.0,9,1,1,what game is considered to be role-playing video game,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
1700,1.0,1.0,1.0,7,1,1,What gaming company made prey the stars,[['dbo:developer']],['dbo:developer'],factoid,1.0,0.5,0.6666666666666666,7,1,2,[['dbo:developer']],"['dbo:developer', 'dbo:publisher']",factoid
1703,1.0,1.0,1.0,8,1,1,which football position is stefan lorenz charged of,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position'],factoid
1704,1.0,1.0,1.0,6,1,1,Who created the fictional character prime?,[['dbo:creator']],['dbo:creator'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:creator']],['dbo:creator'],factoid
1705,1.0,1.0,1.0,6,1,1,what label were the beatles under,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:recordLabel']],['dbo:recordLabel'],factoid
1706,1.0,1.0,1.0,8,1,1,what position does john woodcock play in football,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position'],factoid
1707,1.0,1.0,1.0,10,1,1,what types of music is alice's restaurant: the massacree revisited,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre'],factoid
1708,1.0,1.0,1.0,6,1,1,naughty by nature recorded what track,[['dbo:artist']],['dbo:artist'],list,1.0,1.0,1.0,6,1,1,[['dbo:artist']],['dbo:artist'],list
1709,1.0,1.0,1.0,7,1,1,which nationality does rachel hayward belong to,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
1710,1.0,1.0,1.0,9,1,1,what is the name of a dance music album,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
1711,1.0,1.0,1.0,7,1,1,where is the birthplace of ric estrada,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],factoid,1.0,1.0,1.0,7,1,1,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],factoid
1712,1.0,1.0,1.0,7,1,1,What is a composition by paul westerberg?,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:writer']],['dbo:writer'],factoid
1713,1.0,1.0,1.0,8,1,1,what organization did the ford motor company found,[['dbo:foundedBy']],['dbo:foundedBy'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:foundedBy']],['dbo:foundedBy'],factoid
1714,1.0,1.0,1.0,9,1,1,Which country is the film zindagi khoobsoorat hai from,[['dbo:country']],['dbo:country'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:country']],['dbo:country'],factoid
1715,1.0,1.0,1.0,5,1,1,Where was victor basa born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
1716,1.0,1.0,1.0,7,1,1,what time zone is lot 57 in,[['dbo:timeZone']],['dbo:timeZone'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:timeZone']],['dbo:timeZone'],factoid
1717,1.0,1.0,1.0,9,1,1,which book is in the  sociology literary genre,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid
1719,1.0,1.0,1.0,10,1,2,in which county of Romania is the căianu river located,"[['dbo:country', 'dbo:city', 'dbo:district']]","['dbo:country', 'dbo:district']",factoid,1.0,1.0,1.0,10,1,1,"[['dbo:country', 'dbo:city', 'dbo:district']]",['dbo:country'],factoid
1720,1.0,1.0,1.0,5,1,1,Where was victor canning born?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
1721,1.0,1.0,1.0,6,1,2,Which actress was born in london?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,6,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
1722,1.0,1.0,1.0,6,1,1,What is a crossover thrash album?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre'],factoid
1723,1.0,1.0,1.0,9,1,1,what was the place of death for john ogdon,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
1724,1.0,1.0,1.0,7,1,1,what conflict did roy urquhart participate in,[['dbo:battle']],['dbo:battle'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:battle']],['dbo:battle'],factoid
1725,1.0,1.0,1.0,9,1,1,In which conflict did chesley g. peterson participate in?,[['dbo:battle']],['dbo:battle'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:battle']],['dbo:battle'],factoid
1727,1.0,1.0,1.0,7,1,2,which city did lenny welch originate from,"[['dbo:hometown', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbo:hometown']",factoid,1.0,1.0,1.0,7,1,2,"[['dbo:hometown', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbo:hometown']",factoid
1728,1.0,1.0,1.0,6,1,1,What label is psychefunkapus2 signed to,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:recordLabel']],['dbo:recordLabel'],factoid
1731,1.0,1.0,1.0,7,1,1,which city was stewart culin born in,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
1732,1.0,0.5,0.6666666666666666,5,1,2,who influenced ion heliade rădulescu,[['dbo:influencedBy']],"['dbo:influenced', 'dbo:influencedBy']",factoid,1.0,0.5,0.6666666666666666,5,1,2,[['dbo:influencedBy']],"['dbo:influenced', 'dbo:influencedBy']",factoid
1734,1.0,1.0,1.0,8,1,1,Who edited the film star trek into darkness?,[['dbo:editing']],['dbo:editing'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:editing']],['dbo:editing'],factoid
1735,1.0,1.0,1.0,8,1,1,Who composed sgt. pepper's lonely hearts club band,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:writer']],['dbo:writer'],factoid
1736,1.0,1.0,1.0,8,1,1,where in france did  renée carl die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
1738,1.0,1.0,1.0,9,1,1,What is a track from the artist Pearl Jam?,[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:artist']],['dbo:artist'],factoid
1739,1.0,1.0,1.0,7,1,1,What genre of music does houseofpleasure make,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre'],factoid
1740,1.0,1.0,1.0,6,1,1,Name a game published by lucasarts,[['dbo:publisher']],['dbo:publisher'],list,1.0,1.0,1.0,6,1,1,[['dbo:publisher']],['dbo:publisher'],list
1741,0.5,1.0,0.6666666666666666,14,2,1,Who are the associated musical artist of the  artists of band Shorty Rogers?,"[['dbo:associatedBand'], ['dbo:associatedMusicalArtist']]",['dbo:associatedMusicalArtist'],factoid,0.5,1.0,0.6666666666666666,14,2,1,"[['dbo:associatedBand'], ['dbo:associatedMusicalArtist']]",['dbo:associatedBand'],factoid
1742,1.0,1.0,1.0,7,1,1,which city locates ladies literary club clubhouse,[['dbo:location']],['dbo:location'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:location']],['dbo:location'],factoid
1743,1.0,1.0,1.0,8,1,1,Which constellation is hd 183263 a part of,[['dbp:constell']],['dbp:constell'],factoid,1.0,1.0,1.0,8,1,1,[['dbp:constell']],['dbp:constell'],factoid
1744,0.5,0.5,0.5,16,2,2,List down the associated musical artist of the writer of Rain Is a Good Thing ?,"[['dbp:writer'], ['dbo:associatedMusicalArtist']]","['dbo:associatedBand', 'dbo:associatedMusicalArtist']",list,0.5,1.0,0.6666666666666666,16,2,1,"[['dbp:writer'], ['dbo:associatedMusicalArtist']]",['dbp:writer'],list
1745,1.0,1.0,1.0,12,1,1,what kind of music is the album  foghat (rock n roll),[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,12,1,1,[['dbo:genre']],['dbo:genre'],factoid
1747,1.0,1.0,1.0,9,1,1,Name a track by the artist robert b. sherman,[['dbo:artist']],['dbo:artist'],list,1.0,1.0,1.0,9,1,1,[['dbo:artist']],['dbo:artist'],list
1749,1.0,1.0,1.0,15,1,1,which genre of music does the code is red... long live the code belong to?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,15,1,1,[['dbo:genre']],['dbo:genre'],factoid
1750,1.0,1.0,1.0,8,1,1,Which time zone is colona township located in,[['dbo:timeZone']],['dbo:timeZone'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:timeZone']],['dbo:timeZone'],factoid
1751,1.0,1.0,1.0,7,1,1,Which magazine has publisher as Jann Wenner?,[['dbo:publisher']],['dbo:publisher'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:publisher']],['dbo:publisher'],factoid
1753,1.0,0.5,0.6666666666666666,5,1,2,where did opal come from,[['dbo:hometown']],"['dbo:birthPlace', 'dbo:hometown']",factoid,1.0,1.0,1.0,5,1,1,[['dbo:hometown']],['dbo:hometown'],factoid
1754,1.0,1.0,1.0,15,1,1,What is the name of a film that dimitri tiomkin was the music contributor for,[['dbo:musicComposer']],['dbo:musicComposer'],factoid,1.0,1.0,1.0,15,1,1,[['dbo:musicComposer']],['dbo:musicComposer'],factoid
1756,1.0,1.0,1.0,9,1,1,what album is a type of christian rock music?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
1757,1.0,1.0,1.0,4,1,1,How was jump5 released,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,4,1,1,[['dbo:type']],['dbo:type'],factoid
1759,1.0,1.0,1.0,11,1,1,what type of metal music was the album passage to arcturo,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,11,1,1,[['dbo:genre']],['dbo:genre'],factoid
1760,1.0,1.0,1.0,10,1,1,what's the name of a celebrity who died from cancer,[['dbo:deathCause']],['dbo:deathCause'],list,1.0,1.0,1.0,10,1,1,[['dbo:deathCause']],['dbo:deathCause'],list
1761,1.0,1.0,1.0,9,1,1,what is a book written by robert louis stevenson,"[['dbo:author', 'dbo:notableWork']]",['dbo:author'],factoid,1.0,1.0,1.0,9,1,1,"[['dbo:author', 'dbo:notableWork']]",['dbo:author'],factoid
1762,1.0,1.0,1.0,11,1,1,what kinds of tv program is ben and hollys little kingdom,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,11,1,1,[['dbo:genre']],['dbo:genre'],factoid
1763,1.0,1.0,1.0,9,1,1,what is the title of an experimental rock album,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
1764,1.0,1.0,1.0,10,1,1,what kind of book is a child of the revolution,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid
1765,1.0,1.0,1.0,6,1,1,which city did jeanne hébuterne die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
1766,1.0,1.0,1.0,7,1,1,what type of music is ralph stanley,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre'],factoid
1767,1.0,1.0,1.0,7,1,1,what kind of music does fuzigish play,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre'],factoid
1768,1.0,1.0,1.0,7,1,1,which j-pop artist started out in 2003?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre'],factoid
1769,1.0,1.0,1.0,8,1,1,What is the genre of the book stormblade,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid
1770,1.0,1.0,1.0,9,1,1,What mountain range is pico bolívar a part of,[['dbo:mountainRange']],['dbo:mountainRange'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:mountainRange']],['dbo:mountainRange'],factoid
1771,1.0,1.0,1.0,7,1,1,What's the time zone used in thorp,[['dbo:timeZone']],['dbo:timeZone'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:timeZone']],['dbo:timeZone'],factoid
1772,1.0,1.0,1.0,9,1,1,Where was the place of death of stefan zweig,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
1773,1.0,1.0,1.0,6,1,1,which historian did adam smith influence,"[['dbo:influencedBy', 'dbo:influenced']]",['dbo:influencedBy'],factoid,1.0,1.0,1.0,6,1,2,"[['dbo:influencedBy', 'dbo:influenced']]","['dbo:influenced', 'dbo:influencedBy']",factoid
1774,1.0,0.5,0.6666666666666666,6,1,2,what mountain range is in israel?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:locatedInArea', 'dbo:mountainRange']",factoid,1.0,1.0,1.0,6,1,1,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]",['dbo:locatedInArea'],factoid
1775,1.0,1.0,1.0,10,1,1,what's the title of a ken macleod science fiction book,[['dbo:literaryGenre']],['dbo:literaryGenre'],list,1.0,1.0,1.0,10,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre'],list
1776,1.0,1.0,1.0,10,1,1,What style of music is the album rokk í reykjavík?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre'],factoid
1777,1.0,1.0,1.0,6,1,1,what position does ace williams play,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position'],factoid
1778,1.0,1.0,1.0,8,1,1,Who wrote the story for the left-handed woman,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:writer']],['dbo:writer'],factoid
