,recall_left,precision_left,f1_left,word_count_left,rel_count_left,sys_relations_left,question,gold_relations_left,system_relations_left,question_type_left,recall_right,precision_right,f1_right,word_count_right,rel_count_right,sys_relations_right,gold_relations_right,system_relations_right,question_type_right,training_count
226,0.0,0.0,0.0,7,1,1,where in Scandinavia is egil hegerberg from,[['dbo:hometown']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:hometown']],['dbo:birthPlace'],factoid,[[505]]
227,0.0,0.0,0.0,5,1,2,What area does kutp serve,[['dbo:location']],"['dbo:broadcastArea', 'dbo:city']",factoid,0.0,0.0,0.0,5,1,2,[['dbo:location']],"['dbo:broadcastArea', 'dbo:city']",factoid,[[1670]]
228,0.0,0.0,0.0,14,2,1,Which team has had both Martin prochzka and garry unger as its players ?,"[['dbo:formerTeam'], ['dbo:formerTeam']]",['dbo:team'],factoid,0.0,0.0,0.0,14,2,1,"[['dbo:formerTeam'], ['dbo:formerTeam']]",['dbo:team'],factoid,"[[36], [36]]"
229,0.5,0.5,0.5,13,2,2,What is the war in which both K Fordice and P Fitzwallace fight?,"[['dbp:battles'], ['dbp:battles']]","['dbo:battle', 'dbp:battles']",factoid,0.0,0.0,0.0,13,2,1,"[['dbp:battles'], ['dbp:battles']]",['dbo:battle'],factoid,"[[35], [35]]"
230,0.0,0.0,0.0,7,1,1,Was Queen Latifah in the U.N.I.T.Y. group?,[['dbo:musicalArtist']],['dbo:bandMember'],boolean,0.0,0.0,0.0,7,1,1,[['dbo:musicalArtist']],['dbp:artist'],boolean,[[23]]
231,0.0,0.0,0.0,7,1,1,Does the platte river originate in Colorado?,[['dbo:sourceRegion']],['dbo:sourceMountain'],boolean,0.0,0.0,0.0,7,1,1,[['dbo:sourceRegion']],['dbo:riverMouth'],boolean,[[7]]
232,0.0,0.0,0.0,10,1,1,"Where does Truman McGill Hobbs, United States District Judge live?",[['dbp:residence']],['dbo:residence'],factoid,0.0,0.0,0.0,10,1,1,[['dbp:residence']],['dbo:residence'],factoid,[[25]]
233,0.0,0.0,0.0,5,1,1,Where did drew macias die,[['dbo:birthPlace']],['dbo:deathPlace'],factoid,0.0,0.0,0.0,5,1,1,[['dbo:birthPlace']],['dbo:deathPlace'],factoid,[[4201]]
234,0.0,0.0,0.0,6,1,2,what country is high willhays in,[['dbo:locatedInArea']],"['dbo:country', 'dbo:isPartOf']",factoid,0.0,0.0,0.0,6,1,2,[['dbo:locatedInArea']],"['dbo:country', 'dbo:isPartOf']",factoid,[[1072]]
235,0.0,0.0,0.0,10,1,1,What type of rock is new ipswich mountain made of,[['dbo:type']],['dbo:genre'],factoid,0.0,0.0,0.0,10,1,1,[['dbo:type']],['dbo:genre'],factoid,[[1160]]
236,0.0,0.0,0.0,9,1,1,Humes High School is alma mater to which person?,[['dbp:education']],['dbo:almaMater'],list,0.0,0.0,0.0,9,1,1,[['dbp:education']],['dbo:almaMater'],list,[[21]]
237,0.0,0.0,0.0,5,1,1,what are works about existentialism,[['dbo:type']],['dbo:literaryGenre'],factoid,0.0,0.0,0.0,5,1,1,[['dbo:type']],['dbo:literaryGenre'],factoid,[[1160]]
238,0.0,0.0,0.0,10,1,1,Was andy worhol the director of the san diego surf?,[['dbo:cinematography']],['dbo:director'],boolean,0.0,0.0,0.0,10,1,1,[['dbo:cinematography']],['dbo:director'],boolean,[[124]]
239,0.0,0.0,0.0,14,2,1,"Where is the fictional character from, whose last appearance was in the Avengers, 1998?","[['dbp:last'], ['dbp:nationality']]",['dbo:series'],factoid,0.0,0.0,0.0,14,2,1,"[['dbp:last'], ['dbp:nationality']]",['dbo:series'],factoid,"[[2], [17]]"
240,0.0,0.0,0.0,5,1,1,When was Olof Palme shot?,[['dbo:deathDate']],['dbo:country'],factoid,0.0,0.0,0.0,5,1,1,[['dbo:deathDate']],['dbo:artist'],factoid,[[7]]
241,0.0,0.0,0.0,9,1,1,what is the place of birth of tomasz markowski?,[['dbo:nationality']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,9,1,1,[['dbo:nationality']],['dbo:birthPlace'],factoid,[[266]]
242,0.0,0.0,0.0,9,1,1,What people are known to work for Johnny Cash?,[['dbp:associatedActs']],['dbo:knownFor'],factoid,0.0,0.0,0.0,9,1,1,[['dbp:associatedActs']],['dbo:occupation'],factoid,[[19]]
243,0.0,0.0,0.0,7,1,2,where is bangor theological seminary located at?,[['dbo:location']],"['dbo:city', 'dbo:country']",factoid,0.0,0.0,0.0,7,1,3,[['dbo:location']],"['dbo:city', 'dbo:country', 'dbo:state']",factoid,[[1670]]
244,0.5,0.5,0.5,9,2,2,How many people hold important positions alongwith Donna Shalala?,"[['dbo:keyPerson'], ['dbp:keyPeople']]","['dbo:keyPerson', 'dbo:position']",count,0.0,0.0,0.0,9,2,1,"[['dbo:keyPerson'], ['dbp:keyPeople']]",['dbo:occupation'],count,"[[17], [27]]"
245,0.0,0.0,0.0,12,1,1,what is the name of a series of albums featuring pop hits,[['dbo:type']],['dbo:genre'],factoid,0.0,0.0,0.0,12,1,1,[['dbo:type']],['dbo:genre'],factoid,[[1160]]
246,0.0,0.0,0.0,10,1,1,what music is played in the one for all album,[['dbo:genre']],['dbo:type'],factoid,0.0,0.0,0.0,10,1,1,[['dbo:genre']],['dbo:musicComposer'],factoid,[[5588]]
247,0.0,0.0,0.0,8,1,1,Name the associate acts of  Martin Pugh?,[['dbp:associatedActs']],['dbo:associate'],list,0.0,0.0,0.0,8,1,1,[['dbp:associatedActs']],['dbo:associatedBand'],list,[[19]]
248,0.0,0.0,0.0,14,1,1,What is the name of the crater on the moon named for georg ohm?,[['dbp:namedafter']],['dbp:namedFor'],factoid,0.0,0.0,0.0,14,1,1,[['dbp:namedafter']],['dbp:namedFor'],factoid,[[3]]
249,0.0,0.0,0.0,9,1,1,name the races where bobby beasley took part ?,[['dbo:race']],['dbp:race'],list,0.0,0.0,0.0,9,1,1,[['dbo:race']],['dbp:race'],list,[[6]]
250,0.0,0.0,0.0,10,1,1,who is the writer of the tv series black tie,[['dbp:writer']],['dbo:writer'],factoid,0.0,0.0,0.0,10,1,1,[['dbp:writer']],['dbo:writer'],factoid,[[61]]
251,0.0,0.0,0.0,13,2,1,From which genres of music did those genres emerge where drums are important?,"[['dbp:instruments'], ['dbo:stylisticOrigin']]",['dbo:genre'],factoid,0.0,0.0,0.0,13,2,1,"[['dbp:instruments'], ['dbo:stylisticOrigin']]",['dbo:genre'],factoid,"[[2], [7]]"
252,0.0,0.0,0.0,7,1,1,Which tv program is wcw pro on?,[['dbo:creator']],['dbo:genre'],factoid,0.0,0.0,0.0,7,1,2,[['dbo:creator']],"['dbo:genre', 'dbp:genre']",factoid,[[246]]
253,0.0,0.0,0.0,7,1,1,What is an example of american craftsman?,[['dbo:architecturalStyle']],['dbo:occupation'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:architecturalStyle']],['dbo:occupation'],factoid,[[145]]
254,0.0,0.0,0.0,5,1,1,What band wrote steve jablonsky,[['dbo:artist']],['dbo:writer'],factoid,0.0,0.0,0.0,5,1,1,[['dbo:artist']],['dbo:writer'],factoid,[[1147]]
255,0.0,0.0,0.0,10,2,1,Who founded the league which was won by Joe McKeehen?,"[['dbp:champion'], ['dbp:founded']]",['dbp:founder'],factoid,0.0,0.0,0.0,10,2,1,"[['dbp:champion'], ['dbp:founded']]",['dbo:foundedBy'],factoid,"[[6], [6]]"
256,0.0,0.0,0.0,10,1,1,Which companies were behind the renovation of McKechnie Field ?,[['dbp:architect']],['dbp:company'],factoid,0.0,0.0,0.0,10,1,1,[['dbp:architect']],['dbo:architect'],factoid,[[10]]
257,0.0,0.0,0.0,13,1,1,What is the political party to which Purnima Banerjee is a member of?,[['dbo:knownFor']],['dbo:party'],factoid,0.0,0.0,0.0,13,1,1,[['dbo:knownFor']],['dbo:party'],factoid,[[40]]
